"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"81","ec:1.17.4.1","gene","rn:R02018",450,717,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_00742 / sao:SAOUHSC_00743",1296,"irreversible","sao","00240",0,1,0.0201719576719577,1,2,0.666666666666667,0.00289017341040462,1,0.291135448870791,8,5,8,3,0.0506137986696864,0.00372390567842369,"NHNB"
"84","ec:2.7.4.22","gene","rn:R00158",505,247,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01235",1298,"reversible","sao","00240",0,1,0,5,5,0.5,0.00403225806451613,3,6.63642952064171e-17,6,5,8,5,0,0.355892261362564,"NHNB"
"88","ec:6.3.5.5","gene","rn:R00575",128,264,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01169 / sao:SAOUHSC_01170",1301,"irreversible","sao","00240",0,1,0,1,0,0,0.00146627565982405,4,6.63642952064171e-17,9,5,8,1,0,0,"NHNB"
"94","ec:2.1.3.2","gene","rn:R01397",128,192,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01166",1302,"irreversible","sao","00240",1,1,0.0105820105820106,1,0,0,0.00141643059490085,4,1.60482765855015e-16,8,5,8,3,0,0,"NHB"
"95","ec:3.5.2.3","gene","rn:R01993",179,154,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01168",1303,"reversible","sao","00240",1,1,0.0119047619047619,1,0,0,0.00136798905608755,5,1.19178056633435e-16,7,5,8,2,0,0,"NHB"
"97","ec:1.3.98.1","gene","rn:R01867",290,154,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02909",1305,"reversible","sao","00240",1,1,0.0105820105820106,1,0,0,0.00132100396301189,5,1.44719086164715e-16,6,5,8,2,0,0,"NHB"
"98","ec:2.4.2.10","gene","rn:R01870",422,154,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01172",1306,"reversible","sao","00240",1,1,0.00661375661375661,1,0,0,0.00127551020408163,6,1.43668531347459e-16,5,5,8,2,0,0.148287781068112,"NHB"
"99","ec:2.7.4.6","gene","rn:R00156",395,237,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01485",1307,"reversible","sao","00240",0,1,0.0831128747795414,5,9,0.25,0.00303030303030303,7,0.0996379615276234,7,5,8,10,0.221546166731388,0.0654076902484344,"HNB"
"102","ec:6.3.4.2","gene","rn:R00571 rn:R00573",334,311,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02368",1310,"irreversible","sao","00240",0,1,0,1,1,1,0.00288184438040346,7,0.0446483927845655,8,5,8,3,0.036809608775246,0.0433145278454533,"NHNB"
"107","ec:2.4.2.9","gene","rn:R00966",632,281,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01164 / sao:SAOUHSC_02353",1315,"reversible","sao","00240",0,1,0.00242504409171076,6,9,0.428571428571429,0.00162074554294976,6,7.89122704755632e-17,6,5,8,7,0.0930433888120956,1,"NHNB"
"108","ec:2.7.1.48","gene","rn:R00964 rn:R00967 rn:R00968 rn:R00970 rn:R01549 rn:R01880 rn:R02097 rn:R02327 rn:R02332",633,228,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01715",1316,"irreversible","sao","00240",0,1,0.0383597883597884,3,8,0.380952380952381,0.00154559505409583,6,0.136926757964403,6,5,8,7,0.654227338864054,0.396962361429697,"NHNB"
"117","ec:2.7.4.6","gene","rn:R00570",394,391,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01485",1325,"reversible","sao","00240",0,1,0.0831128747795414,5,9,0.25,0.00303030303030303,7,0.0996379615276234,7,5,8,10,0.221546166731388,0.0654076902484344,"HNB"
"120","ec:2.7.1.48","gene","rn:R00513 rn:R00516 rn:R00517 rn:R00962 rn:R01548 rn:R02091 rn:R02096 rn:R02371 rn:R02372",633,341,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01715",1328,"irreversible","sao","00240",0,1,0.0383597883597884,3,8,0.380952380952381,0.00154559505409583,6,0.136926757964403,6,5,8,7,0.654227338864054,0.396962361429697,"NHNB"
"122","ec:3.5.4.5","gene","rn:R01878",695,320,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01670",1330,"irreversible","sao","00240",0,1,0.0105820105820106,3,6,0.4,0.0014265335235378,8,0.459647692225289,7,5,8,6,0.308111047122613,0.57945607047725,"NHNB"
"124","ec:2.4.2.2","gene","rn:R02296",738,371,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02377",1332,"irreversible","sao","00240",0,1,0.0138888888888889,3,16,0.571428571428571,0.00137362637362637,6,0.604260958211137,7,5,8,8,0.963815550789701,0.535368384899233,"NHNB"
"131","ec:1.17.4.1","gene","rn:R02024",450,460,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_00742 / sao:SAOUHSC_00743",1339,"irreversible","sao","00240",0,1,0.0201719576719577,1,2,0.666666666666667,0.00289017341040462,1,0.291135448870791,8,5,8,3,0.0506137986696864,0.00372390567842369,"NHNB"
"132","ec:2.7.4.6","gene","rn:R02326",395,515,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01485",1340,"reversible","sao","00240",0,1,0.0831128747795414,5,9,0.25,0.00303030303030303,7,0.0996379615276234,7,5,8,10,0.221546166731388,0.0654076902484344,"HNB"
"137","ec:2.7.1.74","gene","rn:R01666",633,515,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_00539",1345,"irreversible","sao","00240",0,1,0.00485008818342152,2,1,0.333333333333333,0.00294985250737463,9,0.136926757964402,8,5,8,3,0.0383100417749351,0.0713771884088428,"NHNB"
"139","ec:3.5.4.12","gene","rn:R01663",588,599,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01692",1347,"irreversible","sao","00240",0,1,0.0773809523809524,5,10,0.476190476190476,0.00302114803625378,7,0.198284493295196,8,5,8,7,0.0569706765075136,0.167974276212402,"NHNB"
"140","ec:2.7.4.6","gene","rn:R02331",391,644,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01485",1348,"reversible","sao","00240",0,1,0.0831128747795414,5,9,0.25,0.00303030303030303,7,0.0996379615276234,7,5,8,10,0.221546166731388,0.0654076902484344,"HNB"
"142","ec:2.7.4.9","gene","rn:R02098",504,652,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_00451",1350,"reversible","sao","00240",0,1,0.0643738977072311,4,13,0.464285714285714,0.00294985250737463,7,0.550063871948971,8,5,8,9,0.177464467359241,0.128190796378942,"NHNB"
"143","ec:2.7.1.21","gene","rn:R02099",633,652,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02360",1351,"irreversible","sao","00240",0,1,0.0511463844797178,5,14,0.388888888888889,0.00280112044817927,7,0.751902535250632,8,5,8,10,0.193878291397355,0.710189507531726,"HNB"
"144","ec:3.5.4.5","gene","rn:R02485",693,584,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01670",1352,"irreversible","sao","00240",0,1,0.0105820105820106,3,6,0.4,0.0014265335235378,8,0.459647692225289,7,5,8,6,0.308111047122613,0.57945607047725,"NHNB"
"145","ec:2.4.2.2","gene","rn:R02484",761,594,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02377",1353,"reversible","sao","00240",0,1,0.0138888888888889,3,16,0.571428571428571,0.00137362637362637,6,0.604260958211137,7,5,8,8,0.963815550789701,0.535368384899233,"NHNB"
"146","ec:2.4.2.1","gene","rn:R02484",761,642,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_00097 / sao:SAOUHSC_02380",1354,"reversible","sao","00240",0,1,0.00462962962962963,1,8,0.533333333333333,0.00127551020408163,6,0.813676331773272,7,5,8,6,1,0.144348052798704,"NHNB"
"148","ec:2.1.1.45","gene","rn:R02101",538,716,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01435",1356,"irreversible","sao","00240",0,1,0.0158730158730159,2,9,0.9,0.00285714285714286,7,0.751902535250632,9,5,8,7,0.360567414440685,0.0726012844260656,"NHNB"
"149","ec:2.7.4.6","gene","rn:R02093",393,781,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01485",1357,"reversible","sao","00240",0,1,0.0831128747795414,5,9,0.25,0.00303030303030303,7,0.0996379615276234,7,5,8,10,0.221546166731388,0.0654076902484344,"HNB"
"152","ec:2.7.4.9","gene","rn:R02094",506,772,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_00451",1360,"reversible","sao","00240",0,1,0.0643738977072311,4,13,0.464285714285714,0.00294985250737463,7,0.550063871948971,8,5,8,9,0.177464467359241,0.128190796378942,"NHNB"
"155","ec:2.7.1.21","gene","rn:R01567",633,782,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02360",1363,"irreversible","sao","00240",0,1,0.0511463844797178,5,14,0.388888888888889,0.00280112044817927,7,0.751902535250632,8,5,8,10,0.193878291397355,0.710189507531726,"HNB"
"167","ec:4.2.1.70","gene","rn:R01055",904,184,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_00292",1375,"reversible","sao","00240",0,1,0,0,8,0.8,0.00123152709359606,6,1,7,5,8,5,0.738314818686169,0,"NHNB"
"169","ec:4.1.1.23","gene","rn:R00965",519,154,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01171",1377,"irreversible","sao","00240",1,1,0,0,5,0.5,0.00123152709359606,6,0.0613577353307946,5,5,8,5,0.758465833587335,0,"NHB"
"274","ec:2.7.4.6","gene","rn:R00139",760,475,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01485",1394,"irreversible","sao","00240",0,1,0.0831128747795414,5,9,0.25,0.00303030303030303,7,0.0996379615276234,7,5,8,10,0.221546166731388,0.0654076902484344,"HNB"
"288","ec:3.6.1.23","gene","rn:R02100",446,611,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01552 / sao:SAOUHSC_02057",1400,"irreversible","sao","00240",0,1,0.0179673721340388,4,8,0.533333333333333,0.00303030303030303,7,0.088852519702323,8,5,8,6,0.0636243046060513,0.186410407341132,"NHNB"
"289","ec:2.7.4.25","gene","rn:R01665",504,525,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01496",1401,"reversible","sao","00240",0,1,0.126763668430335,3,3,0.2,0.00302114803625378,10,0.305567618256478,7,5,8,6,0.0190471204319182,0.146536444708724,"NHNB"
"290","ec:2.7.4.25","gene","rn:R00512",504,392,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_01496",1402,"reversible","sao","00240",0,1,0.126763668430335,3,3,0.2,0.00302114803625378,10,0.305567618256478,7,5,8,6,0.0190471204319182,0.146536444708724,"NHNB"
"291","ec:1.1.98.6","gene","rn:R11635",227,481,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02942",1403,"irreversible","sao","00240",0,1,0,4,3,0.5,0.00326797385620915,7,6.63642951953323e-17,8,5,8,4,0,0.0753895772860706,"NHNB"
"292","ec:1.1.98.6","gene","rn:R11636",359,460,"rectangle",46,17,"#BFFFBF","sao:SAOUHSC_02942",1404,"irreversible","sao","00240",0,1,0,4,3,0.5,0.00326797385620915,7,6.63642951953323e-17,8,5,8,4,0,0.0753895772860706,"NHNB"
