"","name","children"
"reaction662","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction760","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction404","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1192","rn:R02123","list(name = ""substrate"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2173","rn:R00032","list(name = ""substrate"", attributes = c(id = ""13"", name = ""cpd:C02094""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3105","rn:R02125","list(name = ""substrate"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction472","rn:R08387","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction570","rn:R03048 rn:R08380","list(name = ""substrate"", attributes = c(id = ""23"", name = ""cpd:C02110""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction663","rn:R07163","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""33"", name = ""cpd:C15492""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction761","rn:R08388","list(name = ""substrate"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction847","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction946","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1045","rn:R08389","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1193","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1248","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1344","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1442","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1542","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1641","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1740","rn:R08391","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""72"", name = ""cpd:C16680""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1837","rn:R08391","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""72"", name = ""cpd:C16680""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1936","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2036","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2174","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2240","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2336","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2433","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2528","rn:R08384","list(name = ""substrate"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""31"", name = ""cpd:C15493""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2626","rn:R08385","list(name = ""substrate"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""31"", name = ""cpd:C15493""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2723","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2822","rn:R02368","list(name = ""substrate"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2920","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3016","rn:R11952","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""95"", name = ""cpd:C21797""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction405","rn:R02124","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1194","rn:R08381","list(name = ""substrate"", attributes = c(id = ""20"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""46"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2175","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3106","rn:R08383","list(name = ""substrate"", attributes = c(id = ""25"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""27"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction473","rn:R02902","list(name = ""substrate"", attributes = c(id = ""14"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""52"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction571","rn:R02124","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction406","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1195","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2176","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3107","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction474","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction572","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction664","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction762","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction407","rn:R02124","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1196","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""25"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""27"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2177","rn:R08381","list(name = ""substrate"", attributes = c(id = ""20"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""46"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3108","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction475","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction573","rn:R08383","list(name = ""substrate"", attributes = c(id = ""25"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""27"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction665","rn:R02902","list(name = ""substrate"", attributes = c(id = ""14"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""52"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction763","rn:R02124","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction408","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1197","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2178","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3109","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction476","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction574","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction666","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction764","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction409","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1198","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2179","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3110","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction477","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction575","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction478","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1199","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2180","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3111","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction479","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction576","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction480","rn:R02124","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1200","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""25"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""27"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2181","rn:R08381","list(name = ""substrate"", attributes = c(id = ""20"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""46"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3112","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction481","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction577","rn:R08383","list(name = ""substrate"", attributes = c(id = ""25"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""27"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction667","rn:R02902","list(name = ""substrate"", attributes = c(id = ""14"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""52"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction765","rn:R02124","list(name = ""substrate"", attributes = c(id = ""5"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""8"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction482","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1201","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2182","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3113","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction483","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction578","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction668","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction766","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction484","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction1202","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction2183","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction3114","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
