"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",4841,"ec","00790",60,130,1,13,"ec:4.1.3.38","30<=x<80",57.4136195907414,10,3,0.000503018108651912,0.00818234950321449,0,3,55,9,4.32142857142857,1,1,0,3,3,0.666666666666667,NA,NA,NA
"2",4844,"ec","00790",60,130,1,13,"ec:1.5.1.3","30<=x<80",77.7423683327742,11,4,0.000527426160337553,0.00847457627118644,0,3,52,11,4.22641509433962,4,2,1.5,3,3,0.666666666666667,NA,NA,NA
"3",4850,"ec","00790",60,130,1,13,"ec:4.1.2.25","30<=x<80",78.6313317678631,9,7,0.000484027105517909,0.0505552308591467,0.082635959752014,3,53,9,4.14814814814815,3,3,0.666666666666667,3,3,0,NA,NA,NA
"4",4858,"ec","00790",60,130,1,13,"ec:3.4.19.9","<30",5.70278430057028,12,4,0.000282485875706215,0,0,3,55,11,4.5,1,1,0,3,3,0,NA,NA,NA
"5",4860,"ec","00790",60,130,1,13,"ec:4.2.3.12","30<=x<80",60.449513586045,9,12,0.000488997555012225,0.110753945061368,0.168679338926372,3,41,9,3.52380952380952,15,5,3.86666666666667,3,3,0.666666666666667,NA,NA,NA
"6",4861,"ec","00790",60,130,1,13,"ec:4.1.99.22","30<=x<80",71.4693056021469,8,4,0.000791765637371338,0.00204558737580362,0,3,49,10,4.6,3,3,0,7,4,1.42857142857143,NA,NA,NA
"7",4862,"ec","00790",60,130,1,13,"ec:2.8.1.12","30<=x<80",67.0748071117075,10,2,0.00030750307503075,0.00438340151957919,0,3,51,10,4.57692307692308,3,3,0,5,3,1.2,NA,NA,NA
"8",4863,"ec","00790",60,130,1,13,"ec:4.1.2.50","30<=x<80",60.1979201610198,9,7,0.000484730974309258,0.0277615429573349,0.111477818604687,3,53,9,4.11111111111111,3,3,0.666666666666667,3,3,0.666666666666667,NA,NA,NA
"9",4864,"ec","00790",60,130,1,13,"ec:4.3.99.3","30<=x<80",57.7658503857766,10,2,0.000292141396435875,0.0157802454704851,0.0585889598207616,3,54,9,4.25454545454545,2,2,0,3,3,0.666666666666667,NA,NA,NA
"10",4865,"ec","00790",60,130,1,13,"ec:6.3.4.20","30<=x<80",55.8034216705803,11,2,0.000287273771904625,0.00818234950321449,0.0307923697812157,3,55,9,4.21428571428571,3,3,0.666666666666667,1,1,0,NA,NA,NA
"11",4868,"ec","00790",60,130,1,13,"ec:6.3.2.33","<30",0.888963435088896,1,2,0.000282485875706215,0,0,3,57,12,4.41379310344828,1,1,0,1,1,0,NA,NA,NA
"12",4871,"ec","00790",60,130,1,13,"ec:4.6.1.17","30<=x<80",69.9765179469976,9,2,0.000312695434646654,0.00350672121566335,0,3,50,10,4.62745098039216,3,3,0,6,3,1.33333333333333,NA,NA,NA
"13",4872,"ec","00790",60,130,1,13,"ec:2.7.7.75","30<=x<80",55.2331432405233,11,2,0.000302388872089507,0.00467562828755114,0,3,52,11,4.52830188679245,3,3,0,4,4,1,NA,NA,NA
"14",4873,"ec","00790",60,130,1,13,"ec:2.10.1.1","30<=x<80",73.649781952365,12,4,0.000297353553374963,0.00438340151957919,0,3,53,11,4.48148148148148,3,3,0,3,3,0.666666666666667,NA,NA,NA
"15",4890,"ec","00790",60,130,1,13,"ec:5.1.99.8","30<=x<80",70.580342167058,10,3,0.000522193211488251,0,0,3,55,12,4.42857142857143,3,3,0,1,1,0,NA,NA,NA
"16",4898,"ec","00790",60,130,1,13,"ec:1.5.1.3","30<=x<80",75.3270714525327,11,8,0.000319693094629156,0.0192869666861484,0.363802619785967,4,54,9,4.4,3,3,0,1,1,0,1,1,0
