"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",3844,"ec","00620",73,731,3,4,"ec:4.1.1.78","<30",0,3,28,0.00157232704402516,0.0129633226261629,0.110110334493007,2,71,7,19.3611111111111,1,1,0
"2",3887,"ec","00620",73,731,3,4,"ec:2.3.1.12",">=80",80.5779018223609,3,19,0.000195618153364632,0.0258215962441315,1,2,70,6,20.0281690140845,2,2,0
"3",3897,"ec","00620",73,731,3,4,"ec:4.2.1.2",">=80",87.456903628304,3,9,0.00185528756957328,0,0,2,71,7,20.25,1,1,0
