"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",4054,"ec","00626",13,11,1,6,"ec:1.14.12.12","<30",3.1666247800955,1,2,0.00641025641025641,0,0,4,2,3,0.666666666666667,1,1,0,1,1,0,8,4,1.5
"2",4056,"ec","00626",13,11,1,6,"ec:1.3.1.29","<30",0.251319426991706,5,2,0.0102040816326531,0.0454545454545455,0,4,2,3,0.666666666666667,3,3,0,1,1,0,6,4,1
"3",4057,"ec","00626",13,11,1,6,"ec:1.13.11.56","<30",0.226187484292536,4,2,0.00952380952380952,0.0757575757575758,0,4,2,3,0.666666666666667,3,3,0,2,2,1,5,3,1.2
"4",4058,"ec","00626",13,11,1,6,"ec:5.99.1.4","<30",0.804222166373461,3,2,0.00884955752212389,0.0909090909090909,0,4,2,3,0.666666666666667,3,3,0,3,3,1.33333333333333,4,4,1
"5",4059,"ec","00626",13,11,1,6,"ec:4.1.2.45","<30",0.854486051771802,4,2,0.00819672131147541,0.0909090909090909,0,4,2,3,0.666666666666667,3,3,0,4,2,1.5,3,3,0.666666666666667
"6",4060,"ec","00626",13,11,1,6,"ec:1.2.1.65","<30",0.226187484292536,5,3,0.00757575757575758,0.0757575757575758,0,4,2,3,0.666666666666667,3,3,0,5,2,1.6,2,2,0
