"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",3905,"ec","00621",14,18,4,8,"ec:4.1.3.39","30<=x<80",74.1878841088674,5,2,0.00591715976331361,0.0192307692307692,0,2,12,4,2.15384615384615,1,1,0
"2",3907,"ec","00621",14,18,4,8,"ec:3.7.1.8","<30",0.614574187884109,5,4,0.00591715976331361,0.0192307692307692,0,2,3,4,1,10,3,2.2
"3",3909,"ec","00621",14,18,4,8,"ec:1.3.1.56","<30",0.790166812993854,7,2,0.00684931506849315,0.0192307692307692,0,2,12,4,2.61538461538462,1,1,0
"4",3910,"ec","00621",14,18,4,8,"ec:1.13.11.39","<30",1.14135206321334,6,2,0.00636942675159236,0.0256410256410256,0,2,11,3,2.66666666666667,2,2,1
"5",3911,"ec","00621",14,18,4,8,"ec:3.7.1.8","<30",0.614574187884109,5,4,0.00591715976331361,0.0192307692307692,0,2,10,3,2.72727272727273,3,3,1.33333333333333
"6",3913,"ec","00621",14,18,4,8,"ec:1.3.1.56","<30",0.790166812993854,7,2,0.00684931506849315,0.0192307692307692,0,2,1,2,0,12,4,2.16666666666667
"7",3914,"ec","00621",14,18,4,8,"ec:1.13.11.39","<30",1.14135206321334,6,2,0.00636942675159236,0.0256410256410256,0,2,2,3,0.666666666666667,11,4,2.18181818181818
"8",3916,"ec","00621",14,18,4,8,"ec:4.2.1.80","30<=x<80",67.2519754170325,4,5,0.00847457627118644,0.0256410256410256,0,2,11,4,2.16666666666667,2,2,0
"9",3919,"ec","00621",14,18,4,8,"ec:4.1.1.77","<30",26.6900790166813,4,5,0.00934579439252336,0.0384615384615385,0,2,12,4,2,1,1,0
