"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree"
"1",4545,"ec","00720",54,124,6,11,"ec:2.3.1.9",">=80",86.9318181818182,7,10,0.00112739571589628,0.0766172506738545,0.340118208604068,2,48,5,4.48979591836735,5,5,0,NA,NA,NA
"2",4555,"ec","00720",54,124,6,11,"ec:4.2.1.120","<30",19.8863636363636,10,3,0.00117096018735363,0.0319303338171263,1.12038872505444e-17,3,51,5,4.69230769230769,1,1,0,1,1,0
"3",4556,"ec","00720",54,124,6,11,"ec:4.2.1.17","30<=x<80",36.9318181818182,9,2,0.00115740740740741,0.0468069666182874,2.03131471242634e-17,2,50,5,4.66666666666667,3,3,0,NA,NA,NA
"4",4557,"ec","00720",54,124,6,11,"ec:1.1.1.35","30<=x<80",36.9318181818182,8,2,0.00114285714285714,0.0609579100145138,2.58986142672977e-17,2,49,12,4.68,4,4,0,NA,NA,NA
"5",4591,"ec","00720",54,124,6,11,"ec:2.3.1.169","<30",27.8409090909091,7,11,0.00110497237569061,0.189042089985486,0.689658185548616,2,46,5,4.51063829787234,7,2,2.28571428571429,NA,NA,NA
