"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"10","ec:2.5.1.54","gene","rn:R01826",282,201,"rectangle",46,17,"#BFFFBF","sey:SL1344_0737 / sey:SL1344_1281 / sey:SL1344_2628",2431,"irreversible","sey","00400",0,1,0,0,0,0,0.00197628458498024,4,0,8,4,6,1,0,9.52298228712329e-18,"NHNB"
"38","ec:1.1.1.282","gene","rn:R02413 rn:R06847",445,328,"rectangle",46,17,"#BFFFBF","sey:SL1344_1293",2432,"reversible","sey","00400",0,1,0,4,1,0.166666666666667,0.00319488817891374,1,5.4242394196095e-17,6,4,6,4,0,0,"NHNB"
"39","ec:1.1.1.282","gene","rn:R01872 rn:R06846",445,173,"rectangle",46,17,"#BFFFBF","sey:SL1344_1293",2433,"reversible","sey","00400",0,1,0,4,1,0.166666666666667,0.00319488817891374,1,5.4242394196095e-17,6,4,6,4,0,0,"NHNB"
"50","ec:4.2.3.5","gene","rn:R01714",420,505,"rectangle",46,17,"#BFFFBF","sey:SL1344_2353",2434,"irreversible","sey","00400",1,1,0,6,10,0.666666666666667,0.00709219858156028,2,5.4242394196095e-17,5,4,6,6,0,1,"NHB"
"51","ec:4.2.1.20","gene","rn:R02722",190,416,"rectangle",46,17,"#BFFFBF","sey:SL1344_1657 / sey:SL1344_1658",2435,"reversible","sey","00400",0,1,0,1,0,0,0.00306748466257669,3,5.4242394196095e-17,8,4,6,1,0,0.0064167539302787,"NHNB"
"52","ec:4.2.1.20","gene","rn:R02340",190,355,"rectangle",46,17,"#BFFFBF","sey:SL1344_1658",2436,"reversible","sey","00400",0,1,0,1,0,0,0.00306748466257669,3,5.4242394196095e-17,8,4,6,1,0,0.0064167539302787,"NHNB"
"53","ec:4.2.1.20","gene","rn:R00674",143,379,"rectangle",46,17,"#BFFFBF","sey:SL1344_1657",2437,"irreversible","sey","00400",0,1,0,1,0,0,0.00306748466257669,3,5.4242394196095e-17,8,4,6,1,0,0.0064167539302787,"NHNB"
"54","ec:4.1.1.48","gene","rn:R03508",236,444,"rectangle",46,17,"#BFFFBF","sey:SL1344_1656",2438,"reversible","sey","00400",1,1,0.0346320346320346,2,0,0,0.00294117647058824,3,0,7,4,6,5,0.0212213696512225,0.112189663174209,"NHB"
"55","ec:5.3.1.24","gene","rn:R03509",237,511,"rectangle",46,17,"#BFFFBF","sey:SL1344_1656",2439,"reversible","sey","00400",1,1,0.0346320346320346,2,0,0,0.00294117647058824,3,0,7,4,6,5,0.0212213696512225,0.112189663174209,"NHB"
"56","ec:2.4.2.18","gene","rn:R01073",278,539,"rectangle",46,17,"#BFFFBF","sey:SL1344_1655",2440,"reversible","sey","00400",1,1,0.0454545454545454,5,10,0.666666666666667,0.0028169014084507,2,0,6,4,6,8,0.349810204745245,0.948675482495206,"HB"
"57","ec:4.1.3.27","gene","rn:R00985 rn:R00986",378,540,"rectangle",46,17,"#BFFFBF","sey:SL1344_1654 / sey:SL1344_1655",2441,"irreversible","sey","00400",0,1,0.0454545454545454,5,10,0.666666666666667,0.0028169014084507,2,0,6,4,6,8,0.349810204745245,0.948675482495206,"HNB"
"58","ec:5.4.99.5","gene","rn:R01715",420,570,"rectangle",46,17,"#BFFFBF","sey:SL1344_1204 / sey:SL1344_2625 / sey:SL1344_2627",2442,"reversible","sey","00400",0,1,0.00432900432900433,3,12,0.8,0.00251256281407035,2,0,6,4,6,6,0.456864577210237,0.737935433855371,"NHNB"
"60","ec:4.2.1.51","gene","rn:R01373",330,630,"rectangle",46,17,"#BFFFBF","sey:SL1344_2625",2444,"reversible","sey","00400",0,1,0.0216450216450216,5,14,0.5,0.00239234449760766,2,1,6,4,6,12,1,0.928568820605705,"HNB"
"63","ec:2.6.1.57","gene","rn:R00694",355,734,"rectangle",46,17,"#BFFFBF","sey:SL1344_4184",2447,"reversible","sey","00400",0,1,0,2,3,1,0.00238095238095238,2,0.732050807568877,7,4,6,5,0.440486387780174,0.604744560387886,"NHNB"
"65","ec:2.6.1.57","gene","rn:R01731",421,630,"rectangle",46,17,"#BFFFBF","sey:SL1344_4184",2449,"irreversible","sey","00400",0,1,0,2,3,1,0.00238095238095238,2,0.732050807568877,7,4,6,5,0.440486387780174,0.604744560387886,"NHNB"
"67","ec:4.2.1.51","gene","rn:R00691",380,782,"rectangle",46,17,"#BFFFBF","sey:SL1344_2625",2451,"irreversible","sey","00400",0,1,0.0216450216450216,5,14,0.5,0.00239234449760766,2,1,6,4,6,12,1,0.928568820605705,"HNB"
"69","ec:1.3.1.12","gene","rn:R01728",499,630,"rectangle",46,17,"#BFFFBF","sey:SL1344_2627",2453,"reversible","sey","00400",0,1,0.0216450216450216,5,14,0.5,0.00239234449760766,2,1,6,4,6,12,1,0.928568820605705,"HNB"
"74","ec:2.5.1.19","gene","rn:R03460",420,448,"rectangle",46,17,"#BFFFBF","sey:SL1344_0915",2458,"reversible","sey","00400",1,1,0.0194805194805195,2,0,0,0.00305810397553517,1,2.60646535635941e-17,4,4,6,3,0.169739492892253,5.09824589910828e-18,"NHB"
"75","ec:2.7.1.71","gene","rn:R02412",420,382,"rectangle",46,17,"#BFFFBF","sey:SL1344_0383 / sey:SL1344_3454",2459,"irreversible","sey","00400",0,1,0.0173160173160173,2,0,0,0.00274725274725275,1,6.59856945107819e-18,5,4,6,4,0,0,"NHNB"
"76","ec:1.1.1.25","gene","rn:R02413",421,309,"rectangle",46,17,"#BFFFBF","sey:SL1344_3368 / sey:SL1344_3826",2460,"reversible","sey","00400",0,1,0.0216450216450216,1,0,0,0.00248138957816377,1,0,6,4,6,3,0,9.81564483982146e-18,"NHNB"
"77","ec:4.2.1.10","gene","rn:R03084",421,239,"rectangle",46,17,"#BFFFBF","sey:SL1344_1292",2461,"reversible","sey","00400",0,1,0.051948051948052,1,1,0.166666666666667,0.00237529691211401,1,0,7,4,6,4,0,0,"NHNB"
"79","ec:4.2.3.4","gene","rn:R03083",372,202,"rectangle",46,17,"#BFFFBF","sey:SL1344_3453",2463,"irreversible","sey","00400",1,1,0.051948051948052,3,1,0.1,0.00227272727272727,4,0,7,4,6,5,0,0,"NHB"
"80","ec:2.6.1.57","gene","rn:R00734",549,734,"rectangle",46,17,"#BFFFBF","sey:SL1344_4184",2464,"reversible","sey","00400",0,1,0,2,3,1,0.00238095238095238,2,0.732050807568877,7,4,6,5,0.440486387780174,0.604744560387886,"NHNB"
"82","ec:2.6.1.1","gene","rn:R00694",305,715,"rectangle",46,17,"#BFFFBF","sey:SL1344_0935",2465,"reversible","sey","00400",0,1,0,0,1,1,0.00197628458498024,2,0.732050807568877,7,4,6,2,0.315229601450339,2.01872258145077e-17,"NHNB"
"83","ec:2.6.1.1","gene","rn:R00734",499,715,"rectangle",46,17,"#BFFFBF","sey:SL1344_0935",2466,"reversible","sey","00400",0,1,0,0,1,1,0.00197628458498024,2,0.732050807568877,7,4,6,2,0.315229601450339,2.01872258145077e-17,"NHNB"
"88","ec:2.6.1.9","gene","rn:R00694",305,734,"rectangle",46,17,"#BFFFBF","sey:SL1344_2050",2470,"reversible","sey","00400",0,1,0,0,1,1,0.00197628458498024,2,0.732050807568878,7,4,6,2,0.315229601450339,2.01872258145077e-17,"NHNB"
"89","ec:2.6.1.9","gene","rn:R00734",499,734,"rectangle",46,17,"#BFFFBF","sey:SL1344_2050",2471,"reversible","sey","00400",0,1,0,0,1,1,0.00197628458498024,2,0.732050807568878,7,4,6,2,0.315229601450339,2.01872258145077e-17,"NHNB"
