"entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"88","ec:3.2.2.9","gene","rn:R01401",968,1023,"rectangle",46,17,"#BFFFBF","hin:HI1216",1594,"irreversible","hin","00270",0,1,0.0514705882352941,1,0,0,0.0050251256281407,1,0,5,4,6,2,1.26549045755169e-16,0.113286973288828,"NHNB"
"98","ec:4.4.1.13","gene","rn:R01286",517,772,"rectangle",46,17,"#BFFFBF","hin:HI0122",1603,"irreversible","hin","00270",1,1,0.106617647058824,2,4,0.4,0.00444444444444444,1,0.414213562373095,4,4,6,6,0.704931561317332,0.560688255353976,"HB"
"99","ec:2.1.1.14","gene","rn:R04405",542,896,"rectangle",46,17,"#BFFFBF","hin:HI1702",1604,"irreversible","hin","00270",0,1,0,4,3,0.5,0.00689655172413793,1,4.07825280992349e-17,4,4,6,4,2.53098091510339e-16,1,"NHNB"
"101","ec:2.5.1.6","gene","rn:R00177",616,966,"rectangle",46,17,"#BFFFBF","hin:HI1172",1606,"irreversible","hin","00270",0,1,0.00735294117647059,1,0,0,0.00555555555555556,1,2.92772729692331e-18,5,4,6,2,0.221022037043072,3.52975840226501e-17,"NHNB"
"103","ec:2.1.1.37","gene","rn:R04858",669,919,"rectangle",46,17,"#BFFFBF","hin:HI1041",1608,"irreversible","hin","00270",0,1,0.0330882352941176,1,0,0,0.00529100529100529,1,0,6,4,6,2,1.26549045755169e-16,3.52975840226501e-17,"NHNB"
"108","ec:4.4.1.21","gene","rn:R01291",833,847,"rectangle",46,17,"#BFFFBF","hin:HI0491",1612,"irreversible","hin","00270",0,1,0.0661764705882353,2,3,0.5,0.00476190476190476,1,0,4,4,6,4,0.246060954649813,0.784954022961978,"NHNB"
"109","ec:3.2.2.9","gene","rn:R00194",765,886,"rectangle",46,17,"#BFFFBF","hin:HI1216",1613,"irreversible","hin","00270",0,1,0.0514705882352941,1,0,0,0.0050251256281407,1,0,5,4,6,2,1.26549045755169e-16,0.113286973288828,"NHNB"
"110","ec:2.5.1.48","gene","rn:R01288",899,772,"rectangle",46,17,"#BFFFBF","hin:HI0086",1614,"irreversible","hin","00270",1,1,0.117647058823529,3,3,0.3,0.00444444444444444,1,1,4,4,6,9,1,0.979625380547777,"HB"
"132","ec:2.5.1.47","gene","rn:R00897",491,224,"rectangle",46,17,"#BFFFBF","hin:HI1103",1617,"irreversible","hin","00270",1,1,0.0441176470588235,2,1,0.166666666666667,0.004739336492891,2,1.77122032708135e-17,5,4,6,4,1.14997090753486e-16,0.424838134886906,"NHB"
"133","ec:2.3.1.30","gene","rn:R00586",518,163,"rectangle",46,17,"#BFFFBF","hin:HI0606",1618,"reversible","hin","00270",1,1,0,2,0,0,0.00546448087431694,2,4.07825280992349e-17,6,4,6,2,1.26549045755169e-16,0,"NHB"
"149","ec:4.3.1.17","gene","rn:R00590",614,133,"rectangle",46,17,"#BFFFBF","hin:HI0288",1624,"irreversible","hin","00270",0,1,0,0,0,0,0.00326797385620915,2,1.57706711694392e-17,7,4,6,1,1.14866475937648e-17,0,"NHNB"
"158","ec:2.6.1.1","gene","rn:R02433",766,415,"rectangle",46,17,"#BFFFBF","hin:HI1617",1626,"reversible","hin","00270",1,1,0.0514705882352941,1,1,0.333333333333333,0.00346020761245675,3,0.17157287525381,5,4,6,3,0.217823050330746,1.01734980875371e-16,"NHB"
