"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry126","229","ec:3.13.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.13.1.1","rn:R05775",848,1040,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,506,6029,8.3927682866147,0,0,9,0.9,7.24322758221063e-05,9,1,12,8,10,5,2.42287823798849e-16,0,"NHNB"
"entry129","242","ec:1.1.1.132","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.132","rn:R00880",786,1344,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,232,6029,3.84806767291425,0,1,5,0.833333333333333,7.30513551026372e-05,10,0.130285035145799,12,8,10,4,2.00056243725457e-17,0,"NHNB"
"entry131","245","ec:2.7.7.34","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.34","rn:R00954",651,1547,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,0,6029,0,0,2,5,0.833333333333333,7.69230769230769e-05,1,0.264245984769092,11,8,10,4,3.15563849088866e-17,0,"NHNB"
"entry132","247","ec:5.4.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.2.2","rn:R00959",508,1536,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,4893,6029,81.1577376015923,0.0294724432655467,5,10,0.222222222222222,9.89217528934613e-05,1,0.377615206943653,10,8,10,10,0.292402027929992,0,"HNB"
"entry133","249","ec:2.7.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.1","rn:R01786",361,1536,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,576,6029,9.55382318792503,0,1,1,1,0.000392772977219167,4,0,9,8,10,2,8.97052852872729e-19,8.70030271605407e-19,"NHNB"
"entry136","256","ec:2.7.7.33","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.33","rn:R00956",651,1627,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,1054,6029,17.4821695140156,0.0103153551429413,2,5,0.5,7.62660158633313e-05,1,0.356702457896519,11,8,10,5,5.82090085720884e-17,0,"NHB"
"entry137","261","ec:5.1.3.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.10","rn:R04266",1064,1627,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,288,6029,4.77691159396251,0,0,0,0,7.24322758221063e-05,14,0.00534591199464021,15,8,10,1,3.77192168419247e-18,0,"NHNB"
"entry138","262","ec:4.2.1.47","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.47","rn:R00888",786,1385,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,2402,6029,39.8407696135346,0.0119363395225464,7,14,0.388888888888889,7.76940408670655e-05,10,0.0965154476809489,12,8,10,9,1.17364822946431e-16,0,"HB"
"entry139","264","ec:1.1.1.271","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.271","rn:R05692",786,1464,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,1917,6029,31.796317797313,0.000736811081638668,4,9,0.6,7.56315232188776e-05,10,0.0337695874648498,13,8,10,6,8.51470358805658e-17,0,"NHB"
"entry140","266","ec:1.1.1.187","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.187","rn:R03397 rn:R03399",933,1374,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,0,6029,0,0,1,6,1,7.36756796581448e-05,10,0.0615348526874546,13,8,10,4,3.7720159274602e-17,0,"NHNB"
"entry141","268","ec:1.1.1.135","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.135","rn:R03396 rn:R03398",933,1419,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,247,6029,4.09686515176646,0,3,9,0.9,7.496813854112e-05,10,0.0455851575621457,13,8,10,5,6.13485762630523e-17,0,"NHNB"
"entry143","272","ec:2.7.7.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.22","rn:R00883",651,1395,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,0,6029,0,0.00828912466843501,3,3,0.5,7.83699059561129e-05,10,0.137923385216802,11,8,10,4,1.52367406334148e-17,0,"NHNB"
"entry144","275","ec:5.1.3.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.18","rn:R00889",786,1305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,110,6029,1.82451484491624,0,0,5,0.833333333333333,7.24322758221063e-05,10,0.175870192707944,12,8,10,4,3.92644383716736e-17,0,"NHNB"
"entry145","277","ec:5.1.3.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.18","rn:R07672",786,1266,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,110,6029,1.82451484491624,0,0,5,0.833333333333333,7.24322758221063e-05,10,0.175870192707944,12,8,10,4,3.92644383716736e-17,0,"NHNB"
"entry147","281","ec:1.1.1.342","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.342","rn:R04265",960,1627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,47,6029,0.779565433736938,0.00228411435307987,2,1,0.333333333333333,7.36811081638668e-05,14,0.015278927821156,14,8,10,3,4.19555494965511e-17,0,"NHB"
"entry148","282","ec:5.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.3.1.9","rn:R02740",435,778,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,5824,6029,96.5997677890197,0.01105216622458,7,19,0.422222222222222,0.000137703112090333,1,0.286710764700939,10,8,10,11,0.304706157736433,0.533505855276136,"HNB"
"entry149","283","ec:2.7.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.1","rn:R01326",361,1373,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,576,6029,9.55382318792503,0,1,1,1,0.000392772977219167,4,0,9,8,10,2,8.97052852872729e-19,8.70030271605407e-19,"NHNB"
"entry150","284","ec:2.7.1.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.7","rn:R01326",361,1394,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,0,6029,0,0,1,3,1,8.04569957357792e-05,1,0.182796693106592,11,8,10,3,0.0911499348348881,0.046530686652301,"NHNB"
"entry151","291","ec:5.1.3.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.6","rn:R01385",780,1056,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,1704,6029,28.2633935976115,0.00228411435307987,2,16,0.571428571428571,8.94774516821761e-05,9,0.546503357764411,12,8,10,8,3.5795365742468e-16,0,"NHNB"
"entry152","293","ec:4.1.1.67","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.67","rn:R02636",806,924,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,0,6029,0,0.000515767757147067,1,5,0.5,7.30513551026372e-05,9,0.438442331303318,12,8,10,5,2.4095661020078e-16,0,"NHNB"
"entry153","294","ec:1.1.1.281","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.281","rn:R03397 rn:R03399",933,1395,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,270,6029,4.47835461933986,0,1,6,1,7.36756796581448e-05,10,0.0615348526874546,13,8,10,4,3.7720159274602e-17,0,"NHNB"
"entry154","295","ec:2.7.7.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.9","rn:R00289",651,991,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,4758,6029,78.9185602919224,0.00364721485411141,2,6,0.4,8.95816536773269e-05,9,0.608866565145521,11,8,10,6,1.08001575131951e-16,0,"NHNB"
"entry155","297","ec:2.7.1.191","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.191","rn:R02630",361,1344,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1626,6029,26.96964670758,0,3,5,0.833333333333333,0.000137174211248285,1,0.135416202252517,10,8,10,4,0.0463763639395776,0.294973553222135,"NHNB"
"entry156","299","ec:2.7.1.199","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.199","rn:R02738",361,1506,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1734,6029,28.760988555316,0,5,11,0.733333333333333,0.000137627305257363,1,0.100316627838566,10,8,10,6,0.0809800132023392,0.427251086047956,"NHNB"
"entry158","302","ec:2.7.7.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.10","rn:R00502",651,1103,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,0,6029,0,7.36811081638668e-05,1,1,0.333333333333333,7.30513551026372e-05,9,0.355009923927718,13,8,10,3,3.58036509312772e-17,0,"NHNB"
"entry159","304","ec:2.7.1.199","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.199","rn:R02738",361,940,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1734,6029,28.760988555316,0,5,11,0.733333333333333,0.000137627305257363,1,0.100316627838566,10,8,10,6,0.0809800132023392,0.427251086047956,"NHNB"
"entry161","306","ec:4.2.1.45","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.45","rn:R02426",766,1627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,759,6029,12.589152429922,0.00854700854700855,1,0,0,7.49512816669165e-05,15,0.124805874502938,12,8,10,2,2.63530963764486e-17,0,"NHB"
"entry162","309","ec:2.7.7.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.27","rn:R00948",651,1707,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,2853,6029,47.3212804776912,0,0,5,0.833333333333333,7.24322758221063e-05,1,0.481508332399457,11,8,10,4,3.84920199661352e-17,0,"NHNB"
"entry163","310","ec:2.7.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.2","rn:R01786",339,1557,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,4249,6029,70.4760325095372,0,2,5,0.833333333333333,0.000100938730190774,1,0.135416202252517,11,8,10,4,0.145831782394205,0.133153466247977,"NHNB"
"entry164","311","ec:2.7.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.2","rn:R01786",339,1012,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,4249,6029,70.4760325095372,0,2,5,0.833333333333333,0.000100938730190774,1,0.135416202252517,11,8,10,4,0.145831782394205,0.133153466247977,"NHNB"
"entry166","314","ec:2.7.1.63","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.63","rn:R02189",387,1557,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,883,6029,14.6458782551003,0,2,5,0.833333333333333,0.000100938730190774,1,0.135416202252517,11,8,10,4,0.145831782394205,0.133153466247977,"NHNB"
"entry167","315","ec:2.7.1.63","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.63","rn:R02189",387,1012,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,883,6029,14.6458782551003,0,2,5,0.833333333333333,0.000100938730190774,1,0.135416202252517,11,8,10,4,0.145831782394205,0.133153466247977,"NHNB"
"entry168","316","ec:5.4.2.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.2.5","rn:R00959",508,1557,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,0,6029,0,0.0294724432655467,5,10,0.222222222222222,9.89217528934613e-05,1,0.377615206943653,10,8,10,10,0.292402027929992,0,"HNB"
"entry169","317","ec:5.4.2.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.2.5","rn:R00959",508,1012,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,0,6029,0,0.0294724432655467,5,10,0.222222222222222,9.89217528934613e-05,1,0.377615206943653,10,8,10,10,0.292402027929992,0,"HNB"
"entry170","319","ec:2.4.1.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.43","rn:R05191",862,1229,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,91,6029,1.50937137170343,0,2,1,1,9.02527075812274e-05,9,0,13,8,10,2,2.3367214940386e-17,0,"NHNB"
"entry171","324","ec:3.2.1.55","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.55","rn:R01762",651,668,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1028,6029,17.0509205506718,0,0,0,0,7.24322758221063e-05,13,0,13,8,10,1,0,0,"NHNB"
"entry172","326","ec:3.2.1.37","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.37","rn:R01433",931,734,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,955,6029,15.840106153591,0,0,0,0,7.24322758221063e-05,16,0.0554318800065608,14,8,10,1,9.07725247655004e-18,0,"NHNB"
"entry173","328","ec:2.4.2.24","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.2.24","rn:R03928",772,733,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,80,6029,1.32691988721181,0.00302092543471854,1,1,0.333333333333333,7.30513551026372e-05,16,0.158427541355032,13,8,10,3,1.12933863915396e-16,0,"NHB"
"entry174","330","ec:5.1.3.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.12","rn:R01387",848,842,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,0,6029,0,0,3,14,0.933333333333333,8.95816536773269e-05,9,0.299914473405767,12,8,10,6,2.56049642517179e-16,0,"NHNB"
"entry175","331","ec:1.1.1.305","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.305","rn:R07658",848,890,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,489,6029,8.11079781058219,0.00884173297966401,3,14,0.666666666666667,8.95816536773269e-05,9,0.40485091917692,12,8,10,7,2.8031367433742e-16,0,"NHB"
"entry178","338","ec:1.17.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.1.1","rn:R03391 rn:R03392",862,1627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,1023,6029,16.967988057721,0.00663129973474801,2,1,0.333333333333333,7.43162901307967e-05,14,0.0436680655420714,13,8,10,3,2.25130692940102e-17,0,"NHB"
"entry239","399","ec:2.7.7.64","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.64","rn:R01381",651,900,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,134,6029,2.22259081107978,0.0505820807544945,14,22,0.161764705882353,8.9863407620417e-05,9,0.523443730903628,11,8,10,18,1.14638454417154e-16,0,"HB"
"entry240","401","ec:2.6.1.102","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.102","rn:R10460",933,1475,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,284,6029,4.71056559960192,0.00250515767757147,1,9,0.6,7.30513551026372e-05,10,0.104595453656429,13,8,10,6,5.73181196522896e-17,0,"NHB"
"entry242","404","ec:2.3.1.227","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.227","rn:R10514",1053,1475,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,4,6029,0.0663459943605905,0,0,0,0,7.24322758221063e-05,21,0.0365966838008425,14,8,10,1,8.81911112465366e-18,0,"NHNB"
"entry250","417","ec:4.2.1.135","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.135","rn:R10266",767,561,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,69,6029,1.14446840272019,0.00972590627763042,7,27,0.75,9.99200639488409e-05,2,3.3644482609289e-16,10,8,10,9,0.0931831895484449,0.375598045396104,"HB"
"entry251","418","ec:2.6.1.34","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.34","rn:R04529",864,561,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,71,6029,1.17764139990048,0.00618921308576481,1,0,0,7.49400479616307e-05,2,1.28720665815523e-16,11,8,10,2,0.0570114355337433,0,"NHB"
"entry252","419","ec:2.3.1.203","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.203","rn:R10099",964,561,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,74,6029,1.22740089567092,0.00486295313881521,1,0,0,7.43052459503641e-05,17,2.85416371293247e-17,12,8,10,2,1.81545049530997e-17,0,"NHB"
"entry253","420","ec:3.2.1.184","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.184","rn:R10187",1061,561,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,187,6029,3.1016752363576,0.00338933097553787,1,0,0,7.36756796581448e-05,17,1.69203282024009e-17,13,8,10,2,1.81545049530997e-17,0,"NHB"
"entry254","421","ec:2.5.1.101","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.101","rn:R10304",1160,561,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,187,6029,3.1016752363576,0.0017683465959328,1,0,0,7.30513551026372e-05,18,0,14,8,10,2,1.81545049530997e-17,0,"NHB"
"entry255","422","ec:2.7.7.82","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.82","rn:R10182",1281,561,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,89,6029,1.47619837452314,0,0,0,0,7.24322758221063e-05,18,0,15,8,10,1,8.81911112465366e-18,0,"NHNB"
"entry258","426","ec:2.7.7.64","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.64","rn:R00289",651,1012,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,134,6029,2.22259081107978,0.0505820807544945,14,22,0.161764705882353,8.9863407620417e-05,9,0.523443730903628,11,8,10,18,1.14638454417154e-16,0,"HB"
"entry259","427","ec:2.7.7.64","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.64","rn:R00502",675,1124,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,134,6029,2.22259081107978,0.0505820807544945,14,22,0.161764705882353,8.9863407620417e-05,9,0.523443730903628,11,8,10,18,1.14638454417154e-16,0,"HB"
"entry260","429","ec:2.4.1.280","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.280","rn:R09942",231,231,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,80,6029,1.32691988721181,0.00562081596564355,2,18,0.5,0.00010078613182826,1,2.78974535799571e-16,8,8,10,9,0.538698458833538,0.0718446093529279,"HNB"
"entry262","432","ec:5.4.99.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.99.30","rn:R09009",848,622,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,99,6029,1.64206336042461,0,0,3,1,7.24322758221063e-05,9,0.400633085505874,12,8,10,3,2.04071766916424e-16,0,"NHNB"
"entry264","435","ec:5.4.99.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.99.9","rn:R00505",848,1114,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,1279,6029,21.2141316967988,0,0,3,0.5,7.24322758221063e-05,9,0.657248207615321,12,8,10,4,1.49627140300007e-16,0,"NHNB"
"entry267","441","ec:1.1.1.187","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.187","rn:R03396 rn:R03398",933,1440,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,0,6029,0,0,1,6,1,7.36756796581448e-05,10,0.0615348526874546,13,8,10,4,3.7720159274602e-17,0,"NHNB"
"entry268","444","ec:1.1.1.341","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.341","rn:R08711",960,1592,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,23,6029,0.381489467573395,0,0,1,1,7.24322758221063e-05,14,0.0206248398157962,14,8,10,2,1.00031690011408e-17,0,"NHNB"
"entry270","449","ec:2.7.1.221","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.221","rn:R11024",361,93,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1455,6029,24.1333554486648,0.000147362216327734,1,0,0,7.36756796581448e-05,4,0,10,8,10,2,8.97052852872729e-19,0,"NHNB"
"entry272","451","ec:2.7.7.99","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.99","rn:R11025",651,94,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1374,6029,22.7898490628628,0.000147362216327734,1,0,0,7.30513551026372e-05,19,0,11,8,10,2,1.81545049530997e-17,0.012834771091223,"NHNB"
"entry275","454","ec:3.1.3.105","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.105","rn:R11785",371,119,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,876,6029,14.5297727649693,0,3,1,0.333333333333333,0.000455788514129444,4,0,9,8,10,3,2.96839956248056e-17,0,"NHNB"
