"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry18","54","ec:1.8.4.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.4.8","rn:R02021",316,364,"rectangle",46,17,"#000000","#BFBFFF",5636,"irreversible","ec","00920",0,0,0,0,3467,5592,61.9992846924177,0.00701344243132671,2,121,0.707602339181287,0.000324149108589951,4,0.95770918898543,6,1,7,19,0.97751636408633,0.12610002439006,"HNB"
"entry19","55","ec:1.8.99.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.99.2","rn:R08553",264,364,"rectangle",46,17,"#000000","#BFBFFF",5637,"reversible","ec","00920",0,0,0,0,183,5592,3.2725321888412,0.00967131446383346,5,115,0.605263157894737,0.000343878954607978,4,0.520166487292469,6,1,7,20,1,0.209255791491387,"HNB"
"entry20","57","ec:1.8.4.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.4.9","rn:R05717",212,364,"rectangle",46,17,"#000000","#BFBFFF",5638,"irreversible","ec","00920",0,0,0,0,104,5592,1.85979971387697,0.00967131446383346,5,115,0.605263157894737,0.000343878954607978,4,0.520166487292469,6,1,7,20,1,0.209255791491387,"HNB"
"entry23","61","ec:1.14.14.35","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.35","rn:R10203",374,552,"rectangle",46,17,"#000000","#BFBFFF",5639,"irreversible","ec","00920",0,0,0,0,1714,5592,30.6509298998569,0.0429573348918761,1,0,0,0.000307597662257767,9,0.485607319443341,5,1,7,3,3.74313092934866e-17,0,"NHNB"
"entry24","62","ec:1.14.13.111","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.111","rn:R09513",349,440,"rectangle",46,17,"#000000","#BFBFFF",5640,"irreversible","ec","00920",0,0,0,0,128,5592,2.28898426323319,0.0254237288135593,1,98,0.816666666666667,0.000312793243665937,4,1,6,1,7,16,0.968028473848065,7.59744084194846e-17,"NHNB"
"entry25","63","ec:1.14.14.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.5","rn:R10206",399,440,"rectangle",46,17,"#000000","#BFBFFF",5641,"irreversible","ec","00920",0,0,0,0,1973,5592,35.2825464949928,0.0254237288135593,1,98,0.816666666666667,0.000312793243665937,4,1,6,1,7,16,0.968028473848065,7.59744084194846e-17,"NHNB"
"entry26","69","ec:4.4.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.4.1.2","rn:R01283",840,363,"rectangle",46,17,"#000000","#BFBFFF",5642,"irreversible","ec","00920",0,0,0,0,309,5592,5.52575107296137,0.000146113383985973,4,84,0.923076923076923,0.000751314800901578,13,0.221460624083855,5,1,7,14,0.696302679929043,0.188958832444498,"NHNB"
"entry30","73","ec:1.8.5.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.3","rn:R09501",639,611,"rectangle",46,17,"#000000","#BFBFFF",5643,"irreversible","ec","00920",0,0,0,0,545,5592,9.74606580829757,0.00496785505552309,2,2,0.333333333333333,0.000292226767971946,11,0.02862830800747,5,1,7,4,0.000601408976734729,0.00519265288149928,"NHNB"
"entry31","74","ec:1.8.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.1.17","rn:R09498",462,611,"rectangle",46,17,"#000000","#BFBFFF",5644,"irreversible","ec","00920",0,0,0,0,0,5592,0,0.032729398012858,2,0,0,0.000302480338777979,10,0.117907234348473,5,1,7,3,3.74313092934866e-17,7.83424131453062e-05,"NHNB"
"entry32","75","ec:1.8.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.3.4","rn:R01851",721,459,"rectangle",46,17,"#000000","#BFBFFF",5645,"irreversible","ec","00920",0,0,0,0,632,5592,11.3018597997139,0.0340444184687317,7,89,0.581699346405229,0.000757575757575758,13,0.178194377166102,4,1,7,18,0.680551588169644,0.239503345986088,"HNB"
"entry33","76","ec:1.14.13.131","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.131","rn:R09786",721,550,"rectangle",46,17,"#000000","#BFBFFF",5646,"irreversible","ec","00920",0,0,0,0,0,5592,0,0,0,5,0.333333333333333,0.000282485875706215,11,0.0571683628294592,4,1,7,6,0.0398622908156765,1.89936021048712e-17,"NHNB"
"entry34","77","ec:1.8.2.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.2.4","rn:R09500",639,645,"rectangle",46,17,"#000000","#BFBFFF",5647,"irreversible","ec","00920",0,0,0,0,1,5592,0.0178826895565093,0.00496785505552309,2,2,0.333333333333333,0.000292226767971946,11,0.02862830800747,5,1,7,4,0.000601408976734729,0.00519265288149928,"NHNB"
"entry36","79","ec:4.4.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.4.1.3","rn:R02574",639,569,"rectangle",46,17,"#000000","#BFBFFF",5648,"irreversible","ec","00920",1,4,2,1,16,5592,0.286123032904149,0.00233781414377557,4,4,0.4,0.000302663438256659,11,2.07739952904842e-17,5,1,7,5,2.49542061956577e-17,0.00527099529464459,"NHB"
"entry37","80","ec:2.1.1.251","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.251","rn:R09997",662,517,"rectangle",46,17,"#000000","#BFBFFF",5649,"irreversible","ec","00920",0,0,0,0,14,5592,0.25035765379113,0,3,5,0.833333333333333,0.000770416024653313,11,2.0195829747113e-17,4,1,7,4,0.00560828646196378,0.0495186072233938,"NHNB"
"entry39","83","ec:1.8.5.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.4","rn:R10152",639,364,"rectangle",46,17,"#000000","#BFBFFF",5650,"irreversible","ec","00920",0,0,0,0,1425,5592,25.4828326180258,7.30566919929866e-05,12,72,0.923076923076923,0.0008110300081103,13,2.14156378409691e-17,5,1,7,13,0.0530346190872408,0.438858715792541,"NHNB"
"entry41","92","ec:1.8.99.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.99.5","rn:R00295",374,223,"rectangle",46,17,"#000000","#BFBFFF",5651,NA,"ec","00920",0,0,0,0,134,5592,2.39628040057225,0.00626295095903512,10,114,0.838235294117647,0.000765110941086458,4,0.18088093381636,6,1,7,17,0.668667781034314,0.533831155405538,"NHNB"
"entry42","93","ec:1.13.11.55","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.55","rn:R07365",496,364,"rectangle",46,17,"#000000","#BFBFFF",5652,"irreversible","ec","00920",0,0,0,0,18,5592,0.321888412017167,0.00560101305279564,10,72,0.923076923076923,0.000775795190069822,13,0.0821351578678805,5,1,7,14,0.242901910306089,0.411396748140801,"NHNB"
"entry43","96","ec:2.8.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.1.1","rn:R01931",439,239,"rectangle",46,17,"#000000","#BFBFFF",5653,"irreversible","ec","00920",0,0,0,0,3585,5592,64.1094420600858,0.00991578555868445,12,121,0.707602339181287,0.000777604976671851,4,0.124012277276771,6,1,7,19,0.506169318174654,0.629657177557295,"HNB"
"entry44","97","ec:2.8.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.1.5","rn:R05072",601,226,"rectangle",46,17,"#000000","#BFBFFF",5654,"irreversible","ec","00920",0,0,0,0,0,5592,0,0.0291296955528399,21,189,0.5,0.00078740157480315,13,0.154122912049989,5,1,7,31,0.67933377111189,1,"HNB"
"entry45","98","ec:1.8.5.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.5","rn:R10149",601,195,"rectangle",46,17,"#000000","#BFBFFF",5655,"irreversible","ec","00920",0,0,0,0,339,5592,6.06223175965665,0.0113237872589129,11,78,0.65,0.000777000777000777,13,0.0407742200995467,5,1,7,16,0.193883148746749,0.42721753112471,"NHNB"
"entry46","99","ec:1.8.2.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.2.3","rn:R09499",639,394,"rectangle",46,17,"#000000","#BFBFFF",5656,"irreversible","ec","00920",0,0,0,0,71,5592,1.26967095851216,0.000657510227936879,7,84,0.923076923076923,0.000761614623000762,13,0.143380956253387,5,1,7,15,0.636271172908375,0.294457430430393,"NHNB"
"entry47","100","ec:3.12.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.12.1.1","rn:R01930",424,194,"rectangle",46,17,"#000000","#BFBFFF",5657,"irreversible","ec","00920",0,0,0,0,0,5592,0,0.0065020455873758,3,7,0.7,0.000768049155145929,8,0.0439185527044855,6,1,7,5,0.070634898568449,0.0898427282659727,"NHNB"
"entry50","104","ec:1.8.5.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.2","rn:R07177",423,138,"rectangle",46,17,"#000000","#BFBFFF",5658,"irreversible","ec","00920",0,0,0,0,755,5592,13.5014306151645,0,4,5,0.833333333333333,0.00080450522928399,7,2.45944697164863e-17,6,1,7,4,2.49542061956577e-17,0.0944433483266946,"NHNB"
"entry54","108","ec:2.5.1.65","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.65","rn:R00897",825,287,"rectangle",46,17,"#000000","#BFBFFF",5659,"irreversible","ec","00920",0,0,0,0,16,5592,0.286123032904149,0.00569842197545295,1,72,0.791208791208791,0.000744601638123604,13,0.342059428958873,5,1,7,14,0.744558631594293,0.045233524014173,"NHNB"
"entry55","109","ec:2.5.1.47","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.47","rn:R00897",825,308,"rectangle",46,17,"#000000","#BFBFFF",5660,"irreversible","ec","00920",0,0,0,0,4612,5592,82.4749642346209,0.00569842197545295,1,72,0.791208791208791,0.000744601638123604,13,0.342059428958873,5,1,7,14,0.744558631594293,0.045233524014173,"NHNB"
"entry60","117","ec:2.3.1.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.30","rn:R00586",786,212,"rectangle",46,17,"#000000","#BFBFFF",5661,"irreversible","ec","00920",0,0,0,0,4384,5592,78.3977110157368,0,2,0,0,0.000758150113722517,14,2.45944697164863e-17,6,1,7,2,1.24771030978289e-17,0.0969897726568387,"NHNB"
"entry66","124","ec:2.1.1.269","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.269","rn:R10333",497,569,"rectangle",46,17,"#000000","#BFBFFF",5662,"irreversible","ec","00920",1,4,1,0.5,24,5592,0.429184549356223,0.00146113383985973,1,0,0,0.000307787011388119,12,2.34178042750667e-17,6,1,7,2,1.24771030978289e-17,0,"NHB"
"entry68","130","ec:2.5.1.48","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.48","rn:R01288",865,420,"rectangle",46,17,"#000000","#BFBFFF",5663,"irreversible","ec","00920",1,4,1,0.5,2613,5592,46.7274678111588,0.00686732904734074,4,84,0.8,0.000750187546886722,13,0.275232074095661,5,1,7,15,0.717546718775189,0.143272427264576,"NHB"
"entry72","134","ec:2.3.1.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.46","rn:R01777",826,518,"rectangle",46,17,"#000000","#BFBFFF",5664,"irreversible","ec","00920",0,0,0,0,4166,5592,74.4992846924177,0,0,0,0,0.000282485875706215,19,0.0668273548632124,6,1,7,1,0.0161076620288922,0,"NHNB"
"entry75","137","ec:1.14.11.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.11.17","rn:R05320",225,253,"rectangle",46,17,"#000000","#BFBFFF",5665,"irreversible","ec","00920",0,0,0,0,1068,5592,19.0987124463519,5.3132139631263e-05,7,112,0.933333333333333,0.000382262996941896,4,0.279381624551658,6,1,7,16,0.782848529661573,0.43078075613378,"NHNB"
"entry77","139","ec:1.14.14.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.5","rn:R07210",304,253,"rectangle",46,17,"#000000","#BFBFFF",5666,"irreversible","ec","00920",0,0,0,0,1973,5592,35.2825464949928,5.3132139631263e-05,8,112,0.933333333333333,0.000391083300743058,4,0.224799486520845,6,1,7,16,0.72868471517815,0.481769555198559,"NHNB"
"entry78","142","ec:7.3.2.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?7.3.2.3",NA,80,178,"rectangle",46,17,"#000000","#BFBFFF",5667,NA,"ec","00920",0,0,0,0,1944,5592,34.7639484978541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry79","144","ec:7.6.2.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?7.6.2.7",NA,225,178,"rectangle",46,17,"#000000","#BFBFFF",5668,NA,"ec","00920",0,0,0,0,940,5592,16.8097281831187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry83","158","ec:1.8.7.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.7.1","rn:R00859",675,775,"rectangle",46,17,"#000000","#BFBFFF",5669,"reversible","ec","00920",0,0,0,0,909,5592,16.255364806867,0,0,0,0,0.000282485875706215,16,1.22630443669146e-17,3,1,7,1,6.23855154891443e-18,0,"NHNB"
"entry84","159","ec:1.8.4.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.4.8","rn:R02021",505,765,"rectangle",46,17,"#000000","#BFBFFF",5670,"irreversible","ec","00920",1,5,1,0.5,3467,5592,61.9992846924177,0.00292226767971946,2,0,0,0.000292226767971946,16,1.79833987049322e-17,2,1,7,4,2.49542061956577e-17,1.89936021048712e-17,"NHB"
"entry85","160","ec:2.7.1.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.25","rn:R00509",394,754,"rectangle",46,17,"#000000","#BFBFFF",5671,"irreversible","ec","00920",0,0,0,0,352,5592,6.29470672389127,0.00131502045587376,1,0,0,0.000297176820208024,15,6.32131622051087e-17,2,1,7,4,2.49542061956577e-17,1.89936021048712e-17,"NHNB"
"entry86","161","ec:2.7.7.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.4","rn:R00529",288,746,"rectangle",46,17,"#000000","#BFBFFF",5672,"reversible","ec","00920",0,0,0,0,352,5592,6.29470672389127,0,2,0,0,0.000307692307692308,15,2.45944697164863e-17,3,1,7,2,1.24771030978289e-17,2.84904031573067e-17,"NHNB"
"entry87","162","ec:1.8.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.1.2","rn:R00858",675,754,"rectangle",46,17,"#000000","#BFBFFF",5673,"reversible","ec","00920",0,0,0,0,2705,5592,48.3726752503577,0,0,0,0,0.000282485875706215,16,1.80046850792471e-17,3,1,7,1,6.23855154891443e-18,0,"NHNB"
"entry92","167","ec:2.7.7.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.4","rn:R00529",288,765,"rectangle",46,17,"#000000","#BFBFFF",5674,"reversible","ec","00920",0,0,0,0,1129,5592,20.189556509299,0,2,0,0,0.000307692307692308,15,2.45944697164863e-17,3,1,7,2,1.24771030978289e-17,2.84904031573067e-17,"NHNB"
"entry93","168","ec:2.7.1.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.25","rn:R00509",394,775,"rectangle",46,17,"#000000","#BFBFFF",5675,"irreversible","ec","00920",0,0,0,0,2799,5592,50.0536480686695,0.00131502045587376,1,0,0,0.000297176820208024,15,6.39646653926938e-17,2,1,7,4,2.49542061956577e-17,1.89936021048712e-17,"NHNB"
"entry94","169","ec:2.7.7.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.4","rn:R00529",288,784,"rectangle",46,17,"#000000","#BFBFFF",5676,"reversible","ec","00920",0,0,0,0,2699,5592,48.2653791130186,0,2,0,0,0.000307692307692308,15,2.45944697164863e-17,3,1,7,2,1.24771030978289e-17,2.84904031573067e-17,"NHNB"
"entry97","173","ec:2.7.7.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.4","rn:R00529",288,836,"rectangle",46,17,"#000000","#BFBFFF",5677,"reversible","ec","00920",0,0,0,0,1129,5592,20.189556509299,0,1,0,0,0.000292141396435875,17,2.45944697164863e-17,2,1,7,1,6.23855154891443e-18,0,"NHNB"
"entry100","178","ec:1.8.99.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.99.2","rn:R08553",454,836,"rectangle",46,17,"#000000","#BFBFFF",5678,"reversible","ec","00920",1,4,1,0.5,183,5592,3.2725321888412,0.000292226767971946,1,0,0,0.000287273771904625,18,1.47419502836225e-17,1,1,7,2,1.24771030978289e-17,0,"NHB"
"entry101","179","ec:1.8.99.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.99.5","rn:R00861",675,836,"rectangle",46,17,"#000000","#BFBFFF",5679,"reversible","ec","00920",0,0,0,0,134,5592,2.39628040057225,0,0,0,0,0.000282485875706215,18,1.35597530382038e-17,2,1,7,1,6.23855154891443e-18,0,"NHNB"
"entry104","183","ec:2.8.5.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.5.2",NA,575,904,"rectangle",46,17,"#000000","#BFBFFF",5680,NA,"ec","00920",0,0,0,0,306,5592,5.47210300429185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry105","184","ec:2.8.5.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.5.2",NA,575,921,"rectangle",46,17,"#000000","#BFBFFF",5681,NA,"ec","00920",0,0,0,0,302,5592,5.40057224606581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry106","188","ec:3.1.6.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.6.20",NA,323,913,"rectangle",46,17,"#000000","#BFBFFF",5682,NA,"ec","00920",0,0,0,0,292,5592,5.22174535050071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry107","190","ec:1.8.2.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.2.6",NA,361,969,"rectangle",46,17,"#000000","#BFBFFF",5683,NA,"ec","00920",0,0,0,0,286,5592,5.11444921316166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry108","191","ec:1.8.2.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.2.6",NA,361,986,"rectangle",46,17,"#000000","#BFBFFF",5684,NA,"ec","00920",0,0,0,0,290,5592,5.1859799713877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry109","193","ec:3.1.6.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.6.20",NA,545,978,"rectangle",46,17,"#000000","#BFBFFF",5685,NA,"ec","00920",0,0,0,0,292,5592,5.22174535050071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry111","197","ec:1.12.98.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.12.98.4","rn:R10390",639,331,"rectangle",46,17,"#000000","#BFBFFF",5686,"irreversible","ec","00920",0,0,0,0,43,5592,0.7689556509299,0,13,72,0.923076923076923,0.000855431993156544,13,2.45944697164863e-17,5,1,7,13,9.98168247826309e-17,0.471725728541608,"NHNB"
"entry113","199","ec:6.2.1.44","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.2.1.44","rn:R10820",433,527,"rectangle",46,17,"#000000","#BFBFFF",5687,"irreversible","ec","00920",0,0,0,0,479,5592,8.56580829756795,0,1,0,0,0.000312989045383412,12,2.45944697164863e-17,7,1,7,1,6.23855154891443e-18,0,"NHNB"
"entry116","204","ec:4.2.1.155","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.155","rn:R10936",639,483,"rectangle",46,17,"#000000","#BFBFFF",5688,"irreversible","ec","00920",0,0,0,0,195,5592,3.48712446351931,0,4,5,0.833333333333333,0.000807102502017756,11,2.45944697164863e-17,4,1,7,4,2.49542061956577e-17,0.0498838883482501,"NHNB"
"entry118","206","ec:1.8.5.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.6","rn:R11487",183,316,"rectangle",46,17,"#000000","#BFBFFF",5689,"irreversible","ec","00920",0,0,0,0,230,5592,4.11301859799714,0.0211702058575232,17,96,0.627450980392157,0.00078740157480315,4,0.0299582233147733,6,1,7,18,0.0839585183549705,0.660915084942007,"HNB"
"entry119","207","ec:2.1.1.334","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.334","rn:R11546",754,572,"rectangle",46,17,"#000000","#BFBFFF",5690,"irreversible","ec","00920",0,0,0,0,213,5592,3.80901287553648,0,0,5,0.333333333333333,0.000282485875706215,11,0.0571683628294592,4,1,7,6,0.0398622908156765,1.89936021048712e-17,"NHNB"
"entry122","211","ec:1.8.5.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.8","rn:R11929",639,424,"rectangle",46,17,"#000000","#BFBFFF",5691,"irreversible","ec","00920",0,0,0,0,330,5592,5.90128755364807,0.101207870640951,1,76,0.835164835164835,0.000765110941086458,13,0.508165991345912,5,1,7,14,0.694485816795147,1.51948816838969e-16,"NHNB"
"entry123","213","ec:1.13.11.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.18","rn:R08678",453,424,"rectangle",46,17,"#000000","#BFBFFF",5692,"irreversible","ec","00920",0,0,0,0,326,5592,5.82975679542203,0.105883498928502,16,116,0.852941176470588,0.00078740157480315,4,0.123384562444878,6,1,7,17,9.98168247826309e-17,0.746783778594174,"NHNB"
