"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry13","59","ec:1.3.1.72","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.72","rn:R01457",306,955,"rectangle",46,17,"#000000","#BFBFFF",746,"reversible","ec","00100",0,0,0,0,289,1083,26.68513388735,0,0,3,0.5,0.000336700336700337,5,0,28,1,14,4,1,0,"HNB"
"entry14","60","ec:1.3.1.72","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.72","rn:R07507",306,905,"rectangle",46,17,"#000000","#BFBFFF",747,"reversible","ec","00100",0,0,0,0,289,1083,26.68513388735,0,0,1,1,0.000336700336700337,5,0,27,1,14,2,0.82349983825058,0,"NHNB"
"entry15","61","ec:1.3.1.72","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.72","rn:R05703",306,854,"rectangle",46,17,"#000000","#BFBFFF",748,"reversible","ec","00100",0,0,0,0,289,1083,26.68513388735,0,0,1,0.333333333333333,0.000336700336700337,5,0,25,1,14,3,0.672185971526047,3.6640809998322e-17,"HNB"
"entry16","62","ec:1.3.1.72","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.72","rn:R07498",306,805,"rectangle",46,17,"#000000","#BFBFFF",749,"reversible","ec","00100",0,0,0,0,289,1083,26.68513388735,0.0010482180293501,1,3,0.5,0.000342935528120713,5,0,24,1,14,4,0.609265228434345,0.120630083936178,"HNB"
"entry17","63","ec:1.3.1.72","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.72","rn:R07499",306,455,"rectangle",46,17,"#000000","#BFBFFF",750,"reversible","ec","00100",0,0,0,0,289,1083,26.68513388735,0,2,1,1,0.000362844702467344,1,0,18,1,14,2,1.42014139479934e-16,0,"NHNB"
"entry18","64","ec:5.4.99.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.99.8","rn:R03200",668,317,"rectangle",46,17,"#000000","#BFBFFF",751,"irreversible","ec","00100",1,4,3,1,109,1083,10.0646352723915,0.00838574423480084,2,1,0.333333333333333,0.000459770114942529,1,0,14,1,14,3,1.70416967375921e-16,0,"HB"
"entry19","65","ec:5.5.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.5.1.9","rn:R03775",668,625,"rectangle",46,17,"#000000","#BFBFFF",752,"irreversible","ec","00100",1,4,3,1,125,1083,11.5420129270545,0.017120894479385,1,0,0,0.000382701875239189,2,0,19,1,14,2,1.42014139479934e-16,0,"NHB"
"entry21","68","ec:1.14.14.154","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.154","rn:R05731",669,675,"rectangle",46,17,"#000000","#BFBFFF",753,"irreversible","ec","00100",1,4,3,1,552,1083,50.9695290858726,0.0167714884696017,1,0,0,0.000375798571965427,3,0,20,1,14,2,1.42014139479934e-16,0,"NHB"
"entry22","69","ec:2.1.1.143","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.143","rn:R05776",750,805,"rectangle",46,17,"#000000","#BFBFFF",754,"irreversible","ec","00100",1,4,3,1,97,1083,8.95660203139428,0,3,1,0.333333333333333,0.000408830744071954,3,0,23,1,14,3,1.70416967375921e-16,1.46563239993288e-16,"HB"
"entry23","70","ec:1.3.1.70","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.70","rn:R07483",668,725,"rectangle",46,17,"#000000","#BFBFFF",755,"irreversible","ec","00100",1,4,3,1,359,1083,33.1486611265005,0.0157232704402516,1,0,0,0.0003690036900369,3,0,21,1,14,2,1.42014139479934e-16,3.6640809998322e-17,"NHB"
"entry24","71","ec:2.1.1.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.41","rn:R07481",668,395,"rectangle",46,17,"#000000","#BFBFFF",756,"irreversible","ec","00100",1,4,3,1,249,1083,22.9916897506925,0.0115303983228512,1,0,0,0.000411353352529823,1,0,15,1,14,2,2.84028278959868e-17,0,"NHB"
"entry25","72","ec:1.3.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.21","rn:R07487",835,1026,"rectangle",46,17,"#000000","#BFBFFF",757,"irreversible","ec","00100",0,0,0,0,323,1083,29.8245614035088,0,0,0,0,0.000336700336700337,3,0,28,1,14,1,7.10070697399669e-17,0,"NHNB"
"entry42","89","ec:5.4.99.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.99.7","rn:R03199",372,317,"rectangle",46,17,"#000000","#BFBFFF",758,"irreversible","ec","00100",1,4,3,1,308,1083,28.4395198522622,0.00314465408805031,3,3,0.3,0.000356125356125356,1,0,15,1,14,5,2.84028278959868e-16,0,"HB"
"entry43","90","ec:1.3.1.70","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.70","rn:R05639",373,425,"rectangle",46,17,"#000000","#BFBFFF",759,"irreversible","ec","00100",1,4,3,1,421,1083,38.8734995383195,0.000698812019566737,3,1,0.166666666666667,0.000356125356125356,1,0,17,1,14,4,2.84028278959868e-16,0,"HB"
"entry44","91","ec:5.3.3.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.3.3.5","rn:R07484",668,775,"rectangle",46,17,"#000000","#BFBFFF",760,"irreversible","ec","00100",1,4,3,1,295,1083,27.2391505078486,0.0139762403913347,1,1,0.333333333333333,0.00036231884057971,3,0,22,1,14,3,0,0,"HB"
"entry45","92","ec:1.1.1.170","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.170","rn:R07494",373,525,"rectangle",46,17,"#000000","#BFBFFF",761,"irreversible","ec","00100",1,4,3,1,292,1083,26.9621421975993,0,2,0,0,0.000398883127243718,1,0,19,1,14,2,1.42014139479934e-16,0,"NHB"
"entry48","95","ec:1.14.19.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.19.41","rn:R07489",835,1126,"rectangle",46,17,"#000000","#BFBFFF",762,"irreversible","ec","00100",0,0,0,0,106,1083,9.7876269621422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry49","96","ec:2.1.1.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.41","rn:R04427",448,805,"rectangle",46,17,"#000000","#BFBFFF",763,"irreversible","ec","00100",0,0,0,0,249,1083,22.9916897506925,0,0,3,1,0.000336700336700337,5,0,24,1,14,3,0.499854572026428,3.6640809998322e-17,"HNB"
"entry50","97","ec:1.3.1.72","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.72","rn:R03689",306,354,"rectangle",46,17,"#000000","#BFBFFF",764,"reversible","ec","00100",0,0,0,0,289,1083,26.68513388735,0,2,2,0.666666666666667,0.000349406009783368,1,0,16,1,14,3,4.54445246335788e-16,0,"HNB"
"entry51","98","ec:1.14.18.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.9","rn:R07509",373,475,"rectangle",46,17,"#000000","#BFBFFF",765,"irreversible","ec","00100",1,4,3,1,271,1083,25.0230840258541,0,0,1,0.333333333333333,0.000336700336700337,1,0,18,1,14,3,4.54445246335788e-16,3.6640809998322e-17,"HB"
"entry52","99","ec:1.14.14.154","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.154","rn:R05640",346,375,"rectangle",46,17,"#000000","#BFBFFF",766,"irreversible","ec","00100",0,0,0,0,552,1083,50.9695290858726,0,0,1,0.333333333333333,0.000336700336700337,1,0,16,1,14,3,9.6569614846355e-16,3.6640809998322e-17,"HNB"
"entry53","100","ec:1.1.1.270","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.270","rn:R07495",373,575,"rectangle",46,17,"#000000","#BFBFFF",767,"irreversible","ec","00100",1,4,3,1,272,1083,25.1154201292705,0.00244584206848358,1,0,0,0.000383435582822086,1,0,20,1,14,2,1.42014139479934e-16,0,"NHB"
"entry78","131","ec:3.1.1.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.13","rn:R01462",195,952,"rectangle",46,17,"#000000","#BFBFFF",768,"irreversible","ec","00100",0,0,0,0,476,1083,43.9519852262235,0,1,1,1,0.000342935528120713,5,0,28,1,14,2,0.580049404650857,0.24133036024286,"NHNB"
"entry79","132","ec:2.3.1.73","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.73","rn:R02692",195,997,"rectangle",46,17,"#000000","#BFBFFF",769,"reversible","ec","00100",0,0,0,0,0,1083,0,0,1,1,1,0.000342935528120713,5,0,28,1,14,2,0.580049404650857,0.24133036024286,"NHNB"
"entry80","133","ec:2.3.1.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.26","rn:R01461",195,974,"rectangle",46,17,"#000000","#BFBFFF",770,"reversible","ec","00100",0,0,0,0,365,1083,33.7026777469991,0,1,1,1,0.000342935528120713,5,0,28,1,14,2,0.580049404650857,0.24133036024286,"NHNB"
"entry81","137","ec:1.14.14.24","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.24","rn:R03611",63,924,"rectangle",46,17,"#000000","#BFBFFF",771,"irreversible","ec","00100",0,0,0,0,147,1083,13.5734072022161,0,1,2,0.666666666666667,0.000342935528120713,7,0,2,1,14,3,1.70416967375921e-16,0,"HNB"
"entry82","139","ec:1.14.15.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.18","rn:R03610",63,982,"rectangle",46,17,"#000000","#BFBFFF",772,"irreversible","ec","00100",1,4,1,0.333333333333333,129,1083,11.9113573407202,0.0010482180293501,3,1,0.166666666666667,0.000356125356125356,7,0,2,1,14,4,2.84028278959868e-16,0,"HB"
"entry85","142","ec:1.14.18.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.11","rn:R12378",668,825,"rectangle",46,17,"#000000","#BFBFFF",773,"irreversible","ec","00100",1,4,3,1,108,1083,9.97229916897507,0.0125786163522013,1,1,0.333333333333333,0.000355745286374956,3,0,23,1,14,3,0,0,"HB"
"entry86","143","ec:1.14.18.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.10","rn:R12377",668,475,"rectangle",46,17,"#000000","#BFBFFF",774,"irreversible","ec","00100",1,4,3,1,91,1083,8.40258541089566,0.0139762403913347,1,0,0,0.000404040404040404,2,0,16,1,14,2,1.42014139479934e-16,0,"NHB"
"entry87","144","ec:1.14.18.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.11","rn:R12379",835,825,"rectangle",46,17,"#000000","#BFBFFF",775,"irreversible","ec","00100",1,4,3,1,108,1083,9.97229916897507,0.00139762403913347,1,0,0,0.00036231884057971,3,0,24,1,14,2,0,0,"NHB"
"entry88","146","ec:1.14.15.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.16","rn:R09515",88,1038,"rectangle",46,17,"#000000","#BFBFFF",776,"irreversible","ec","00100",0,0,0,0,149,1083,13.7580794090489,0,0,0,0,0.000336700336700337,7,0,2,1,14,2,0,0,"NHNB"
"entry90","149","ec:1.14.15.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.16","rn:R09516",144,1038,"rectangle",46,17,"#000000","#BFBFFF",777,"irreversible","ec","00100",0,0,0,0,149,1083,13.7580794090489,0,0,2,0.666666666666667,0.000336700336700337,7,0,2,1,14,3,0,3.6640809998322e-17,"HNB"
"entry95","157","ec:2.5.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.21","rn:R00702",372,137,"rectangle",46,17,"#000000","#BFBFFF",778,"irreversible","ec","00100",0,0,0,0,813,1083,75.0692520775623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry96","158","ec:2.5.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.21","rn:R02872",372,195,"rectangle",46,17,"#000000","#BFBFFF",779,"irreversible","ec","00100",0,0,0,0,813,1083,75.0692520775623,0,1,0,0,0.000477099236641221,1,0,16,1,14,1,7.10070697399669e-17,0,"NHNB"
"entry98","160","ec:1.14.14.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.17","rn:R02874",347,256,"rectangle",46,17,"#000000","#BFBFFF",780,"irreversible","ec","00100",1,4,1,0.333333333333333,402,1083,37.1191135734072,0.00593990216631726,2,1,0.333333333333333,0.00046882325363338,1,0,15,1,14,3,1.70416967375921e-16,0,"HB"
"entry102","167","ec:1.14.19.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.19.41","rn:R11097",748,1126,"rectangle",46,17,"#000000","#BFBFFF",781,"irreversible","ec","00100",0,0,0,0,106,1083,9.7876269621422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry103","168","ec:1.14.15.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.22","rn:R11458",113,924,"rectangle",46,17,"#000000","#BFBFFF",782,"irreversible","ec","00100",0,0,0,0,6,1083,0.554016620498615,0,1,0,0,0.000362713093942691,7,0,3,1,14,1,7.10070697399669e-17,0,"NHNB"
"entry104","169","ec:1.14.15.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.22","rn:R11459",113,982,"rectangle",46,17,"#000000","#BFBFFF",783,"irreversible","ec","00100",0,0,0,0,6,1083,0.554016620498615,0,3,1,0.333333333333333,0.000356125356125356,7,0,3,1,14,3,1.70416967375921e-16,0,"HNB"
"entry105","170","ec:1.14.15.36","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.36","rn:R12323",398,375,"rectangle",46,17,"#000000","#BFBFFF",784,"irreversible","ec","00100",0,0,0,0,552,1083,50.9695290858726,0,0,1,0.333333333333333,0.000336700336700337,1,0,16,1,14,3,9.6569614846355e-16,3.6640809998322e-17,"HNB"
"entry107","174","ec:1.1.1.418","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.418","rn:R12371",668,525,"rectangle",46,17,"#000000","#BFBFFF",785,"irreversible","ec","00100",1,4,3,1,102,1083,9.41828254847645,0.0157232704402516,1,0,0,0.000396825396825397,2,0,17,1,14,2,1.42014139479934e-16,0,"NHB"
"entry110","179","ec:1.1.1.418","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.418","rn:R12375",668,875,"rectangle",46,17,"#000000","#BFBFFF",786,"irreversible","ec","00100",1,4,3,1,102,1083,9.41828254847645,0.00908455625436757,1,0,0,0.000349283967865875,4,0,24,1,14,2,1.42014139479934e-16,0,"NHB"
"entry111","180","ec:1.1.1.418","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.418","rn:R12376",835,875,"rectangle",46,17,"#000000","#BFBFFF",787,"irreversible","ec","00100",1,4,3,1,102,1083,9.41828254847645,0.00209643605870021,1,0,0,0.000355745286374956,3,0,25,1,14,2,1.42014139479934e-16,0,"NHB"
"entry113","183","ec:1.1.1.270","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.270","rn:R12399",668,575,"rectangle",46,17,"#000000","#BFBFFF",788,"irreversible","ec","00100",1,4,3,1,0,1083,0,0.0167714884696017,1,0,0,0.00038971161340608,2,0,18,1,14,2,1.42014139479934e-16,0,"NHB"
"entry116","188","ec:1.1.1.270","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.270","rn:R12400",668,925,"rectangle",46,17,"#000000","#BFBFFF",789,"irreversible","ec","00100",1,4,2,0.666666666666667,0,1083,0,0.00489168413696716,1,0,0,0.000342935528120713,4,0,25,1,14,2,1.42014139479934e-16,0,"NHB"
"entry117","189","ec:1.1.1.270","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.270","rn:R12401",835,925,"rectangle",46,17,"#000000","#BFBFFF",790,"irreversible","ec","00100",1,4,2,0.666666666666667,0,1083,0,0.00209643605870021,1,0,0,0.000349283967865875,3,0,26,1,14,2,1.42014139479934e-16,0,"NHB"
"entry120","195","ec:1.14.18.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.9","rn:R12403",373,625,"rectangle",46,17,"#000000","#BFBFFF",791,"irreversible","ec","00100",1,4,3,1,271,1083,25.0230840258541,0.00419287211740042,1,0,0,0.000376506024096386,1,0,21,1,14,2,1.42014139479934e-16,0,"NHB"
"entry121","196","ec:1.1.1.170","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.170","rn:R12404",373,675,"rectangle",46,17,"#000000","#BFBFFF",792,"irreversible","ec","00100",1,4,3,1,292,1083,26.9621421975993,0.00524109014675052,1,0,0,0.000369685767097967,1,0,22,1,14,2,1.42014139479934e-16,0,"NHB"
"entry122","197","ec:1.1.1.270","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.270","rn:R12405",373,745,"rectangle",46,17,"#000000","#BFBFFF",793,"irreversible","ec","00100",1,4,3,1,272,1083,25.1154201292705,0.00559049615653389,3,3,0.5,0.000362976406533575,5,0,23,1,14,4,2.84028278959868e-16,0.31123157624252,"HB"
