"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","92","ec:4.1.3.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.39","rn:R00750",868,712,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",1,3,1,0.5,874,5301,16.4874551971326,0,2,0,0,0.000329815303430079,1,0,16,1,14,2,1.91677739707561e-17,0,"NHB"
"entry1","93","ec:4.3.1.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.25","rn:R00697",735,161,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",0,0,0,0,8,5301,0.150914921712884,0.0617857553252938,15,85,0.555555555555556,0.00139470013947001,2,0.326638986514807,10,1,14,18,0.134448375548395,0.925713661784573,"HNB"
"entry3","95","ec:1.2.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.5","rn:R02536 rn:R02537",292,455,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00360",0,0,0,0,256,5301,4.8292774948123,0,9,15,0.416666666666667,0.0015748031496063,3,0,9,1,14,9,5.85263665335024e-17,0.204581176939336,"NHNB"
"entry4","96","ec:6.2.1.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.2.1.30","rn:R02539",297,572,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",1,3,2,1,2011,5301,37.9362384455763,0.123204196933011,4,11,0.392857142857143,0.00131061598951507,4,0.0136972091941412,10,1,14,8,0.0330189033186578,0.00334824077809777,"NHB"
"entry5","97","ec:2.3.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.14","rn:R02576",297,692,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",0,0,0,0,0,5301,0,0,2,6,1,0.000329924117452986,4,0.00239874525807842,11,1,14,4,0.00070443656816071,0.000142160561916847,"NHNB"
"entry6","98","ec:4.2.1.80","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.80","rn:R02601",868,648,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",1,3,2,1,770,5301,14.5255612148651,0.00254237288135593,1,0,0,0.000318167356029271,5,0,15,1,14,2,1.91677739707561e-17,0,"NHB"
"entry7","99","ec:3.7.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.7.1.14","rn:R02603",868,569,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",1,3,2,1,326,5301,6.14978305980004,0.00451977401129944,1,0,0,0.000312989045383412,6,0,14,1,14,2,1.91677739707561e-17,0,"NHB"
"entry8","100","ec:3.7.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.7.1.14","rn:R06789",788,569,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",1,3,2,1,326,5301,6.14978305980004,0.00451977401129944,1,0,0,0.000312989045383412,6,0,14,1,14,2,1.91677739707561e-17,0,"NHB"
"entry9","101","ec:1.13.11.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.16","rn:R04376",868,506,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",1,3,2,1,298,5301,5.62158083380494,0.00593220338983051,3,3,0.5,0.000307881773399015,7,0,13,1,14,4,3.83355479415121e-17,0.00042345258542462,"NHB"
"entry10","102","ec:1.13.11.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.16","rn:R06788",788,506,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00360",1,3,2,1,298,5301,5.62158083380494,0.00593220338983051,3,3,0.5,0.000307881773399015,7,0,13,1,14,4,3.83355479415121e-17,0.00042345258542462,"NHB"
