"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry30","69","ec:2.6.1.85","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.85","rn:R01716",371,591,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,4035,5962,67.6786313317679,0,1,0,0,0.000815660685154975,1,1.76887090376683e-17,10,1,10,1,0,0,"NHNB"
"entry31","70","ec:4.1.3.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.38","rn:R05553",371,527,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,1,0.333333333333333,3423,5962,57.4136195907414,0.0110544217687075,1,0,0,0.000800640512409928,2,0,9,1,10,2,0,0.00654786817459311,"NHB"
"entry32","71","ec:6.3.2.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.17","rn:R04241",547,867,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00790",0,0,0,0,5546,5962,93.0224756793022,0.0298044217687075,2,1,0.333333333333333,0.000769822940723634,3,0.280151946065213,9,1,10,4,0.248481161003687,0.123427287996162,"NHNB"
"entry33","72","ec:6.3.2.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.17","rn:R00942",547,781,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00790",0,0,0,0,5546,5962,93.0224756793022,0.0298044217687075,2,1,0.333333333333333,0.000769822940723634,3,0.280151946065213,9,1,10,4,0.248481161003687,0.123427287996162,"NHNB"
"entry34","73","ec:1.5.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.1.3","rn:R00936 rn:R00939",547,694,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00790",0,0,0,0,4635,5962,77.7423683327742,0.0723497732426304,9,14,0.311111111111111,0.000783699059561128,4,0.521978978543215,9,1,10,12,0.427645297944523,1,"HNB"
"entry35","74","ec:1.5.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.1.3","rn:R02235 rn:R02236",501,649,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00790",0,0,0,0,4632,5962,77.6920496477692,0.0723497732426304,9,14,0.311111111111111,0.000783699059561128,4,0.521978978543215,9,1,10,12,0.427645297944523,1,"HNB"
"entry36","75","ec:6.3.2.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.12","rn:R02237",572,609,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,5281,5962,88.5776585038578,0.0396825396825397,1,0,0,0.000772200772200772,5,0.220783845771703,9,1,10,2,0.233433371704857,0.00654786817459311,"NHNB"
"entry37","76","ec:2.5.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.15","rn:R03067",548,527,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,2,0.666666666666667,5049,5962,84.6863468634686,0.10109126984127,4,7,0.25,0.000785545954438335,6,0.140358549516801,8,1,10,8,0.0365989850977409,0.064462888013524,"NHB"
"entry38","77","ec:2.5.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.15","rn:R03066",500,527,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,2,0.666666666666667,5049,5962,84.6863468634686,0.10109126984127,4,7,0.25,0.000785545954438335,6,0.140358549516801,8,1,10,8,0.0365989850977409,0.064462888013524,"NHB"
"entry39","78","ec:2.7.6.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.6.3","rn:R03503",548,419,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,5014,5962,84.0992955384099,0.00758219954648526,3,7,0.7,0.00078003120124805,6,0.05936810029351,8,1,10,5,0.0314124581207117,0.063270992296345,"NHNB"
"entry40","79","ec:4.1.2.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.25","rn:R03504",547,322,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,3,1,4688,5962,78.6313317678631,0.0667517006802721,2,8,0.380952380952381,0.00078125,6,0.0844792983259345,8,1,10,7,0.0506011526972506,0.0749125045331908,"NHB"
"entry41","81","ec:3.6.1.67","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.67","rn:R04638",412,181,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,1094,5962,18.349547131835,0.0414540816326531,8,19,0.527777777777778,0.00177304964539007,7,0,7,1,10,9,0.00657296395458567,0.274518649721447,"HNB"
"entry42","82","ec:1.5.1.34","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.1.34","rn:R01793 rn:R01794",1126,391,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00790",0,0,0,0,264,5962,4.4280442804428,0.0123299319727891,4,15,0.714285714285714,0.000443655723158829,8,0.624265669074435,9,1,10,7,0.632266621652049,0.476025083978752,"NHNB"
"entry43","83","ec:3.5.4.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.4.16","rn:R04639",376,143,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,5167,5962,86.6655484736665,0.016156462585034,8,18,0.5,0.00178571428571429,9,0,6,1,10,9,0.064081814000342,0.27382231840752,"HNB"
"entry44","84","ec:3.5.4.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.4.16","rn:R05048",231,143,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,5167,5962,86.6655484736665,0.016156462585034,8,18,0.5,0.00178571428571429,9,0,6,1,10,9,0.064081814000342,0.27382231840752,"HNB"
"entry45","85","ec:3.5.4.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.4.16","rn:R05046",156,181,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,5167,5962,86.6655484736665,0.016156462585034,8,18,0.5,0.00178571428571429,9,0,6,1,10,9,0.064081814000342,0.27382231840752,"HNB"
"entry46","86","ec:1.5.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.1.3","rn:R00937 rn:R00940",501,736,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,4632,5962,77.6920496477692,0.0723497732426304,9,14,0.311111111111111,0.000783699059561128,4,0.521978978543215,9,1,10,12,0.427645297944523,1,"HNB"
"entry47","87","ec:6.3.2.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.17","rn:R02237",522,609,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,5546,5962,93.0224756793022,0.0298044217687075,2,1,0.333333333333333,0.000769822940723634,3,0.280151946065213,9,1,10,4,0.248481161003687,0.123427287996162,"NHNB"
"entry48","88","ec:3.4.19.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.4.19.9","rn:R04242",605,817,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,340,5962,5.70278430057028,0,0,1,1,0.000408163265306122,18,0.339281001012187,10,1,10,2,0.262245419702188,0,"NHNB"
"entry49","89","ec:3.1.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.1","rn:R04620",548,189,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,3008,5962,50.4528681650453,0.0454506802721088,4,16,0.761904761904762,0.000791139240506329,6,0.0357325967887625,7,1,10,7,0.145488159550289,0.210042993450176,"NHNB"
"entry50","90","ec:4.2.3.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.12","rn:R04286",1126,167,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,3604,5962,60.449513586045,0.0925028344671202,6,29,0.439393939393939,0.000793021411578113,8,0.0770110930300694,7,1,10,12,0.374704076286905,0.649036332521991,"HNB"
"entry53","100","ec:4.1.99.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.99.22","rn:R09394",188,309,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,3,1,4261,5962,71.4693056021469,0.0148809523809524,3,3,0.5,0.00159744408945687,10,3.07704256207708e-19,5,1,10,4,0.0639192670339085,0.0274614419580814,"NHB"
"entry54","101","ec:2.8.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.1.12","rn:R09395",188,447,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,3,1,3999,5962,67.0748071117075,0.0148809523809524,1,0,0,0.000452079566003617,11,0,7,1,10,2,0,0,"NHB"
"entry55","103","ec:4.1.2.50","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.50","rn:R09959",604,80,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,3,1,3589,5962,60.1979201610198,0.0406746031746032,3,15,0.714285714285714,0.000783085356303837,6,0.0476877162642919,7,1,10,7,0.32853886465787,0.0878977724626407,"NHB"
"entry60","109","ec:4.3.99.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.99.3","rn:R10002",700,80,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,2,0.666666666666667,3444,5962,57.7658503857766,0.0246598639455782,1,0,0,0.000424989375265618,12,0.0201706923567776,8,1,10,2,0.0205182733913006,0,"NHB"
"entry61","110","ec:6.3.4.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.4.20","rn:R09978",794,80,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,1,0.333333333333333,3327,5962,55.8034216705803,0.0127551020408163,1,0,0,0.00041649312786339,13,0.0085316903811646,9,1,10,2,0,0,"NHB"
"entry62","111","ec:1.7.1.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.7.1.13","rn:R07605",888,80,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,3052,5962,51.1908755451191,0,0,0,0,0.000408163265306122,13,0.0036086882627803,10,1,10,1,0,0,"NHNB"
"entry63","112","ec:1.5.1.47","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.1.47","rn:R03388",868,694,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,36,5962,0.603824220060382,0,1,0,0,0.00041649312786339,14,1.76887090376683e-17,2,1,10,1,0,0,"NHNB"
"entry65","115","ec:6.3.2.33","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.33","rn:R09594",894,781,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,1,0.333333333333333,53,5962,0.888963435088896,0,0,0,0,0.000408163265306122,14,0,1,1,10,2,0,0,"NHB"
"entry67","118","ec:1.5.4.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.4.1","rn:R03984",1187,200,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,76,5962,1.27474002012747,0,6,14,0.933333333333333,0.000817661488143908,8,1.76887090376683e-17,8,1,10,6,5.41021009065798e-17,0.657295679582895,"NHNB"
"entry68","119","ec:1.5.99.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.99.15","rn:R10802",918,694,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,70,5962,1.17410265011741,0,1,0,0,0.00041649312786339,14,1.76887090376683e-17,2,1,10,1,0,0,"NHNB"
"entry71","124","ec:4.6.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.6.1.17","rn:R11372",188,379,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,3,1,4172,5962,69.9765179469976,0.0153061224489796,1,0,0,0.000461254612546125,11,0,6,1,10,2,0.00641041698815221,0,"NHB"
"entry72","125","ec:2.7.7.75","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.75","rn:R09726",188,516,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,3,1,3293,5962,55.2331432405233,0.0136054421768707,1,0,0,0.000443066016836509,15,0,8,1,10,2,0,0,"NHB"
"entry75","129","ec:2.10.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.10.1.1","rn:R09735",188,583,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",1,3,3,1,4391,5962,73.649781952365,0.0114795918367347,3,3,0.5,0.000434216239687364,16,0,9,1,10,4,0,0,"NHB"
"entry79","133","ec:2.7.7.77","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.77","rn:R11581",190,672,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,3330,5962,55.8537403555854,0,2,3,1,0.000425170068027211,16,0,10,1,10,3,0,0,"NHNB"
"entry80","134","ec:2.7.7.76","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.76","rn:R11582",128,672,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,1770,5962,29.6880241529688,0,1,3,1,0.00041649312786339,16,0,10,1,10,3,0,0,"NHNB"
"entry81","135","ec:2.8.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.1.9","rn:R11583",232,622,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,412,5962,6.91043274069104,0,0,3,1,0.000408163265306122,16,0,10,1,10,3,0,0,"NHNB"
"entry82","137","ec:5.1.99.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.99.7","rn:R11082",604,155,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00790",0,0,0,0,463,5962,7.76585038577658,0.00267857142857143,2,15,1,0.000786782061369001,6,0.0352846729244441,7,1,10,6,0.197550398589607,0.115921171912946,"NHNB"
"entry85","141","ec:1.1.1.325","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.325","rn:R09990",873,279,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,15,5962,0.251593425025159,0,1,14,0.933333333333333,0.000760456273764259,8,0.29305463268467,8,1,10,6,0.724803422528856,0.1789084630928,"NHNB"
"entry86","143","ec:4.2.1.96","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.96","rn:R04734",1126,474,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,2873,5962,48.1885273398189,0,3,3,0.5,0.000434216239687364,8,0.264048517022967,10,1,10,4,0.111120140369248,0.456144750446634,"NHNB"
"entry88","146","ec:3.5.4.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.4.39","rn:R10348",258,279,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,225,5962,3.77390137537739,0.00290532879818594,2,3,0.5,0.00152905198776758,10,0,6,1,10,4,0.0703296840220607,0.0275221389134061,"NHNB"
"entry90","150","ec:3.1.4.56","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.56","rn:R10344",322,250,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00790",0,0,0,0,23,5962,0.385776585038578,0.0090702947845805,1,3,0.5,0.000829187396351575,17,0,7,1,10,4,0.0770793636380135,0.0131916639082804,"NHNB"
