"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry23","64","ec:4.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.9","rn:R01544",666,101,"rectangle",46,17,"#000000","#BFBFFF",113,"irreversible","ec","00030",0,0,0,0,104,6055,1.71758876961189,0.00935125657510228,4,12,0.8,0.000504540867810293,1,0.0750724856475498,7,5,13,6,0.00180304077124336,0.00400720388743248,"NHNB"
"entry24","65","ec:2.7.1.45","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.45","rn:R01541",641,241,"rectangle",46,17,"#000000","#BFBFFF",114,"irreversible","ec","00030",0,0,0,0,0,6055,0,0.017842784528933,5,17,0.472222222222222,0.000505561172901921,1,0.109350680519327,6,5,13,9,0.00503603535617183,0.0136935554114487,"HNB"
"entry25","66","ec:4.2.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.12","rn:R02036",598,321,"rectangle",46,17,"#000000","#BFBFFF",115,"irreversible","ec","00030",0,0,0,0,1661,6055,27.4318744838976,0.0502142996298461,3,17,0.377777777777778,0.000501756146512795,1,0.198315769496851,5,5,13,10,0.0250906629012662,0.00985612497916264,"HNB"
"entry26","67","ec:2.7.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.12","rn:R01737",534,241,"rectangle",46,17,"#000000","#BFBFFF",116,"irreversible","ec","00030",0,0,0,0,2997,6055,49.4962840627581,0.17562828755114,5,17,0.377777777777778,0.000504032258064516,1,0.157666207262079,5,5,13,10,0.020157065813464,0.00215930886401726,"HNB"
"entry27","68","ec:4.2.1.140","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.140","rn:R01538",598,166,"rectangle",46,17,"#000000","#BFBFFF",117,"irreversible","ec","00030",0,0,0,0,76,6055,1.25516102394715,0.0583005052613469,6,13,0.361111111111111,0.000506842372022301,1,0.101127823135106,6,5,13,9,0.00333160638121114,0.004471669450757,"HNB"
"entry28","69","ec:3.1.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.17","rn:R01519",421,156,"rectangle",46,17,"#000000","#BFBFFF",118,"irreversible","ec","00030",1,8,1,0.25,1290,6055,21.3047068538398,0.0760763685953633,8,8,0.121212121212121,0.000504032258064516,1,0.0765042090378264,6,5,13,12,0.00122104837857816,0.00122394072993029,"HB"
"entry29","70","ec:1.1.5.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.5.2","rn:R06620",290,214,"rectangle",46,17,"#000000","#BFBFFF",119,"irreversible","ec","00030",0,0,0,0,898,6055,14.8307184145334,0,0,0,0,0.000282485875706215,1,0.0226160317203634,7,5,13,1,0.000205320984430348,2.75256205723432e-17,"NHNB"
"entry30","71","ec:1.1.5.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.5.9","rn:R00305",242,214,"rectangle",46,17,"#000000","#BFBFFF",120,"irreversible","ec","00030",0,0,0,0,259,6055,4.27745664739884,0,0,0,0,0.000282485875706215,1,0.0226160317203634,7,5,13,1,0.000205320984430348,2.75256205723432e-17,"NHNB"
"entry31","72","ec:1.1.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.4","rn:R01522",267,145,"rectangle",46,17,"#000000","#BFBFFF",121,"irreversible","ec","00030",0,0,0,0,0,6055,0,0,0,0,0,0.000282485875706215,1,0.0226160317203634,7,5,13,1,0.000205320984430348,2.75256205723432e-17,"NHNB"
"entry32","73","ec:1.1.1.47","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.47","rn:R01520 rn:R01521",267,125,"rectangle",46,17,"#000000","#BFBFFF",122,"reversible","ec","00030",0,0,0,0,782,6055,12.9149463253509,0,0,0,0,0.000282485875706215,1,0.0226160317203634,7,5,13,1,0.000205320984430348,2.75256205723432e-17,"NHNB"
"entry39","80","ec:1.1.3.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.5","rn:R01522",267,166,"rectangle",46,17,"#000000","#BFBFFF",123,"irreversible","ec","00030",0,0,0,0,2,6055,0.0330305532617671,0,0,0,0,0.000282485875706215,1,0.0226160317203634,7,5,13,1,0.000205320984430348,2.75256205723432e-17,"NHNB"
"entry40","81","ec:1.1.99.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.99.3","rn:R01741",450,185,"rectangle",46,17,"#000000","#BFBFFF",124,"irreversible","ec","00030",0,0,0,0,505,6055,8.3402146985962,0.00798753165789986,1,5,0.5,0.000496770988574267,1,0.111397923766162,6,5,13,5,0.00137906361896694,0.00023623065660476,"NHNB"
"entry41","82","ec:2.2.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.2.1.2","rn:R01827",364,526,"rectangle",46,17,"#000000","#BFBFFF",125,"reversible","ec","00030",0,0,0,0,5020,6055,82.9066886870355,0.0658282541537948,3,22,0.488888888888889,0.00114025085518814,3,1,8,5,13,13,1,0.189678270257976,"HNB"
"entry42","83","ec:5.4.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.2.2","rn:R01057",628,562,"rectangle",46,17,"#000000","#BFBFFF",126,"reversible","ec","00030",0,0,0,0,4894,6055,80.8257638315442,0,0,6,1,0.000282485875706215,3,0.108987395463664,7,5,13,4,0.217762500559794,1.10102482289373e-16,"NHNB"
"entry43","94","ec:4.1.2.55","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.55","rn:R08570",740,145,"rectangle",46,17,"#000000","#BFBFFF",127,"reversible","ec","00030",0,0,0,0,42,6055,0.69364161849711,0.0296267340685809,6,12,0.266666666666667,0.000503271263210871,1,0.122492869358679,7,5,13,10,0.00620072760091299,0.00550151684956434,"HNB"
"entry44","96","ec:1.2.7.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.7.5","rn:R08571",867,174,"rectangle",46,17,"#000000","#BFBFFF",128,"irreversible","ec","00030",0,0,0,0,434,6055,7.16763005780347,0.00428599259692188,1,0,0,0.000287273771904625,1,0.0630973996834455,8,5,13,3,0.00213327436493968,4.21837904852042e-17,"NHNB"
"entry45","98","ec:2.7.1.165","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.165","rn:R08572",955,156,"rectangle",46,17,"#000000","#BFBFFF",129,"irreversible","ec","00030",0,0,0,0,1395,6055,23.0388109000826,0,0,0,0,0.000282485875706215,1,0.0559582071624717,9,5,13,3,4.03877198814186e-18,1.0387274427816e-16,"NHNB"
"entry47","102","ec:4.1.2.55","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.55","rn:R05605",740,331,"rectangle",46,17,"#000000","#BFBFFF",130,"reversible","ec","00030",0,0,0,0,42,6055,0.69364161849711,0.0229415723571188,3,9,0.321428571428571,0.000302571860816944,1,0.199588203955393,6,5,13,8,0.00810038190241515,0.00391467261226974,"NHNB"
"entry48","106","ec:4.1.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.9","rn:R01621",263,639,"rectangle",46,17,"#000000","#BFBFFF",131,"irreversible","ec","00030",0,0,0,0,1212,6055,20.0165152766309,0.00750048704461329,4,9,0.9,0.00114942528735632,3,0.141895279673885,8,5,13,5,0.0952771379335144,0.471657581349538,"NHNB"
"entry49","108","ec:1.1.1.215","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.215","rn:R01739",493,216,"rectangle",46,17,"#000000","#BFBFFF",132,"reversible","ec","00030",0,0,0,0,1021,6055,16.8620974401321,0.00535749074615235,2,5,0.5,0.00049825610363727,1,0.0991202407581897,6,5,13,5,0.00131769428979721,0.00168898749083845,"NHNB"
"entry85","146","ec:2.7.1.146","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.146","rn:R09084",226,493,"rectangle",46,17,"#000000","#BFBFFF",133,"irreversible","ec","00030",0,0,0,0,118,6055,1.94880264244426,0.00713659514068631,1,7,0.7,0.00109170305676856,3,0.635354068013746,8,5,13,5,0.326308374258364,0.0796732811290776,"NHNB"
"entry86","150","ec:4.1.2.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.43","rn:R05338",451,383,"rectangle",46,17,"#000000","#BFBFFF",134,"reversible","ec","00030",0,0,0,0,629,6055,10.3881090008258,0.0608958837772397,3,5,0.5,0.001194743130227,3,0.100915845741387,6,5,13,5,0.0642903990443369,0.144754211749456,"NHNB"
"entry87","152","ec:5.3.1.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.3.1.27","rn:R09780",292,384,"rectangle",46,17,"#000000","#BFBFFF",135,"reversible","ec","00030",0,0,0,0,713,6055,11.77539223782,0.0238902340597256,5,9,0.428571428571429,0.00118764845605701,3,0.232179375165791,7,5,13,7,0.0984475008778193,0.351094941789058,"NHNB"
"entry89","156","ec:4.3.1.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.29","rn:R10408",666,357,"rectangle",46,17,"#000000","#BFBFFF",136,"irreversible","ec","00030",1,2,1,0.25,92,6055,1.51940545004129,0.0131502045587376,1,8,0.533333333333333,0.000287273771904625,1,0.216902931669342,6,5,13,6,0.00889710845941119,1.63249079171208e-16,"NHB"
"entry90","157","ec:2.7.1.203","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.203","rn:R10407",618,384,"rectangle",46,17,"#000000","#BFBFFF",137,"irreversible","ec","00030",0,0,0,0,133,6055,2.19653179190751,0,0,0,0,0.000282485875706215,9,0.0641204404903808,7,5,13,1,1.91531525915299e-18,2.75256205723432e-17,"NHNB"
"entry92","159","ec:1.2.99.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.99.8","rn:R10324",867,136,"rectangle",46,17,"#000000","#BFBFFF",138,"irreversible","ec","00030",0,0,0,0,28,6055,0.46242774566474,0.00428599259692188,1,0,0,0.000287273771904625,1,0.0630973996834456,8,5,13,3,0.00213327436493968,4.21837904852042e-17,"NHNB"
"entry94","162","ec:1.2.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.9","rn:R01058",867,310,"rectangle",46,17,"#000000","#BFBFFF",139,"irreversible","ec","00030",0,0,0,0,665,6055,10.9826589595376,0,0,0,0,0.000282485875706215,1,0.0804121273973944,7,5,13,2,0.00293000092193564,5.50512411446865e-17,"NHNB"
"entry95","163","ec:4.1.2.51","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.51","rn:R08570",740,166,"rectangle",46,17,"#000000","#BFBFFF",140,"reversible","ec","00030",0,0,0,0,4,6055,0.0660611065235343,0.0322997234598637,7,12,0.266666666666667,0.000503271263210871,1,0.0909493788134094,7,5,13,10,0.00230250430758584,0.00721516376937068,"HNB"
"entry96","164","ec:4.2.1.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.39","rn:R01538",598,145,"rectangle",46,17,"#000000","#BFBFFF",141,"irreversible","ec","00030",0,0,0,0,0,6055,0,0.0914413610936112,5,13,0.361111111111111,0.000502765208647562,1,0.131458009645354,6,5,13,9,0.000890516832903457,0.00524660538339974,"HNB"
"entry97","165","ec:1.1.1.360","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.360","rn:R07147",242,193,"rectangle",46,17,"#000000","#BFBFFF",142,"irreversible","ec","00030",0,0,0,0,6,6055,0.0990916597853014,0,1,0,0,0.000512295081967213,7,4.69090662270686e-17,7,5,13,1,2.12933214679028e-18,0.000323911968375858,"NHNB"
"entry98","166","ec:1.1.1.359","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.359","rn:R07147",290,193,"rectangle",46,17,"#000000","#BFBFFF",143,"irreversible","ec","00030",0,0,0,0,34,6055,0.561519405450041,0,1,0,0,0.000512295081967213,6,4.69090662270686e-17,7,5,13,1,2.12933214679028e-18,0.000323911968375858,"NHNB"
"entry99","167","ec:2.7.1.178","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.178","rn:R01541",691,241,"rectangle",46,17,"#000000","#BFBFFF",144,"irreversible","ec","00030",0,0,0,0,36,6055,0.594549958711808,0.0167873525266862,4,17,0.472222222222222,0.00050125313283208,1,0.154046778496855,6,5,13,9,0.00443577867252558,0.0120208969434756,"HNB"
"entry100","168","ec:1.2.1.89","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.89","rn:R10615",867,155,"rectangle",46,17,"#000000","#BFBFFF",145,"irreversible","ec","00030",0,0,0,0,5,6055,0.0825763831544178,0.00428599259692188,1,0,0,0.000287273771904625,1,0.0630973996834456,8,5,13,3,0.00213327436493968,4.21837904852042e-17,"NHNB"
"entry103","174","ec:1.2.1.90","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.90","rn:R01058 rn:R10860",867,331,"rectangle",46,17,"#000000","#BFBFFF",146,"irreversible","ec","00030",0,0,0,0,83,6055,1.37076796036334,0,0,0,0,0.000282485875706215,1,0.0804121273973943,7,5,13,2,0.00293000092193564,5.50512411446865e-17,"NHNB"
"entry104","175","ec:1.1.1.343","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.343","rn:R10221",554,363,"rectangle",46,17,"#000000","#BFBFFF",147,"irreversible","ec","00030",0,0,0,0,4025,6055,66.4739884393064,0.133255406195207,3,9,0.428571428571429,0.00117233294255569,3,0.139952926268926,5,5,13,7,0.0792268322395562,0.0125620508057904,"NHNB"
"entry105","176","ec:1.1.1.363","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.363","rn:R02736 rn:R10907",255,331,"rectangle",46,17,"#000000","#BFBFFF",148,"irreversible","ec","00030",0,0,0,0,4296,6055,70.9496284062758,0.0140268848626534,1,0,0,0.00116550116550117,2,5.24806761218584e-17,6,5,13,2,0.00028382840656774,0.00308954289480611,"NHNB"
"entry106","177","ec:1.1.1.388","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.388","rn:R10907",303,331,"rectangle",46,17,"#000000","#BFBFFF",149,"irreversible","ec","00030",0,0,0,0,66,6055,1.09000825763832,0,2,0,0,0.00134952766531714,1,4.69090662270686e-17,6,5,13,2,4.25866429358057e-18,0.00323343300373606,"NHNB"
"entry107","179","ec:2.7.1.90","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.90","rn:R02073",113,493,"rectangle",46,17,"#000000","#BFBFFF",150,"reversible","ec","00030",0,0,0,0,1915,6055,31.626754748142,0.0131954301299713,3,7,0.7,0.00114810562571757,8,0.407371197481506,8,5,13,5,0.0996567589282687,0.182469751435375,"NHNB"
