"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry2","35","ec:1.14.13.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.25","rn:R01142",139,140,"rectangle",46,17,"#000000","#BFBFFF",4412,"irreversible","ec","00680",0,0,0,0,7,5673,0.123391503613608,0,4,0,0,0.000242954324586978,1,2.50668382291962e-17,8,2,11,4,0,0.441533576116064,"NHNB"
"entry3","36","ec:1.14.18.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.3","rn:R09518",189,140,"rectangle",46,17,"#000000","#BFBFFF",4413,"irreversible","ec","00680",0,0,0,0,52,5673,0.916622598272519,0,4,0,0,0.000242954324586978,1,2.50668382291962e-17,8,2,11,4,0,0.441533576116064,"NHNB"
"entry6","40","ec:1.1.3.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.13","rn:R00608",139,274,"rectangle",46,17,"#000000","#BFBFFF",4414,"irreversible","ec","00680",0,0,0,0,67,5673,1.18103296315882,0.00246913580246914,2,15,0.535714285714286,0.0002389486260454,1,0.37629364898965,7,2,11,8,0.748228753942795,0.348860719656064,"HNB"
"entry7","41","ec:1.1.2.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.2.7","rn:R01146",164,255,"rectangle",46,17,"#000000","#BFBFFF",4415,"irreversible","ec","00680",0,0,0,0,96,5673,1.69222633527234,0.00246913580246914,2,15,0.535714285714286,0.0002389486260454,1,0.37629364898965,7,2,11,8,0.748228753942795,0.348860719656064,"HNB"
"entry8","42","ec:1.1.1.244","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.244","rn:R00605",189,274,"rectangle",46,17,"#000000","#BFBFFF",4416,"irreversible","ec","00680",0,0,0,0,1,5673,0.0176273576590869,0.00246913580246914,2,15,0.535714285714286,0.0002389486260454,1,0.376293648989651,7,2,11,8,0.748228753942795,0.348860719656064,"HNB"
"entry9","44","ec:1.2.1.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.46","rn:R00604",164,549,"rectangle",46,17,"#000000","#BFBFFF",4417,"irreversible","ec","00680",0,0,0,0,630,5673,11.1052353252247,0.0901836796145739,4,37,0.474358974358974,0.000239808153477218,1,1,7,2,11,14,0.894899106363367,0.104994881630221,"HNB"
"entry11","46","ec:1.17.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.1.9","rn:R00519",269,631,"rectangle",46,17,"#000000","#BFBFFF",4418,"irreversible","ec","00680",0,0,0,0,2603,5673,45.8840119866032,0.00327461607949413,2,7,0.466666666666667,0.000238549618320611,1,0.415784158392125,8,2,11,6,0.0943996428963583,0.0722636897611686,"HNB"
"entry13","49","ec:1.2.7.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.7.4","rn:R07157",472,642,"rectangle",46,17,"#000000","#BFBFFF",4419,"reversible","ec","00680",0,0,0,0,382,5673,6.7336506257712,0,0,3,0.5,0.000146929180135175,1,0.297132257989464,9,2,11,4,0.0758816555465199,0,"NHNB"
"entry16","59","ec:1.5.98.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.98.1","rn:R04456",479,496,"rectangle",46,17,"#000000","#BFBFFF",4420,"irreversible","ec","00680",0,0,0,0,96,5673,1.69222633527234,0.0135375890795945,6,8,0.533333333333333,0.000238663484486873,1,0.0198138114981218,6,2,11,10,0.133276578682535,0.389607746340394,"HNB"
"entry17","60","ec:3.5.4.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.4.27","rn:R03464",360,496,"rectangle",46,17,"#000000","#BFBFFF",4421,"reversible","ec","00680",0,0,0,0,292,5673,5.14718843645338,0.0218307738632942,2,1,0.333333333333333,0.000237416904083571,1,0.0356151705534271,7,2,11,3,0.0353242671441773,0.0253183636680202,"NHNB"
"entry19","62","ec:2.3.1.101","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.101","rn:R03390",254,495,"rectangle",46,17,"#000000","#BFBFFF",4422,"irreversible","ec","00680",0,0,0,0,227,5673,4.00141018861273,0.0308892903743852,3,1,0.1,0.000239291696578129,1,0.114792080705788,7,2,11,6,0.0401818536559985,0.210702590861034,"HNB"
"entry20","63","ec:1.2.7.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.7.12","rn:R08060",192,608,"rectangle",46,17,"#000000","#BFBFFF",4423,"irreversible","ec","00680",0,0,0,0,446,5673,7.86180151595276,0.0386178861788618,5,12,0.571428571428571,0.000240673886883273,1,0.310258079951603,8,2,11,7,0.0648676655131632,0.112628171693444,"HNB"
"entry22","66","ec:1.5.98.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.98.2","rn:R04464",612,496,"rectangle",46,17,"#000000","#BFBFFF",4424,"irreversible","ec","00680",0,0,0,0,202,5673,3.56072624713555,0.00548278630934458,3,8,0.533333333333333,0.000238435860753457,1,0.0256850623745209,6,2,11,9,0.29384858298472,0.23537933376613,"HNB"
"entry23","67","ec:1.2.7.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.7.12","rn:R03015",246,577,"rectangle",46,17,"#000000","#BFBFFF",4425,"irreversible","ec","00680",0,0,0,0,446,5673,7.86180151595276,0.00190705610759811,5,3,0.3,0.000239635753654445,1,0.0298654664101299,8,2,11,6,0.0410017793338386,0.0635245032507076,"HNB"
