"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry10","39","ec:1.1.1.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.22","rn:R00286",135,164,"rectangle",46,17,"#000000","#BFBFFF",370,"irreversible","ec","00053",0,0,0,0,3710,4283,86.6215269670791,0.00313725490196078,2,2,0.666666666666667,0.000443066016836509,4,0,10,2,6,3,0,3.90180543418422e-17,"NHNB"
"entry22","51","ec:1.1.1.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.20","rn:R03183",543,207,"rectangle",46,17,"#000000","#BFBFFF",371,"reversible","ec","00053",0,0,0,0,0,4283,0,0.0141176470588235,4,3,0.3,0.000417014178482068,4,0,7,2,6,5,0,2.23645874076566e-16,"NHNB"
"entry23","52","ec:1.1.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.19","rn:R01481",430,207,"rectangle",46,17,"#000000","#BFBFFF",372,"reversible","ec","00053",0,0,0,0,0,4283,0,0.00392156862745098,4,6,0.4,0.000408496732026144,4,0,8,2,6,6,0,2.30174404614555e-16,"NHNB"
"entry24","53","ec:3.1.1.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.25","rn:R02933",489,258,"rectangle",46,17,"#000000","#BFBFFF",373,"reversible","ec","00053",0,0,0,0,0,4283,0,0,0,1,0.333333333333333,0.000377073906485671,4,0,8,2,6,3,0,0,"NHNB"
"entry26","55","ec:3.1.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.17","rn:R02933",489,237,"rectangle",46,17,"#000000","#BFBFFF",374,"reversible","ec","00053",0,0,0,0,1286,4283,30.0256829325239,0,0,1,0.333333333333333,0.000377073906485671,4,0,8,2,6,3,0,0,"NHNB"
"entry28","57","ec:3.1.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.19","rn:R01483",489,163,"rectangle",46,17,"#000000","#BFBFFF",375,"reversible","ec","00053",0,0,0,0,0,4283,0,0.00627450980392157,1,7,0.466666666666667,0.000384467512495194,4,0,8,2,6,6,0,0,"NHNB"
"entry29","58","ec:1.3.2.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.2.3","rn:R00640",598,432,"rectangle",46,17,"#000000","#BFBFFF",376,"irreversible","ec","00053",0,0,0,0,117,4283,2.73173009572729,0.00470588235294118,2,24,0.533333333333333,0.000443655723158829,2,0,9,2,6,10,1,0.338007960693237,"HNB"
"entry30","59","ec:1.3.3.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.3.12","rn:R00643",598,453,"rectangle",46,17,"#000000","#BFBFFF",377,"irreversible","ec","00053",0,0,0,0,0,4283,0,0.00470588235294118,2,24,0.533333333333333,0.000443655723158829,2,0,9,2,6,10,1,0.338007960693237,"HNB"
"entry37","70","ec:2.4.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.17","rn:R08615",310,128,"rectangle",46,17,"#000000","#BFBFFF",378,"irreversible","ec","00053",0,0,0,0,243,4283,5.6735932757413,0,0,10,0.476190476190476,0.000377073906485671,4,0,9,2,6,7,0,0,"HNB"
"entry40","74","ec:2.7.7.64","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.64","rn:R01381",242,174,"rectangle",46,17,"#000000","#BFBFFF",379,"irreversible","ec","00053",0,0,0,0,124,4283,2.89516693906141,0.00431372549019608,2,2,0.666666666666667,0.000443852640923213,4,0,10,2,6,3,0,8.97308196521325e-17,"NHNB"
"entry41","75","ec:1.1.1.316","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.316","rn:R07675",435,453,"rectangle",46,17,"#000000","#BFBFFF",380,"irreversible","ec","00053",0,0,0,0,110,4283,2.56829325239318,0.00392156862745098,2,0,0,0.000462962962962963,2,0,10,2,6,3,0,0.338653685828269,"NHNB"
"entry42","77","ec:1.2.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.3","rn:R02957",696,164,"rectangle",46,17,"#000000","#BFBFFF",381,"reversible","ec","00053",1,3,5,1,2943,4283,68.7135185617558,0.00156862745098039,1,1,0.166666666666667,0.000392003136025088,4,0,8,2,6,4,0,4.55465848798319e-17,"NHB"
"entry45","93","ec:4.1.2.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.20","rn:R03277",1105,69,"rectangle",46,17,"#000000","#BFBFFF",382,"reversible","ec","00053",0,0,0,0,579,4283,13.5185617557787,0,0,0,0,0.000377073906485671,4,1,10,2,6,2,0,0,"NHNB"
"entry46","94","ec:4.2.1.40","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.40","rn:R02752",945,164,"rectangle",46,17,"#000000","#BFBFFF",383,"reversible","ec","00053",0,0,0,0,899,4283,20.9899603081952,0,5,6,0.6,0.000525486074619023,4,0,9,2,6,5,0,1.22220343455985e-16,"NHNB"
"entry47","95","ec:4.1.2.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.20","rn:R02754",1105,164,"rectangle",46,17,"#000000","#BFBFFF",384,"reversible","ec","00053",0,0,0,0,579,4283,13.5185617557787,0.00235294117647059,3,6,0.6,0.000475059382422803,4,0.0769230769230766,10,2,6,5,0,2.07948128354044e-17,"NHNB"
"entry48","96","ec:4.2.1.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.42","rn:R05608",945,190,"rectangle",46,17,"#000000","#BFBFFF",385,"reversible","ec","00053",0,0,0,0,880,4283,20.5463460191455,0.00117647058823529,2,6,1,0.000474608448030375,4,0.0769230769230766,10,2,6,4,0,0,"NHNB"
"entry49","97","ec:4.2.1.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.41","rn:R02279",1055,242,"rectangle",46,17,"#000000","#BFBFFF",386,"reversible","ec","00053",0,0,0,0,636,4283,14.8494046229279,0.00666666666666667,2,7,0.466666666666667,0.000425170068027211,4,0.23076923076923,10,2,6,6,0,2.7323343373394e-17,"NHNB"
"entry50","98","ec:1.2.1.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.26","rn:R00264",1003,352,"rectangle",46,17,"#000000","#BFBFFF",387,"reversible","ec","00053",0,0,0,0,937,4283,21.8771888862947,0,1,1,1,0.000416146483562214,5,0.23076923076923,11,2,6,2,0,4.81296750950611e-17,"NHNB"
"entry51","99","ec:4.2.1.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.43","rn:R02278",1055,314,"rectangle",46,17,"#000000","#BFBFFF",388,"reversible","ec","00053",0,0,0,0,227,4283,5.30002334812048,0.00666666666666667,2,2,0.333333333333333,0.000408163265306122,6,0.46153846153846,11,2,6,4,0,4.55465848798319e-17,"NHNB"
"entry54","102","ec:4.2.1.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.25","rn:R02522",1055,393,"rectangle",46,17,"#000000","#BFBFFF",389,"reversible","ec","00053",1,3,3,0.6,354,4283,8.26523464861079,0.00274509803921569,2,1,0.333333333333333,4e-04,6,0.461538461538461,12,2,6,3,0,0,"NHB"
"entry55","103","ec:4.2.1.40","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.40","rn:R08056",945,69,"rectangle",46,17,"#000000","#BFBFFF",390,"reversible","ec","00053",0,0,0,0,899,4283,20.9899603081952,0,2,0,0,0.000407996736026112,4,0,9,2,6,2,0,4.81296750950611e-17,"NHNB"
"entry56","104","ec:1.1.1.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.46","rn:R01757",1030,545,"rectangle",46,17,"#000000","#BFBFFF",391,"reversible","ec","00053",0,0,0,0,0,4283,0,0,1,0,0,0.000384467512495194,6,0,14,2,6,1,0,1.1386646219958e-17,"NHNB"
"entry57","105","ec:3.1.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.15","rn:R02526",1056,468,"rectangle",46,17,"#000000","#BFBFFF",392,"reversible","ec","00053",1,4,1,0.2,360,4283,8.4053233714686,0,0,0,0,0.000377073906485671,6,0.461538461538461,13,2,6,3,0,0,"NHB"
"entry70","123","ec:4.1.2.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.18","rn:R01784",1175,262,"rectangle",46,17,"#000000","#BFBFFF",393,"reversible","ec","00053",0,0,0,0,0,4283,0,0.00313725490196078,1,1,0.166666666666667,0.000384467512495194,6,0.999999999999999,11,2,6,4,0,0,"NHNB"
"entry71","124","ec:1.1.1.203","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.203","rn:R10841",948,549,"rectangle",46,17,"#000000","#BFBFFF",394,"irreversible","ec","00053",1,3,2,0.4,523,4283,12.2110670091058,0,0,0,0,0.000377073906485671,7,0.0769230769230765,12,2,6,2,0,0,"NHB"
"entry74","129","ec:5.5.1.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.5.1.27","rn:R10847",999,226,"rectangle",46,17,"#000000","#BFBFFF",395,"irreversible","ec","00053",1,3,4,0.8,138,4283,3.22204062572963,0.00313725490196078,3,6,0.6,0.000475511174512601,4,0.0769230769230766,10,2,6,5,0,2.07948128354044e-17,"NHB"
"entry75","130","ec:5.4.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.1.4","rn:R10846",948,289,"rectangle",46,17,"#000000","#BFBFFF",396,"irreversible","ec","00053",1,3,3,0.6,84,4283,1.96124212000934,0.00156862745098039,1,0,0,0.000384467512495194,7,0.0769230769230766,11,2,6,2,0,2.27732924399159e-17,"NHB"
"entry76","132","ec:1.1.3.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.8","rn:R03184",599,248,"rectangle",46,17,"#000000","#BFBFFF",397,"irreversible","ec","00053",1,3,5,1,251,4283,5.86037823955172,0.0258823529411765,3,26,0.472727272727273,0.000425531914893617,2,0,8,2,6,11,0.998093258210218,5.99659960633424e-17,"HB"
"entry77","134","ec:1.1.1.129","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.129","rn:R03733",526,373,"rectangle",46,17,"#000000","#BFBFFF",398,"reversible","ec","00053",0,0,0,0,0,4283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry80","143","ec:2.7.1.53","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.53","rn:R07127",804,358,"rectangle",46,17,"#000000","#BFBFFF",399,"irreversible","ec","00053",1,3,1,0.2,491,4283,11.4639271538641,0.000392156862745098,1,0,0,0.000384467512495194,3,2.9864790936974e-19,3,2,6,2,0,2.27732924399159e-17,"NHB"
"entry81","144","ec:1.1.1.130","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.130","rn:R02637 rn:R02639",804,541,"rectangle",46,17,"#000000","#BFBFFF",400,"reversible","ec","00053",0,0,0,0,330,4283,7.70487975717955,0,0,0,0,0.000377073906485671,3,0,4,2,6,1,0,0,"NHNB"
"entry82","148","ec:2.7.1.194","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.194","rn:R07671",728,405,"rectangle",46,17,"#000000","#BFBFFF",401,"irreversible","ec","00053",0,0,0,0,1678,4283,39.1781461592342,0,9,31,0.861111111111111,0.000527148128624143,2,0,9,2,6,9,0,1,"HNB"
"entry85","152","ec:1.3.2.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.2.3","rn:R07679",620,542,"rectangle",46,17,"#000000","#BFBFFF",402,"irreversible","ec","00053",0,0,0,0,117,4283,2.73173009572729,0,6,19,0.904761904761905,0.00048780487804878,2,0,9,2,6,7,0.169114223909518,0.914093267120582,"HNB"
"entry86","153","ec:1.8.5.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.5.1","rn:R01108",652,515,"rectangle",46,17,"#000000","#BFBFFF",403,"reversible","ec","00053",0,0,0,0,103,4283,2.40485640905907,0,6,19,0.904761904761905,0.00048780487804878,2,0,9,2,6,7,0.169114223909518,0.914093267120582,"HNB"
"entry87","154","ec:1.11.1.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.11.1.11","rn:R09540",722,470,"rectangle",46,17,"#000000","#BFBFFF",404,"irreversible","ec","00053",0,0,0,0,118,4283,2.7550782162036,0,5,31,0.861111111111111,0.000475963826749167,2,0,9,2,6,9,0.632872744259557,0.806930923368707,"HNB"
"entry88","155","ec:1.10.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.10.3.3","rn:R00068",570,542,"rectangle",46,17,"#000000","#BFBFFF",405,"irreversible","ec","00053",0,0,0,0,128,4283,2.98855942096661,0,6,19,0.904761904761905,0.00048780487804878,2,0,9,2,6,7,0.169114223909518,0.914093267120582,"HNB"
"entry89","156","ec:1.6.5.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.6.5.4","rn:R00095",706,499,"rectangle",46,17,"#000000","#BFBFFF",406,"irreversible","ec","00053",0,0,0,0,105,4283,2.45155265001167,0,4,31,0.861111111111111,0.000464684014869888,2,0,9,2,6,9,0.769336241113646,0.676661646521506,"HNB"
"entry101","175","ec:5.1.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.4","rn:R05850",873,464,"rectangle",46,17,"#000000","#BFBFFF",407,"irreversible","ec","00053",0,0,0,0,1400,4283,32.6873686668223,0,0,0,0,0.000377073906485671,3,0,4,2,6,1,0,0,"NHNB"
"entry102","176","ec:4.1.1.85","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.85","rn:R07125",828,272,"rectangle",46,17,"#000000","#BFBFFF",408,"irreversible","ec","00053",1,3,2,0.4,639,4283,14.9194489843568,0,2,0,0,0.000408163265306122,3,0,2,2,6,2,0,2.27732924399159e-17,"NHB"
"entry103","177","ec:5.1.3.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.22","rn:R03244",873,328,"rectangle",46,17,"#000000","#BFBFFF",409,"irreversible","ec","00053",1,3,1,0.2,801,4283,18.7018445015176,0.000392156862745098,1,0,0,0.000384467512495194,3,0,3,2,6,2,0,2.27732924399159e-17,"NHB"
"entry105","179","ec:1.1.3.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.8","rn:R00647",652,308,"rectangle",46,17,"#000000","#BFBFFF",410,"irreversible","ec","00053",0,0,0,0,251,4283,5.86037823955172,0,0,24,0.857142857142857,0.000377073906485671,2,0,10,2,6,8,0.998093258210219,0,"HNB"
"entry106","181","ec:1.1.1.376","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.376","rn:R01757 rn:R10787",1080,545,"rectangle",46,17,"#000000","#BFBFFF",411,"reversible","ec","00053",0,0,0,0,86,4283,2.00793836096194,0,1,0,0,0.000384467512495194,6,0,14,2,6,1,0,1.1386646219958e-17,"NHNB"
"entry110","190","ec:1.1.1.414","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.414","rn:R12146",346,619,"rectangle",46,17,"#000000","#BFBFFF",412,"irreversible","ec","00053",0,0,0,0,181,4283,4.2260098062106,0,1,0,0,0.000392003136025088,7,0,14,2,6,1,0,1.1386646219958e-17,"NHNB"
