"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry2","57","ec:1.2.4.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.4.1","rn:R03270",406,457,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,4982,6091,81.7928090625513,0.165748165301704,3,328,0.807881773399015,0.00159744408945687,1,0.790334947744201,3,2,7,29,0.977065600396343,0.135276517136477,"NHNB"
"entry6","61","ec:4.1.1.31","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.31","rn:R00345",221,128,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,3173,6091,52.0932523395173,1.61530012276281e-05,8,19,0.527777777777778,0.00180505415162455,1,1.69239246461202e-17,3,2,7,9,0.0593269921442004,0.15220948094544,"NHNB"
"entry7","62","ec:4.1.1.32","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.32","rn:R00431 rn:R00726",221,155,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,1580,6091,25.9399113446068,1.61530012276281e-05,8,19,0.527777777777778,0.00180505415162455,1,2.61559795381428e-17,3,2,7,9,0.0593269921442004,0.15220948094544,"NHNB"
"entry8","63","ec:4.1.1.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.38","rn:R00346",221,174,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,39,6091,0.64028895091118,1.61530012276281e-05,8,19,0.527777777777778,0.00180505415162455,1,2.21536797472117e-17,3,2,7,9,0.0593269921442004,0.15220948094544,"NHNB"
"entry9","64","ec:4.1.1.49","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.49","rn:R00341",221,193,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,2733,6091,44.8694795600066,1.61530012276281e-05,8,19,0.527777777777778,0.00180505415162455,1,1.48286923973192e-17,3,2,7,9,0.0593269921442004,0.15220948094544,"NHNB"
"entry10","65","ec:2.7.9.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.9.1","rn:R00206",290,198,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,1925,6091,31.6040059103595,0.0107118714822344,22,288,0.70935960591133,0.00173310225303293,1,0.039037864937515,3,2,7,29,0.195961573650269,0.914852956801537,"NHNB"
"entry11","66","ec:2.7.9.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.9.2","rn:R00199",340,198,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,2352,6091,38.6143490395666,0.0107118714822344,22,288,0.70935960591133,0.00173310225303293,1,0.0390378649375149,3,2,7,29,0.195961573650269,0.914852956801537,"NHNB"
"entry12","67","ec:2.7.1.40","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.40","rn:R00200 rn:R02320",386,252,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,5578,6091,91.5777376457068,0.0106057511590177,22,267,0.706349206349206,0.00173310225303293,1,0.0206818743657775,3,2,7,28,0.14568836341914,0.914852956801537,"NHNB"
"entry13","68","ec:1.2.1.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.22","rn:R00203",471,50,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,562,6091,9.22672795928419,0.0334187508354379,27,317,0.5650623885918,0.00174520069808028,1,0.0899036048361749,3,2,7,35,0.368937255954624,0.863594681330274,"HNB"
"entry14","69","ec:1.2.1.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.23","rn:R00203",471,69,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,0,6091,0,0.051833538767049,26,306,0.616935483870968,0.00174825174825175,1,0.158759183187942,3,2,7,38,0.474576716005303,0.845188877432586,"HNB"
"entry15","70","ec:1.1.1.283","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.283","rn:R02260",709,71,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,581,6091,9.53866360203579,0.000464601373102347,5,17,0.809523809523809,0.0016,1,0.0497526327024491,4,2,7,8,0.112060486174448,0.0961853585731888,"NHNB"
"entry16","71","ec:1.1.1.78","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.78","rn:R02527",709,117,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,0,6091,0,0.000520805533784119,3,12,0.8,0.00159489633173844,1,0.0560027443546805,4,2,7,7,0.117766874186907,0.0884619448652027,"NHNB"
"entry17","72","ec:4.4.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.4.1.5","rn:R02530",671,187,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,3674,6091,60.3185027089148,0.000940358486722775,3,19,0.678571428571429,0.00149476831091181,1,0.0630380183901566,4,2,7,8,0.123015055294986,0.0669983414301878,"NHNB"
"entry18","73","ec:4.1.1.78","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.78","rn:R00218",471,138,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,0,6091,0,0.00508965573928361,19,323,0.92022792022792,0.00170068027210884,1,0.13139817122242,3,2,7,29,0.514135233058354,0.834820282628596,"NHNB"
"entry19","74","ec:1.1.1.28","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.28","rn:R00704",580,235,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,1852,6091,30.4055163355771,0.000464601373102347,5,17,0.809523809523809,0.0016,1,0.0497526327024491,4,2,7,8,0.112060486174448,0.0961853585731888,"NHNB"
"entry20","75","ec:1.1.2.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.2.4","rn:R00197",522,269,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,1323,6091,21.7205713347562,0.0138378962703523,18,245,0.753846153846154,0.00171232876712329,1,0.110874990270133,3,2,7,27,0.424304671681163,0.751474569023471,"NHNB"
"entry21","76","ec:3.1.2.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.6","rn:R01736",753,187,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,4748,6091,77.9510753570842,0.0131888702784225,5,23,0.638888888888889,0.00162337662337662,1,0.0675087819431606,4,2,7,9,0.103823759189332,0.105326725923366,"NHNB"
"entry22","77","ec:1.2.1.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.23","rn:R01735",803,161,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,0,6091,0,0.051833538767049,26,306,0.616935483870968,0.00174825174825175,1,0.158759183187942,3,2,7,38,0.474576716005303,0.845188877432586,"HNB"
"entry23","78","ec:1.2.1.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.22","rn:R01446",862,161,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,588,6091,9.65358725989164,0.0334187508354379,27,317,0.5650623885918,0.00174520069808028,1,0.0899036048361749,3,2,7,35,0.368937255954624,0.863594681330274,"HNB"
"entry24","79","ec:5.1.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.2.1","rn:R01450",803,316,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,103,6091,1.69101953702184,0.00657269887256319,9,63,0.6,0.00162074554294976,1,0.0993083646857438,3,2,7,15,0.207474655721922,0.263621752328946,"NHNB"
"entry25","80","ec:4.1.1.112","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.112","rn:R00217",132,394,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,149,6091,2.44623214578887,0.0122094098288252,18,307,0.618951612903226,0.00169779286926995,1,0.140263868797287,3,2,7,32,0.53953082087209,0.777263130035743,"HNB"
"entry26","81","ec:6.4.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.4.1.1","rn:R00344",160,417,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00620",0,0,0,0,2405,6091,39.4844853061895,0.0122094098288252,18,339,0.642045454545455,0.00169779286926995,1,0.140263868797287,3,2,7,33,0.598857813016291,0.777263130035743,"HNB"
"entry27","82","ec:1.1.1.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.38","rn:R00214",191,440,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,2743,6091,45.0336562140864,0.0095105851118305,17,304,0.653763440860215,0.00168918918918919,1,0.175504811563068,2,2,7,31,0.667267878694568,0.69301724907683,"HNB"
"entry28","83","ec:1.1.1.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.39","rn:R00214",241,440,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00620",0,0,0,0,102,6091,1.67460187161386,0.0095105851118305,17,304,0.653763440860215,0.00168918918918919,1,0.175504811563068,2,2,7,31,0.667267878694568,0.69301724907683,"HNB"
