"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry1","16","ec:1.2.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.18","rn:R00705 rn:R00706",159,325,"rectangle",46,17,"#000000","#BFBFFF",4213,"irreversible","ec","00640",0,0,0,0,2860,6050,47.2727272727273,0.00564971751412429,5,15,0.416666666666667,0.000297619047619048,5,0,9,7,6,9,5.57931344929386e-06,6.5149810739943e-07,"NHNB"
"entry2","17","ec:2.1.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.3.1","rn:R00353",159,228,"rectangle",46,17,"#000000","#BFBFFF",4214,"reversible","ec","00640",0,0,0,0,95,6050,1.5702479338843,0.000470809792843691,1,2,0.666666666666667,0.000277777777777778,5,0,10,7,6,3,6.2143540773163e-08,6.24910484341662e-07,"NHNB"
"entry3","18","ec:6.4.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.4.1.2","rn:R00742",159,252,"rectangle",46,17,"#000000","#BFBFFF",4215,"irreversible","ec","00640",0,0,0,0,5275,6050,87.1900826446281,0.000470809792843691,1,2,0.666666666666667,0.000277777777777778,5,0,10,7,6,3,6.2143540773163e-08,6.24910484341662e-07,"NHNB"
"entry4","19","ec:4.1.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.9","rn:R00233",159,204,"rectangle",46,17,"#000000","#BFBFFF",4216,"irreversible","ec","00640",0,0,0,0,694,6050,11.4710743801653,0.000470809792843691,1,2,0.666666666666667,0.000277777777777778,5,0,10,7,6,3,6.2143540773163e-08,6.24910484341662e-07,"NHNB"
"entry5","20","ec:1.2.1.75","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.75","rn:R00740",226,285,"rectangle",46,17,"#000000","#BFBFFF",4217,"irreversible","ec","00640",0,0,0,0,6,6050,0.0991735537190083,0,0,12,0.428571428571429,0.000273224043715847,5,0,9,7,6,8,5.81308800271379e-06,0,"NHNB"
"entry6","25","ec:2.6.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.18","rn:R00907",276,399,"rectangle",46,17,"#000000","#BFBFFF",4218,"reversible","ec","00640",0,0,0,0,983,6050,16.2479338842975,0,4,6,1,0.000314070351758794,5,0,9,7,6,4,1.2600833239138e-17,2.86272790174172e-05,"NHNB"
"entry7","26","ec:2.6.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.19","rn:R00908",276,378,"rectangle",46,17,"#000000","#BFBFFF",4219,"reversible","ec","00640",0,0,0,0,2565,6050,42.396694214876,0,4,6,1,0.000314070351758794,5,0,9,7,6,4,1.2600833239138e-17,2.86272790174172e-05,"NHNB"
"entry8","27","ec:1.1.1.59","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.59","rn:R01608",276,328,"rectangle",46,17,"#000000","#BFBFFF",4220,"reversible","ec","00640",1,2,14,0.875,220,6050,3.63636363636364,0.0019774011299435,3,9,0.6,0.00030826140567201,5,0,8,7,6,6,0.000249440384756984,1.81228643620182e-06,"NHB"
"entry9","28","ec:4.2.1.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.27","rn:R01611",222,414,"rectangle",46,17,"#000000","#BFBFFF",4221,"irreversible","ec","00640",0,0,0,0,0,6050,0,0,2,9,0.9,0.000302663438256659,5,0,9,7,6,5,5.46598195431754e-06,1.22469006246242e-06,"NHNB"
"entry15","35","ec:3.1.2.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.4","rn:R03158",377,327,"rectangle",46,17,"#000000","#BFBFFF",4222,"irreversible","ec","00640",1,2,15,0.9375,503,6050,8.31404958677686,0,2,0,0,0.000712250712250712,1,0,7,7,6,2,6.30041661956899e-18,0.00263826411260813,"NHB"
