"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","39","ec:2.6.1.83","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.83","rn:R07613",671,252,"rectangle",46,17,"#000000","#BFBFFF",1772,"reversible","ec","00300",0,0,0,0,1073,5649,18.9945123030625,0,6,6,0.4,0.0018018018018018,3,0,5,3,11,6,0,3.56222605702525e-14,"HNB"
"entry6","45","ec:3.5.1.130","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.130","rn:R09779",777,473,"rectangle",46,17,"#000000","#BFBFFF",1773,"irreversible","ec","00300",0,0,0,0,216,5649,3.82368560807223,0,3,3,1,0.0013262599469496,4,0,7,3,11,3,0,5.08154466726798e-15,"NHNB"
"entry7","49","ec:6.3.2.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.43","rn:R09775",454,504,"rectangle",46,17,"#000000","#BFBFFF",1774,"irreversible","ec","00300",0,0,0,0,223,5649,3.94760134537086,0.000574712643678161,2,2,0.666666666666667,0.00114942528735632,5,0,5,3,11,3,0.0187370148341932,0.340470110464365,"NHNB"
"entry9","51","ec:6.3.2.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.10","rn:R04617",986,323,"rectangle",46,17,"#000000","#BFBFFF",1775,"irreversible","ec","00300",0,0,0,0,4959,5649,87.7854487519915,0,1,0,0,0.00111111111111111,4,0,7,3,11,1,0,3.41346498379095e-15,"NHNB"
"entry13","55","ec:2.7.2.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.2.4","rn:R00480",209,187,"rectangle",46,17,"#000000","#BFBFFF",1776,"irreversible","ec","00300",0,0,0,0,5418,5649,95.910780669145,0,1,0,0,0.0018018018018018,2,0,9,3,11,1,0,2.73883430873481e-17,"NHNB"
"entry14","56","ec:1.2.1.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.11","rn:R02291",312,187,"rectangle",46,17,"#000000","#BFBFFF",1777,"irreversible","ec","00300",1,3,1,0.111111111111111,5434,5649,96.1940166401133,0.0160919540229885,2,1,0.333333333333333,0.00175131348511384,1,0,8,3,11,3,2.10325004183168e-17,0,"NHB"
"entry15","57","ec:1.1.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.3","rn:R01773 rn:R01775",366,151,"rectangle",46,17,"#000000","#BFBFFF",1778,"reversible","ec","00300",0,0,0,0,5061,5649,89.5910780669145,0,1,1,1,0.00166389351081531,1,0,8,3,11,2,0,0,"NHNB"
"entry16","58","ec:4.3.3.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.3.7","rn:R10147",415,187,"rectangle",46,17,"#000000","#BFBFFF",1779,"irreversible","ec","00300",1,3,3,0.333333333333333,5248,5649,92.9013984776067,0.0413793103448276,1,1,0.333333333333333,0.00161550888529887,1,0,7,3,11,3,0,4.64239883182507e-15,"NHB"
"entry17","59","ec:1.17.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.1.8","rn:R04198 rn:R04199",519,187,"rectangle",46,17,"#000000","#BFBFFF",1780,"irreversible","ec","00300",1,3,4,0.444444444444444,5078,5649,89.8920162860683,0.0505747126436782,2,3,0.5,0.00156739811912226,3,0,6,3,11,4,4.55337117620766e-15,1.14849824817921e-14,"HB"
"entry18","60","ec:1.4.1.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.1.16","rn:R02755",671,323,"rectangle",46,17,"#000000","#BFBFFF",1781,"reversible","ec","00300",0,0,0,0,329,5649,5.82403965303594,0,3,3,1,0.00137362637362637,4,0,6,3,11,3,0,1.55449875284761e-14,"NHNB"
"entry19","61","ec:2.3.1.89","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.89","rn:R04364",642,120,"rectangle",46,17,"#000000","#BFBFFF",1782,"irreversible","ec","00300",0,0,0,0,511,5649,9.0458488228005,0,1,3,1,0.00149700598802395,3,0,6,3,11,3,5.40796422013863e-15,6.1291369266249e-15,"NHNB"
"entry20","62","ec:2.3.1.117","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.117","rn:R04365",622,187,"rectangle",46,17,"#000000","#BFBFFF",1783,"irreversible","ec","00300",0,0,0,0,3661,5649,64.8079306071871,0.0632183908045977,1,3,0.5,0.00145137880986938,3,0,6,3,11,4,6.10754110033903e-15,1.09553372349392e-16,"HNB"
"entry21","64","ec:2.6.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.17","rn:R04475",725,187,"rectangle",46,17,"#000000","#BFBFFF",1784,"reversible","ec","00300",0,0,0,0,4158,5649,73.6059479553903,0.064367816091954,1,0,0,0.00140646976090014,3,0,6,3,11,2,0,6.63439095707078e-15,"NHNB"
"entry22","65","ec:3.5.1.47","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.47","rn:R02733",855,187,"rectangle",46,17,"#000000","#BFBFFF",1785,"reversible","ec","00300",0,0,0,0,549,5649,9.71853425385024,0,2,3,1,0.00142045454545455,3,0,5,3,11,3,4.03316551596957e-15,1.51739294454463e-14,"NHNB"
