"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","57","ec:1.5.99.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.99.4","rn:R02860",98,409,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",0,0,0,0,4,6015,0.0665004156275977,0,2,1,1,0.000318877551020408,1,0,1,1,8,4,5.92539495711348e-17,3.01423441842007e-17,"NHNB"
"entry3","60","ec:4.1.3.32","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.32","rn:R01355",714,624,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",0,0,0,0,148,6015,2.46051537822111,0,1,0,0,0.000330360092500826,2,0,3,1,8,1,2.48925322119768e-17,2.89363164799846e-17,"NHNB"
"entry4","61","ec:4.2.1.85","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.85","rn:R03069",663,594,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",1,5,1,0.5,1,6015,0.0166251039068994,0.000649350649350649,1,0,0,0.000324569944823109,2,5.2899652037976e-18,2,1,8,2,5.92539495711348e-17,5.78726329599692e-17,"NHB"
"entry5","62","ec:5.3.3.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.3.3.6","rn:R03070",618,558,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",1,5,1,0.5,6,6015,0.0997506234413965,0.000649350649350649,1,0,0,0.000318877551020408,3,0,2,1,8,2,5.92539495711348e-17,5.78726329599692e-17,"NHB"
"entry6","63","ec:5.4.99.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.99.4","rn:R03908",669,530,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",0,0,0,0,4,6015,0.0665004156275977,0,0,0,0,0.00031328320802005,3,5.24621084031043e-18,3,1,8,1,2.96269747855674e-17,1.96928868880618e-17,"NHNB"
"entry7","64","ec:1.1.1.291","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.291","rn:R07985",777,486,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",0,0,0,0,7,6015,0.116375727348296,0,1,0,0,0.000857632933104631,4,0,7,1,8,1,2.48925322119768e-17,2.89363164799846e-17,"NHNB"
"entry8","65","ec:3.5.2.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.2.18","rn:R07984",724,451,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",1,5,1,0.5,87,6015,1.44638403990025,0.0123376623376623,1,0,0,0.000844594594594595,4,5.58587647528081e-18,6,1,8,2,5.92539495711348e-17,0.00226241930552506,"NHB"
"entry9","66","ec:1.3.7.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.7.1","rn:R03164",624,450,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",1,5,2,1,101,6015,1.67913549459684,0.0241071428571429,3,5,0.5,0.000831255195344971,5,0,5,1,8,5,0.0219428515286994,0.012572790466258,"NHB"
"entry10","67","ec:1.17.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.3.3","rn:R07221",579,580,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",0,0,0,0,0,6015,0,8.11688311688312e-05,2,5,0.833333333333333,0.00079428117553614,5,0,5,1,8,4,0.0231081011263217,0.0101902280160752,"NHNB"
"entry11","68","ec:1.14.13.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.10","rn:R04130",223,754,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00760",0,0,0,0,22,6015,0.365752285951787,0,1,0,0,0.000324569944823109,6,0,8,1,8,1,2.48925322119768e-17,1.16045574107294e-06,"NHNB"
