"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry33","111","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R08280",766,192,"rectangle",46,17,"#000000","#BFBFFF",6274,"irreversible","ec","00982",0,0,0,0,248,248,100,0,2,1,1,0.00367647058823529,4,0,1,1,5,2,6.25073604327006e-17,5.74591919668445e-16,"NHNB"
"entry34","112","ec:1.1.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.1","rn:R08281",817,206,"rectangle",46,17,"#000000","#BFBFFF",6275,"irreversible","ec","00982",0,0,0,0,245,248,98.7903225806452,0,1,1,1,0.00346020761245675,4,0,1,1,5,2,0,3.0939564905224e-16,"NHNB"
"entry51","129","dr:D07760 / cpd:C07888","compound","http://www.kegg.jp/dbget-bin/www_bget?D07760+C07888",NA,557,253,"circle",8,8,"#000000","#FFFFFF",6276,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry56","140","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R03697",91,579,"rectangle",46,17,"#000000","#BFBFFF",6277,"irreversible","ec","00982",1,7,1,1,14,248,5.64516129032258,0.00735294117647059,2,0,0,0.00367647058823529,2,0,1,1,5,3,0,2.65196270616206e-16,"HB"
"entry57","141","ec:2.4.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.17","rn:R08261",140,506,"rectangle",46,17,"#000000","#BFBFFF",6278,"irreversible","ec","00982",0,0,0,0,236,248,95.1612903225807,0,1,0,0,0.00389105058365759,2,0,2,1,5,1,3.12536802163503e-17,0,"NHNB"
"entry58","142","ec:2.4.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.17","rn:R08262",139,656,"rectangle",46,17,"#000000","#BFBFFF",6279,"irreversible","ec","00982",0,0,0,0,236,248,95.1612903225807,0,0,0,0,0.00326797385620915,2,0,2,1,5,1,0,0,"NHNB"
"entry59","143","dr:D00399 / cpd:C07185","compound","http://www.kegg.jp/dbget-bin/www_bget?D00399+C07185",NA,1121,928,"circle",8,8,"#000000","#FFFFFF",6280,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry72","162","dr:D08195 / cpd:C07163","compound","http://www.kegg.jp/dbget-bin/www_bget?D08195+C07163",NA,452,548,"circle",8,8,"#000000","#FFFFFF",6281,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry76","166","dr:D04716 / cpd:C08012","compound","http://www.kegg.jp/dbget-bin/www_bget?D04716+C08012",NA,452,628,"circle",8,8,"#000000","#FFFFFF",6282,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry85","178","dr:D00252 / cpd:C06868","compound","http://www.kegg.jp/dbget-bin/www_bget?D00252+C06868",NA,596,947,"circle",8,8,"#000000","#FFFFFF",6283,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry89","182","dr:D07704 / cpd:C07572","compound","http://www.kegg.jp/dbget-bin/www_bget?D07704+C07572",NA,1195,217,"circle",8,8,"#000000","#FFFFFF",6284,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry91","187","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08345",1195,331,"rectangle",46,17,"#000000","#BFBFFF",6285,"irreversible","ec","00982",0,0,0,0,14,248,5.64516129032258,0.0147058823529412,1,0,0,0.00366300366300366,5,0,4,1,5,2,0.366025403784439,0,"NHNB"
"entry92","189","ec:1.4.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.4","rn:R08346",1247,217,"rectangle",46,17,"#000000","#BFBFFF",6286,"irreversible","ec","00982",1,6,1,1,202,248,81.4516129032258,0.0183823529411765,2,0,0,0.00440528634361233,5,0,3,1,5,3,0,1,"HB"
"entry93","190","ec:1.4.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.4","rn:R08347",1247,300,"rectangle",46,17,"#000000","#BFBFFF",6287,"irreversible","ec","00982",0,0,0,0,202,248,81.4516129032258,0.0257352941176471,2,0,0,0.00390625,5,0,3,1,5,3,0,1,"HNB"
"entry94","191","ec:1.4.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.4","rn:R08348",1247,369,"rectangle",46,17,"#000000","#BFBFFF",6288,"irreversible","ec","00982",0,0,0,0,202,248,81.4516129032258,0.00367647058823529,1,0,0,0.00346020761245675,5,0,3,1,5,2,0,0.732050807568878,"NHNB"
"entry95","192","ec:1.2.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.3.1","rn:R08349",1348,300,"rectangle",46,17,"#000000","#BFBFFF",6289,"irreversible","ec","00982",0,0,0,0,141,248,56.8548387096774,0,0,0,0,0.00326797385620915,5,0,2,1,5,3,1,0,"HNB"
"entry98","201","ec:1.1.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.1","rn:R08306",221,870,"rectangle",46,17,"#000000","#BFBFFF",6290,"irreversible","ec","00982",0,0,0,0,245,248,98.7903225806452,0,0,0,0,0.00326797385620915,3,0,1,1,5,1,0,0,"NHNB"
"entry99","202","ec:1.1.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.1","rn:R08310",311,941,"rectangle",46,17,"#000000","#BFBFFF",6291,"irreversible","ec","00982",0,0,0,0,245,248,98.7903225806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry100","203","ec:1.2.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.5","rn:R08307",311,870,"rectangle",46,17,"#000000","#BFBFFF",6292,"irreversible","ec","00982",0,0,0,0,152,248,61.2903225806452,0,1,0,0,0.00346020761245675,3,0,1,1,5,1,3.12536802163503e-17,0,"NHNB"
"entry102","207","ec:2.4.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.17","rn:R08263",139,693,"rectangle",46,17,"#000000","#BFBFFF",6293,"irreversible","ec","00982",0,0,0,0,236,248,95.1612903225807,0,0,0,0,0.00326797385620915,2,0,2,1,5,1,0,0,"NHNB"
"entry105","218","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08312",639,958,"rectangle",46,17,"#000000","#BFBFFF",6294,"irreversible","ec","00982",0,0,0,0,13,248,5.24193548387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry106","237","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08343",1170,264,"rectangle",46,17,"#000000","#BFBFFF",6295,"irreversible","ec","00982",0,0,0,0,14,248,5.64516129032258,0.0220588235294118,1,0,0,0.00413223140495868,5,0,3,1,5,2,0.366025403784439,0,"NHNB"
"entry107","241","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08344",1238,171,"rectangle",46,17,"#000000","#BFBFFF",6296,"irreversible","ec","00982",0,0,0,0,14,248,5.64516129032258,0,1,0,0,0.00465116279069767,5,0,4,1,5,1,3.12536802163503e-17,0,"NHNB"
"entry110","244","dr:D08233 / cpd:C01516","compound","http://www.kegg.jp/dbget-bin/www_bget?D08233+C01516",NA,92,619,"circle",8,8,"#000000","#FFFFFF",6297,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry111","245","dr:D00358 / cpd:C07073","compound","http://www.kegg.jp/dbget-bin/www_bget?D00358+C07073",NA,949,548,"circle",8,8,"#000000","#FFFFFF",6298,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry112","246","dr:D00195 / cpd:C06174","compound","http://www.kegg.jp/dbget-bin/www_bget?D00195+C06174",NA,92,549,"circle",8,8,"#000000","#FFFFFF",6299,NA,"ec","00982",0,0,0,0,0,248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry113","247","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R08286 rn:R08287",583,356,"rectangle",46,17,"#000000","#BFBFFF",6300,NA,"ec","00982",0,0,0,0,13,248,5.24193548387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
