"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","7","ec:4.3.1.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.25","rn:R00737",337,212,"rectangle",46,17,"#000000","#BFBFFF",5718,"irreversible","ec","00940",0,0,0,0,8,97,8.24742268041237,0,3,3,1,0.000242248062015504,1,0,8,2,5,3,6.37034792018417e-18,4.26754158902231e-16,"NHNB"
"entry1","8","ec:4.3.1.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.25","rn:R00697",199,212,"rectangle",46,17,"#000000","#BFBFFF",5719,"irreversible","ec","00940",0,0,0,0,8,97,8.24742268041237,0,3,3,1,0.000233863423760524,1,0,9,2,5,3,6.37034792018417e-18,3.89300103858551e-16,"NHNB"
"entry32","39","ec:4.3.1.24","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.24","rn:R00697",149,212,"rectangle",46,17,"#000000","#BFBFFF",5720,"irreversible","ec","00940",0,0,0,0,91,97,93.8144329896907,0,3,3,1,0.000233863423760524,1,0,9,2,5,3,6.37034792018417e-18,3.89300103858551e-16,"NHNB"
"entry55","132","ec:1.14.13.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.14","rn:R02254",106,296,"rectangle",46,17,"#000000","#BFBFFF",5721,"irreversible","ec","00940",1,5,1,0.25,0,97,0,0.00156494522691706,2,5,0.5,0.000226295541977823,1,0,9,2,5,5,1.9240241222053e-16,1.57940240733814e-16,"NHB"
"entry56","133","ec:6.2.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.2.1.12","rn:R02255",175,317,"rectangle",46,17,"#000000","#BFBFFF",5722,"irreversible","ec","00940",0,0,0,0,91,97,93.8144329896907,0.00880281690140845,2,6,0.4,0.000219635405227323,1,0,8,2,5,6,3.78987473032366e-16,3.89528480691363e-16,"HNB"
"entry57","134","ec:2.4.1.114","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.114","rn:R03710",106,417,"rectangle",46,17,"#000000","#BFBFFF",5723,"irreversible","ec","00940",0,0,0,0,0,97,0,0,0,0,0,0.000190258751902588,1,0,10,2,5,1,7.4789237313778e-17,2.36321552626623e-17,"NHNB"
"entry58","136","ec:3.2.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.21","rn:R04998",106,592,"rectangle",46,17,"#000000","#BFBFFF",5724,"irreversible","ec","00940",0,0,0,0,95,97,97.9381443298969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry59","137","ec:1.2.1.44","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.44","rn:R02506",175,468,"rectangle",46,17,"#000000","#BFBFFF",5725,"irreversible","ec","00940",0,0,0,0,91,97,93.8144329896907,0,1,1,1,0.000216216216216216,1,0,8,2,5,2,0,2.88330712887165e-16,"NHNB"
"entry60","138","ec:1.2.1.44","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.44","rn:R01615",335,493,"rectangle",46,17,"#000000","#BFBFFF",5726,"irreversible","ec","00940",1,5,4,1,91,97,93.8144329896907,0.0117370892018779,3,10,0.666666666666667,0.000210260723296888,1,0,7,2,5,6,0,8.51845641101515e-16,"HB"
"entry61","139","ec:6.2.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.2.1.12","rn:R01616",336,317,"rectangle",46,17,"#000000","#BFBFFF",5727,"irreversible","ec","00940",0,0,0,0,91,97,93.8144329896907,0.0054773082942097,5,13,0.464285714285714,0.000234576589256392,1,0,7,2,5,8,0,1.47465263261997e-15,"HNB"
