"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry1","47","ec:3.5.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.3.1","rn:R00551",441,327,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,1908,5826,32.7497425334707,0.195594070961718,12,48,0.615384615384615,0.000584453535943892,1,0.00757425699656452,4,4,14,13,0.00219497660656205,0.0196329245590004,"HNB"
"entry2","48","ec:2.6.1.84","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.84","rn:R08197",191,525,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,199,5826,3.41572262272571,0.0109337068160598,3,45,0.818181818181818,0.00050709939148073,1,0.22423087595649,5,4,14,11,0.0237068993871482,0.00510741331811555,"NHNB"
"entry3","49","ec:4.1.1.75","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.75","rn:R03178",216,617,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,80,5826,1.37315482320632,0.00140056022408964,1,0,0,0.000141703273345614,2,0.0504912254614588,6,4,14,2,0.000586415647119994,0.000156195588289372,"NHNB"
"entry4","50","ec:1.2.1.54","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.54","rn:R03177",216,788,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,168,5826,2.88362512873326,0.00065359477124183,2,2,0.333333333333333,0.000140056022408964,1,0.0626323895412629,6,4,14,4,0.00146339945818118,0.00683631437910657,"NHNB"
"entry5","51","ec:3.5.3.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.3.7","rn:R01990",318,933,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00330",0,0,0,0,365,5826,6.26501888087882,0,0,18,0.5,0.000136798905608755,3,0.261130202554922,7,4,14,9,0.0615064909156188,0,"NHNB"
"entry6","52","ec:2.1.4.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.4.1","rn:R01989",430,961,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",1,2,8,1,344,5826,5.90456573978716,0.265644257703081,11,67,0.29004329004329,0.000542005420054201,1,0.22765840235468,5,4,14,22,0.0661954608265337,0.0125893474734361,"HB"
"entry7","53","ec:3.5.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.4","rn:R03180",267,788,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,2630,5826,45.1424648129077,0.00172735760971055,1,3,0.5,0.00013840830449827,1,0.127226873922923,6,4,14,4,0.00254306943307048,0.00656488047639561,"NHNB"
"entry8","54","ec:1.13.12.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.12.1","rn:R00559",266,617,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,0,5826,0,0.00276377217553688,2,46,0.836363636363636,0.000505561172901921,1,0.274722101417949,5,4,14,11,0.0242933150342682,0.00272331516596894,"NHNB"
"entry9","55","ec:6.3.1.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.11","rn:R07414",353,652,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,248,5826,4.25677995193958,0,1,67,0.858974358974359,0.000493339911198816,3,0.816209816389531,6,4,14,13,0.987745081748737,0.106734758863127,"HNB"
"entry10","57","ec:1.2.1.99","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.99","rn:R07417 rn:R07418",353,779,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00330",0,0,0,0,732,5826,12.5643666323378,0,1,0,0,0.000575373993095512,4,9.75787490876938e-18,7,4,14,1,0,0.00184347833160823,"NHNB"
