"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry1","47","ec:2.7.1.149","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.149","rn:R05803",558,103,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,244,5359,4.55308826273559,0.00300647548566142,4,8,0.533333333333333,0.00239234449760766,1,0.000630756735435081,10,6,16,6,0.00719629266953465,0.0058400390008516,"NHNB"
"entry3","49","ec:3.1.3.36","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.36","rn:R04404",508,209,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,471,5359,8.78895316290353,0.0505126426148628,2,6,0.4,0.00238095238095238,1,0.00128547296015091,9,6,16,6,0.0109028722737398,0.0534867496414799,"NHNB"
"entry4","50","ec:2.7.1.151","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.151","rn:R05800",53,373,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,472,5359,8.80761336070162,0.172525439407956,6,8,0.380952380952381,0.00261096605744125,1,0.00750275030094032,10,6,16,7,0.000616552952605941,0.0177539969457549,"NHNB"
"entry5","51","ec:2.7.1.151","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.151","rn:R05801",136,470,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,472,5359,8.80761336070162,0.172525439407956,6,8,0.380952380952381,0.00261096605744125,1,0.00750275030094032,10,6,16,7,0.000616552952605941,0.0177539969457549,"NHNB"
"entry6","52","ec:3.1.3.67","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.67","rn:R04513",617,115,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,387,5359,7.22149654786341,0.0202937095282146,3,5,0.5,0.00248756218905473,1,0.000813643635496604,10,6,16,5,0.00866589392597534,0.00358761605003329,"NHNB"
"entry7","53","ec:3.1.3.62","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.62","rn:R03434",174,291,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,344,5359,6.41910804254525,0.00154178230033919,2,4,0.666666666666667,0.00203665987780041,1,0.0418850286764673,10,6,16,5,0.0399582834055655,0.0120917061238419,"NHNB"
"entry8","54","ec:3.1.3.56","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.56","rn:R03430",174,341,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,278,5359,5.18753498787087,0.206444650015418,4,8,0.533333333333333,0.00204498977505112,1,0.134778680919797,9,6,16,9,0.0208916492443013,0.0884581166020484,"HNB"
"entry9","55","ec:2.7.1.127","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.127","rn:R03433",174,258,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,252,5359,4.70236984512036,0.00154178230033919,2,4,0.666666666666667,0.00203665987780041,1,0.0418850286764673,10,6,16,5,0.0399582834055655,0.0120917061238419,"NHNB"
"entry10","56","ec:2.7.1.159","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.159","rn:R03428",174,373,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,333,5359,6.21384586676619,0.223404255319149,3,3,0.3,0.0021978021978022,1,0.089244012653179,9,6,16,7,0.0601419774347763,0.0802671988912946,"NHNB"
"entry11","57","ec:3.1.3.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.8","rn:R03371",168,578,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00562",0,0,0,0,540,5359,10.0765068109722,0,1,1,1,0.000452693526482571,1,0.00280616710743556,12,6,16,2,0.000333476121636551,5.21886271457887e-05,"NHNB"
