"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry1","85","ec:3.2.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.21","rn:R02887",264,486,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,3080,5947,51.7908189002859,0.0207421952127835,11,48,0.615384615384615,0.00206611570247934,1,0.0622563526650946,3,3,7,16,0.197436851567115,0.328499171167248,"NHNB"
"entry2","86","ec:3.2.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.21","rn:R00306",192,464,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,3080,5947,51.7908189002859,0.0207421952127835,11,48,0.615384615384615,0.00206611570247934,1,0.0622563526650946,3,3,7,16,0.197436851567115,0.328499171167248,"NHNB"
"entry3","87","ec:2.7.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.1","rn:R00760",38,356,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,576,5947,9.68555574239112,0.0569512257453434,2,9,0.428571428571429,0.00178571428571429,2,0.289540637609182,4,3,7,7,0.208004760497266,0.0137760815705555,"NHNB"
"entry4","88","ec:3.2.1.122","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.122","rn:R00837",1088,67,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,435,5947,7.31461240961829,0.0226615639129871,8,15,0.416666666666667,0.00174825174825175,3,0.139329933671404,4,3,7,10,0.0110860096062977,0.0641527197336686,"NHNB"
"entry6","90","ec:3.2.1.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.26","rn:R03921",139,171,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",1,2,1,1,1707,5947,28.7035480073987,0.0280766716207893,9,88,0.514619883040936,0.00198412698412698,4,0.17517745967746,3,3,7,19,0.405129542497008,0.356616144763868,"HB"
"entry7","91","ec:2.7.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.4","rn:R00760",88,356,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,3645,5947,61.2914074323188,0.00340669240669241,1,2,0.333333333333333,0.000177777777777778,5,0.196786894400382,4,3,7,4,0.0988673008658541,0.0088153473782912,"NHNB"
"entry8","92","ec:1.1.99.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.99.13","rn:R00807",474,192,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,0,5947,0,0,9,44,0.977777777777778,0.00196078431372549,6,0.0149786976618695,3,3,7,10,0.0475310947094298,0.414162082387763,"NHNB"
"entry9","93","ec:3.2.1.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.20","rn:R00801",264,210,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,3069,5947,51.6058516899277,0.2300483648866,9,109,0.310541310541311,0.00202839756592292,4,0.734201612216012,3,3,7,28,0.714297257358204,0.286889420799839,"HNB"
"entry10","94","ec:3.2.1.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.26","rn:R00801",264,229,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",1,2,1,1,1707,5947,28.7035480073987,0.0280766716207893,9,88,0.514619883040936,0.00198412698412698,4,0.17517745967746,3,3,7,19,0.405129542497008,0.356616144763868,"HB"
"entry11","95","ec:3.2.1.48","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.48","rn:R00801",264,248,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00500",0,0,0,0,70,5947,1.17706406591559,0.0152838788279965,7,72,0.529411764705882,0.00191938579654511,4,0.206081840002435,4,3,7,17,0.440459075579545,0.238243891530395,"HNB"
