"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry58","117","ec:2.3.1.171","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.171","rn:R06801",300,92,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,0.228937728937729,8,30,0.666666666666667,0.0294117647058824,1,0.716623820686566,3,2,6,14,0.661016743010207,0.952427550531825,"HNB"
"entry59","119","ec:2.4.1.297","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.297","rn:R07877",300,130,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,1,79,1.26582278481013,0.00686813186813187,6,27,0.964285714285714,0.027027027027027,1,0.720551979267945,3,2,6,12,0.799048125428212,0.831159652297241,"NHNB"
"entry60","120","ec:2.4.1.115","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.115","rn:R06534",204,297,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,67,79,84.8101265822785,0,8,27,0.964285714285714,0.0454545454545455,1,0,3,2,6,8,1.49328324724234e-17,1,"NHNB"
"entry61","121","ec:2.3.1.215","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.215","rn:R07927 rn:R07873",300,297,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00942",0,0,0,0,1,79,1.26582278481013,0.0686813186813187,6,30,0.666666666666667,0.027027027027027,1,0.860275989633972,2,2,6,13,0.922269655627612,0.665867448371009,"NHNB"
"entry62","122","ec:2.4.1.116","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.116","rn:R06803",395,168,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry63","123","ec:2.3.1.172","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.172","rn:R06799",493,304,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",1,2,1,1,0,79,0,0.0659340659340659,1,1,0.333333333333333,0.00510204081632653,2,0.33363647523495,3,2,6,3,0.196108033050685,4.6271960692693e-17,"NHB"
"entry64","124","ec:2.3.1.214","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.214","rn:R06800",585,304,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,0,0,0,0,0.00476190476190476,5,0.0646962712829885,4,2,6,1,1.57333949458386e-17,7.3173782329998e-18,"NHNB"
"entry65","125","ec:2.3.1.153","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.153","rn:R07880 rn:R07930",300,412,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00942",0,0,0,0,0,79,0,0.00366300366300366,1,4,0.666666666666667,0.0153846153846154,3,0.615231465240484,3,2,6,5,0.302611924849809,0.0531691097211519,"NHNB"
"entry66","126","ec:2.4.1.298","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.298","rn:R07874",232,343,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,7,79,8.86075949367089,0.0906593406593407,6,25,0.555555555555556,0.0277777777777778,1,0.860275989633972,2,2,6,13,0.936791238416862,0.57405273143647,"NHNB"
"entry67","127","ec:2.3.1.215","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.215","rn:R07876",353,376,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,1,79,1.26582278481013,0.0686813186813187,6,30,0.666666666666667,0.027027027027027,1,0.860275989633972,2,2,6,13,0.922269655627612,0.665867448371009,"NHNB"
"entry68","128","ec:2.4.1.254","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.254","rn:R07932",395,489,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,0,6,27,0.964285714285714,0.027027027027027,1,0.138962291453117,3,2,6,8,0.308799496003213,0.852196179478872,"NHNB"
"entry69","130","ec:2.3.1.171","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.171","rn:R06817",300,490,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,0.228937728937729,8,30,0.666666666666667,0.0294117647058824,1,0.716623820686566,3,2,6,14,0.661016743010207,0.952427550531825,"HNB"
"entry70","131","ec:2.4.1.297","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.297","rn:R07878",300,567,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,1,79,1.26582278481013,0.00686813186813187,6,27,0.964285714285714,0.027027027027027,1,0.720551979267945,3,2,6,12,0.799048125428212,0.831159652297241,"NHNB"
"entry71","132","ec:2.4.1.116","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.116","rn:R06819",395,698,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry72","135","ec:2.4.1.115","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.115","rn:R06535",204,731,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,67,79,84.8101265822785,0,8,27,0.964285714285714,0.0454545454545455,1,0,3,2,6,8,1.49328324724234e-17,1,"NHNB"
"entry73","137","ec:2.3.1.215","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.215","rn:R06544 rn:R07928",300,815,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00942",0,0,0,0,1,79,1.26582278481013,0.0686813186813187,6,30,0.666666666666667,0.027027027027027,1,0.860275989633972,2,2,6,13,0.922269655627612,0.665867448371009,"NHNB"
"entry74","138","ec:2.4.1.298","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.298","rn:R06546",232,836,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,7,79,8.86075949367089,0.0906593406593407,6,25,0.555555555555556,0.0277777777777778,1,0.860275989633972,2,2,6,13,0.936791238416862,0.57405273143647,"NHNB"
"entry75","140","ec:2.3.1.172","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.172","rn:R07910",493,808,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",1,2,1,1,0,79,0,0.0659340659340659,1,1,0.333333333333333,0.00510204081632653,2,0.33363647523495,3,2,6,3,0.196108033050685,4.6271960692693e-17,"NHB"
"entry76","141","ec:2.4.1.298","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.298","rn:R06547",395,809,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,7,79,8.86075949367089,0.0906593406593407,6,25,0.555555555555556,0.0277777777777778,1,0.860275989633972,2,2,6,13,0.936791238416862,0.57405273143647,"NHNB"
"entry77","142","ec:2.3.1.215","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.215","rn:R06545",353,870,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,1,79,1.26582278481013,0.0686813186813187,6,30,0.666666666666667,0.027027027027027,1,0.860275989633972,2,2,6,13,0.922269655627612,0.665867448371009,"NHNB"
"entry78","143","ec:2.3.1.153","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.153","rn:R07882 rn:R07931",300,907,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00942",0,0,0,0,0,79,0,0.00366300366300366,1,4,0.666666666666667,0.0153846153846154,3,0.615231465240484,3,2,6,5,0.302611924849809,0.0531691097211519,"NHNB"
"entry79","145","ec:2.4.1.238","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.238","rn:R07913",395,992,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,0.118131868131868,2,5,0.5,0.0188679245283019,3,0.591899816577768,3,2,6,6,0.348869642473746,0.0472583902561548,"NHNB"
"entry80","146","ec:2.4.1.249","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.249","rn:R07914",491,1003,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,0.120879120879121,1,1,1,0.0222222222222222,4,0.114776752388058,4,2,6,2,0.00747447304205921,0.100741559189327,"NHNB"
"entry81","147","ec:2.3.1.171","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.171","rn:R07938",300,1003,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,0,79,0,0.228937728937729,8,30,0.666666666666667,0.0294117647058824,1,0.716623820686566,3,2,6,14,0.661016743010207,0.952427550531825,"HNB"
"entry82","148","ec:2.4.1.297","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.297","rn:R07879",300,1058,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00942",0,0,0,0,1,79,1.26582278481013,0.00686813186813187,6,27,0.964285714285714,0.027027027027027,1,0.720551979267945,3,2,6,12,0.799048125428212,0.831159652297241,"NHNB"
