"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry4","34","ec:3.5.5.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.5.1","rn:R03542",306,732,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,403,5114,7.88032850997262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry5","35","ec:3.5.5.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.5.1","rn:R01887",306,795,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,403,5114,7.88032850997262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry9","39","ec:4.2.1.66","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.66","rn:R01408",555,720,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",1,2,1,0.2,39,5114,0.762612436448964,0.0227920227920228,3,15,0.714285714285714,0.00167224080267559,1,0.535421539958062,3,3,5,7,0.75201139626587,0.324932039376433,"NHB"
"entry10","40","ec:6.3.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.1","rn:R00483",420,1033,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,1088,5114,21.2749315604224,0,2,1,1,0.0014792899408284,2,8.64689806036067e-17,5,3,5,2,6.59587185515759e-17,0.019611541692399,"NHNB"
"entry11","41","ec:2.3.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.2.2","rn:R03970",345,889,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,3394,5114,66.366836136097,0,3,3,1,0.00154083204930663,3,8.64689806036067e-17,4,3,5,3,1.27999220850849e-16,0.179125386642597,"NHNB"
"entry12","42","ec:4.4.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.4.1.9","rn:R03524",469,863,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",1,2,5,1,89,5114,1.74032068830661,0.0811965811965812,2,18,0.5,0.0014792899408284,1,1,3,3,5,9,0.915144366409966,0.019611541692399,"HB"
"entry13","43","ec:3.5.5.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.5.4","rn:R00486",470,959,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,93,5114,1.81853734845522,0.0313390313390313,2,5,0.5,0.00142450142450142,4,0.366633557583761,4,3,5,5,0.0536789882267823,0.0107141634619867,"NHNB"
"entry14","44","ec:3.5.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.1","rn:R00485",470,1033,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,4210,5114,82.3230348064138,0,1,1,1,0.00137174211248285,5,0.134420165546525,5,3,5,2,0.00263397977674709,0.0102550487505471,"NHNB"
"entry15","45","ec:3.2.1.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.21","rn:R10040",744,555,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,2925,5114,57.1959327336723,0.0907407407407407,8,17,0.377777777777778,0.00274725274725275,6,0.429951533596573,4,3,5,13,0.488617415460596,0.841557998084273,"HNB"
"entry16","46","ec:2.3.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.2.2","rn:R03971",345,931,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,3394,5114,66.366836136097,0,3,3,1,0.00154083204930663,3,8.64689806036067e-17,4,3,5,3,1.27999220850849e-16,0.179125386642597,"NHNB"
"entry17","47","ec:4.2.1.65","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.65","rn:R01267",564,997,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,93,5114,1.81853734845522,0,0,5,0.5,0.00132275132275132,13,0.550336666635606,4,3,5,5,0.0588340785983352,5.52725909926139e-17,"NHNB"
"entry20","50","ec:2.1.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.2.1","rn:R00945",676,769,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00460",0,0,0,0,5018,5114,98.1228001564333,0,1,0,0,0.00158982511923688,7,8.64689806036067e-17,4,3,5,1,3.2979359275788e-17,0.15149446813392,"NHNB"
"entry23","53","ec:4.1.2.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.10","rn:R01767",913,627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00460",0,0,0,0,88,5114,1.72076652326946,0.0888176638176638,4,24,0.533333333333333,0.00272479564032698,1,0.622471807412891,3,3,5,10,1,0.530804059624143,"HNB"
