"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry1","58","ec:1.2.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.4.4","rn:R07604",622,325,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,2185,6031,36.2294810147571,0.0584033613445378,5,7,0.25,0.00156739811912226,1,0,8,4,8,10,0.00424473810411693,0.00466971324437822,"HNB"
"entry2","59","ec:1.8.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.1.4","rn:R07618",585,362,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,5516,6031,91.4607859393136,0,2,1,1,0.0015600624024961,1,0,8,4,8,3,0.00114522887123014,0.00180426260022757,"NHNB"
"entry10","67","ec:1.8.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.1.4","rn:R07618",407,362,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,5516,6031,91.4607859393136,0,2,1,1,0.0015600624024961,1,0,8,4,8,3,0.00114522887123014,0.00180426260022757,"NHNB"
"entry11","68","ec:1.2.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.4.4","rn:R07600",444,325,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,2185,6031,36.2294810147571,0.0584033613445378,5,7,0.25,0.00156739811912226,1,0,8,4,8,10,0.00424473810411693,0.00466971324437822,"HNB"
"entry16","73","ec:1.8.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.1.4","rn:R07618",130,362,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,5516,6031,91.4607859393136,0,2,1,1,0.0015600624024961,1,0,8,4,8,3,0.00114522887123014,0.00180426260022757,"NHNB"
"entry17","74","ec:1.2.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.4.4","rn:R07602",167,325,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,2185,6031,36.2294810147571,0.0584033613445378,5,7,0.25,0.00156739811912226,1,0,8,4,8,10,0.00424473810411693,0.00466971324437822,"HNB"
"entry20","77","ec:2.3.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.9","rn:R00238",180,751,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00280",0,0,0,0,4360,6031,72.2931520477533,0.00350140056022409,4,7,0.7,0.00200400801603206,2,1.13701576726365e-18,6,4,8,5,1.34680709152562e-17,0,"NHNB"
"entry23","80","ec:2.3.3.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.3.10","rn:R01978",50,712,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,1484,6031,24.6062012933179,0.0106442577030812,4,8,0.533333333333333,0.0019047619047619,2,0,5,4,8,6,0,0,"NHNB"
"entry24","81","ec:2.8.3.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.3.5","rn:R00410",101,718,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00280",0,0,0,0,2259,6031,37.4564748797878,0,1,3,1,0.00172413793103448,2,2.16468225677372e-18,6,4,8,3,0,0,"NHNB"
"entry25","82","ec:4.1.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.4","rn:R01360",167,669,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,2441,6031,40.4742165478362,0.02703081232493,2,8,0.533333333333333,0.00168067226890756,2,0,5,4,8,6,0,0,"NHNB"
"entry26","83","ec:4.2.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.18","rn:R02085",167,617,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00280",0,0,0,0,1797,6031,29.7960537224341,0.0327731092436975,1,1,0.333333333333333,0.00142450142450142,3,0,5,4,8,3,0,0,"NHNB"
"entry27","84","ec:6.4.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.4.1.4","rn:R04138",167,554,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,2068,6031,34.2895042281545,0.0420168067226891,3,2,0.333333333333333,0.0013869625520111,4,0,6,4,8,4,0,0.0155820195011772,"NHNB"
"entry28","85","ec:4.2.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.17","rn:R04137",122,528,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00280",0,0,0,0,2990,6031,49.5771845465097,0.214145658263305,6,3,0.107142857142857,0.00134228187919463,5,0.408300264837934,5,4,8,9,0.00531992781142724,0.119692171092493,"HNB"
"entry29","86","ec:1.3.8.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.8.4","rn:R04095",167,477,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,1677,6031,27.8063339413033,0.0137254901960784,2,2,0.333333333333333,0.00129032258064516,1,0.20559883286175,6,4,8,4,0.0331754650645106,0.00398274921337926,"NHNB"
"entry30","87","ec:1.2.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.4.4","rn:R07603",622,261,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00280",0,0,0,0,2185,6031,36.2294810147571,0.0584033613445378,5,7,0.25,0.00156739811912226,1,0,8,4,8,10,0.00424473810411693,0.00466971324437822,"HNB"
