"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry3","60","ec:4.2.99.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.99.20","rn:R08166",799,625,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",1,5,2,1,1251,5384,23.2355126300149,0.0174216027874564,1,0,0,0.000701262272089762,1,7.6199702041229e-17,10,1,11,2,0,9.71950913691144e-17,"NHB"
"entry7","64","ec:4.1.3.36","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.36","rn:R07263",799,857,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00130",1,5,2,1,2232,5384,41.4561664190193,0.024390243902439,1,0,0,0.000654450261780105,2,1.14789962340812e-16,10,1,11,2,0,9.71950913691144e-17,"NHB"
"entry8","65","ec:6.2.1.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.2.1.26","rn:R04030",800,776,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",1,5,2,1,2172,5384,40.3417533432392,0.0232288037166086,1,0,0,0.000669792364367046,2,1.26748620011522e-16,9,1,11,2,0,9.71950913691144e-17,"NHB"
"entry9","66","ec:4.2.1.113","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.113","rn:R04031",799,700,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",1,5,2,1,1941,5384,36.0512630014859,0.0209059233449477,1,0,0,0.000685400959561343,2,1.67071276566439e-16,9,1,11,2,0,9.71950913691144e-17,"NHB"
"entry10","67","ec:2.2.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.2.1.9","rn:R08165",799,549,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",1,5,2,1,2164,5384,40.1931649331352,0.0127758420441347,1,0,0,0.000717360114777618,1,3.209323330069e-17,11,1,11,2,1.88458935582703e-15,9.71950913691144e-17,"NHB"
"entry11","68","ec:2.1.1.222","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.222","rn:R08769 rn:R04988",520,927,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00130",0,0,0,0,2392,5384,44.4279346210996,0,0,0,0,0.000553709856035437,3,2.07647368188739e-16,17,1,11,1,0,1.16209849102986e-17,"NHNB"
"entry12","69","ec:1.14.13.240","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.240","rn:R08768 rn:R04987",520,846,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00130",1,5,1,0.5,990,5384,18.3878157503715,0.00290360046457607,1,0,0,0.000566893424036281,3,2.0890983627666e-16,16,1,11,2,0,9.71950913691144e-17,"NHB"
"entry13","70","ec:4.1.1.98","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.98","rn:R04985 rn:R04986",520,766,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00130",1,5,2,1,2726,5384,50.6315007429421,0.00464576074332172,1,0,0,0.000580383052814858,3,0,15,1,11,2,6.17241242792061e-15,9.71950913691144e-17,"NHB"
"entry14","71","ec:2.5.1.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.39","rn:R05000 rn:R05616 rn:R07273",432,697,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00130",1,5,2,1,497,5384,9.23105497771174,0.00580720092915215,3,6,0.6,0.000641848523748395,1,1.39714843347227e-16,14,1,11,5,1.81292619383623e-14,7.81125791879655e-15,"HB"
"entry15","72","ec:2.1.1.64","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.64","rn:R08781 rn:R05614",482,1242,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00130",0,0,0,0,2392,5384,44.4279346210996,0,0,0,0,0.000553709856035437,7,4.61438595974976e-17,2,1,11,1,0,0,"NHNB"
"entry16","73","ec:2.1.1.114","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.114","rn:R08771 rn:R04711",394,846,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00130",0,0,0,0,380,5384,7.05794947994056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry17","74","ec:4.1.3.40","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.40","rn:R01302",540,518,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00130",1,5,2,1,1609,5384,29.8848439821694,0,6,7,0.466666666666667,0.00124378109452736,1,2.25680038044111e-16,13,1,11,6,0,1.56039275175813e-14,"HB"
"entry18","75","ec:5.4.4.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.4.2","rn:R01717",732,519,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00130",1,5,2,1,2440,5384,45.3194650817236,0.00696864111498258,2,1,0.333333333333333,0.00089126559714795,1,1.3173712795899e-16,12,1,11,3,1.27231144700934e-14,2.31694564172536e-15,"NHB"
"entry34","91","ec:3.1.2.28","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.28","rn:R07262",799,925,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",1,5,2,1,1198,5384,22.2511144130758,0.024390243902439,1,0,0,0.000639386189258312,4,9.77941583067766e-17,11,1,11,2,0,9.71950913691144e-17,"NHB"
"entry37","94","ec:3.1.2.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.2.23","rn:R01301",377,519,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",0,0,0,0,450,5384,8.35809806835067,0.000580720092915215,2,6,1,0.000639386189258312,1,1.09088961903308e-16,14,1,11,4,1.89314428068899e-14,6.73421947616225e-15,"NHNB"
"entry38","96","ec:1.13.11.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.27","rn:R02521",382,189,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",1,5,2,1,2284,5384,42.4219910846954,0.00348432055749129,3,4,0.4,0.000641848523748395,5,2.68360322288512e-16,3,1,11,5,0.386769582800319,0.637744445088207,"HB"
"entry39","102","ec:2.5.1.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.39","rn:R05000 rn:R05615",482,697,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00130",1,5,2,1,3385,5384,62.87147102526,0.00580720092915215,3,6,0.6,0.000641848523748395,1,1.39714843347227e-16,14,1,11,5,1.81292619383623e-14,7.81125791879655e-15,"HB"
"entry47","110","ec:2.1.1.295","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.295","rn:R07501",653,268,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00130",0,0,0,0,211,5384,3.91901931649331,0.00174216027874564,1,5,0.833333333333333,0.000594530321046373,5,1,3,1,11,5,0.901103271326046,0.114140507093271,"HNB"
