"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry21","48","ec:1.4.3.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.16","rn:R00357",608,507,"rectangle",46,17,"#000000","#BFBFFF",1416,"irreversible","ec","00250",0,0,0,0,3408,5970,57.0854271356784,0,0,73,0.608333333333333,0.000362844702467344,5,0,3,2,4,16,1,3.84358105236423e-16,"HNB"
"entry22","49","ec:2.6.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.1","rn:R00355",608,528,"rectangle",46,17,"#000000","#BFBFFF",1417,"reversible","ec","00250",0,0,0,0,4272,5970,71.5577889447236,0,0,73,0.608333333333333,0.000362844702467344,5,0,3,2,4,16,1,3.84358105236423e-16,"HNB"
"entry23","50","ec:1.4.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.1","rn:R00359",678,445,"rectangle",46,17,"#000000","#BFBFFF",1418,"irreversible","ec","00250",0,0,0,0,243,5970,4.07035175879397,0,3,6,0.6,0.000384615384615385,5,0,4,2,4,5,0.0669254792006486,0.33054422426718,"NHNB"
"entry24","51","ec:1.4.3.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.15","rn:R00359",678,466,"rectangle",46,17,"#000000","#BFBFFF",1419,"irreversible","ec","00250",0,0,0,0,0,5970,0,0,3,6,0.6,0.000384615384615385,5,0,4,2,4,5,0.0669254792006486,0.33054422426718,"NHNB"
"entry27","55","ec:6.3.4.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.4.5","rn:R01954",415,348,"rectangle",46,17,"#000000","#BFBFFF",1420,"irreversible","ec","00250",0,0,0,0,5075,5970,85.0083752093802,0,15,80,0.761904761904762,0.000705218617771509,5,1.44252475902417e-17,3,2,4,15,5.49605363287384e-17,0.989090401632245,"NHNB"
"entry28","56","ec:6.3.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.4.4","rn:R01135",358,348,"rectangle",46,17,"#000000","#BFBFFF",1421,"irreversible","ec","00250",0,0,0,0,5655,5970,94.7236180904523,0.000565610859728507,15,94,0.783333333333333,0.00068073519400953,5,2.98779630113893e-18,3,2,4,16,0.0958541289077132,0.989324667681843,"HNB"
"entry29","57","ec:4.3.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.1","rn:R00490",284,442,"rectangle",46,17,"#000000","#BFBFFF",1422,"irreversible","ec","00250",0,0,0,0,2247,5970,37.6381909547739,0.000377073906485671,15,82,0.683333333333333,0.000657894736842105,5,1.49221728554377e-17,3,2,4,16,0.0958768319569794,1,"HNB"
"entry30","58","ec:4.3.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.2.1","rn:R01086",416,442,"rectangle",46,17,"#000000","#BFBFFF",1423,"irreversible","ec","00250",0,0,0,0,5058,5970,84.7236180904523,0.000188536953242836,1,1,0.333333333333333,0.000369822485207101,5,3.87613430003643e-17,4,2,4,3,0.192765522193433,0.0214709412619571,"NHNB"
"entry31","59","ec:4.3.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.2.2","rn:R01083",359,442,"rectangle",46,17,"#000000","#BFBFFF",1424,"irreversible","ec","00250",0,0,0,0,5651,5970,94.6566164154104,0,0,2,0.666666666666667,0.000362844702467344,5,3.01715753317193e-17,4,2,4,3,0.194869004075551,8.24154877415162e-17,"NHNB"
"entry33","61","ec:2.6.1.44","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.44","rn:R00369",143,395,"rectangle",46,17,"#000000","#BFBFFF",1425,"irreversible","ec","00250",0,0,0,0,1282,5970,21.4740368509213,0,1,0,0,0.00060790273556231,4,1.44252475902417e-17,4,2,4,1,3.3584291690792e-18,0.0332219759620464,"NHNB"
"entry34","63","ec:2.6.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.2","rn:R00258",55,426,"rectangle",46,17,"#000000","#BFBFFF",1426,"reversible","ec","00250",0,0,0,0,2594,5970,43.4505862646566,0,1,0,0,0.00060790273556231,2,1.44252475902417e-17,4,2,4,1,3.3584291690792e-18,0.0332219759620464,"NHNB"
"entry35","64","ec:2.6.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.12","rn:R00400",105,426,"rectangle",46,17,"#000000","#BFBFFF",1427,"reversible","ec","00250",0,0,0,0,0,5970,0,0,1,0,0,0.00060790273556231,1,1.44252475902417e-17,4,2,4,1,3.3584291690792e-18,0.0332219759620464,"NHNB"
"entry36","66","ec:1.4.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.1.1","rn:R00396",205,426,"rectangle",46,17,"#000000","#BFBFFF",1428,"irreversible","ec","00250",0,0,0,0,2804,5970,46.9681742043551,0,1,0,0,0.00060790273556231,3,1.44252475902417e-17,4,2,4,1,3.3584291690792e-18,0.0332219759620464,"NHNB"
"entry39","71","ec:2.1.3.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.3.2","rn:R01397",581,149,"rectangle",46,17,"#000000","#BFBFFF",1429,"irreversible","ec","00250",0,0,0,0,5463,5970,91.5075376884422,0,10,80,0.879120879120879,0.000561797752808989,5,0,3,2,4,14,0.378195062422122,0.840727777089702,"NHNB"
"entry40","72","ec:3.5.1.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.7","rn:R00484",581,179,"rectangle",46,17,"#000000","#BFBFFF",1430,"irreversible","ec","00250",0,0,0,0,0,5970,0,0,10,80,0.879120879120879,0.000561797752808989,5,0,3,2,4,14,0.378195062422122,0.840727777089702,"NHNB"
"entry51","85","ec:1.2.1.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.16","rn:R00713 rn:R00714",285,642,"rectangle",46,17,"#000000","#BFBFFF",1431,"irreversible","ec","00250",0,0,0,0,3658,5970,61.2730318257956,0,2,0,0,0.000384467512495194,6,1.44252475902417e-17,4,2,4,2,6.71685833815841e-18,4.69677342833669e-17,"NHNB"
"entry52","86","ec:1.2.1.24","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.24","rn:R00713",309,661,"rectangle",46,17,"#000000","#BFBFFF",1432,"irreversible","ec","00250",0,0,0,0,758,5970,12.6968174204355,0,2,0,0,0.000384467512495194,6,1.44252475902417e-17,4,2,4,2,6.71685833815841e-18,4.69677342833669e-17,"NHNB"
"entry55","89","ec:1.4.1.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.1.13","rn:R00114",655,671,"rectangle",46,17,"#000000","#BFBFFF",1433,"irreversible","ec","00250",0,0,0,0,3892,5970,65.1926298157454,0.00457875457875458,5,50,0.549450549450549,0.000417710944026733,6,0.508063220270941,3,2,4,19,9.85377278467669e-17,8.21783818873538e-16,"HNB"
"entry56","90","ec:1.4.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.1.14","rn:R00093",705,671,"rectangle",46,17,"#000000","#BFBFFF",1434,"irreversible","ec","00250",0,0,0,0,336,5970,5.62814070351759,0.0055842849960497,5,50,0.549450549450549,0.000417710944026733,6,0.687169541112153,3,2,4,20,0,9.3228094707035e-16,"HNB"
"entry57","92","ec:1.4.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.1.2","rn:R00243",576,653,"rectangle",46,17,"#000000","#BFBFFF",1435,"reversible","ec","00250",0,0,0,0,2105,5970,35.2596314907873,0.000567406449759391,3,23,0.638888888888889,0.000417188151856487,6,0.462681037476366,3,2,4,10,4.86560291116479e-17,4.66140473535175e-16,"NHNB"
"entry58","93","ec:1.4.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.1.3","rn:R00243 rn:R00248",551,672,"rectangle",46,17,"#000000","#BFBFFF",1436,"reversible","ec","00250",0,0,0,0,1701,5970,28.4924623115578,0.000881634705164117,4,23,0.638888888888889,0.000417536534446764,6,0.462681037476367,3,2,4,11,1.31957244177557e-16,5.38201791208344e-16,"NHNB"
"entry59","94","ec:1.4.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.1.4","rn:R00248",601,672,"rectangle",46,17,"#000000","#BFBFFF",1437,"reversible","ec","00250",0,0,0,0,2796,5970,46.8341708542714,0.000881634705164117,4,23,0.638888888888889,0.000417536534446764,6,0.462681037476367,3,2,4,11,1.31957244177557e-16,5.38201791208344e-16,"NHNB"
"entry61","97","ec:2.6.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.19","rn:R01648",352,708,"rectangle",46,17,"#000000","#BFBFFF",1438,"reversible","ec","00250",0,0,0,0,2658,5970,44.5226130653266,0.000565610859728507,1,0,0,0.000369822485207101,6,5.61846612642236e-17,3,2,4,4,0,1.57742862254552e-16,"NHNB"
"entry62","99","ec:4.1.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.15","rn:R00261",542,719,"rectangle",46,17,"#000000","#BFBFFF",1439,"irreversible","ec","00250",1,3,5,1,1461,5970,24.4723618090452,0,0,31,0.563636363636364,0.000362844702467344,6,1,2,2,4,11,7.16702944941333e-17,4.10587003832708e-16,"NHB"
"entry64","102","ec:6.3.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.2","rn:R00253",763,716,"rectangle",46,17,"#000000","#BFBFFF",1440,"irreversible","ec","00250",0,0,0,0,5566,5970,93.2328308207705,0.0010306686777275,9,53,0.679487179487179,0.000427167876975651,6,0,3,2,4,17,0,9.32890758278473e-16,"HNB"
"entry65","105","ec:3.5.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.2","rn:R00256",763,758,"rectangle",46,17,"#000000","#BFBFFF",1441,"irreversible","ec","00250",0,0,0,0,3985,5970,66.750418760469,0.00272750125691302,11,43,0.551282051282051,0.000436871996505024,6,4.72210087989555e-17,3,2,4,16,0,1.20523799220857e-15,"HNB"
"entry66","106","ec:3.5.1.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.38","rn:R00256",763,779,"rectangle",46,17,"#000000","#BFBFFF",1442,"irreversible","ec","00250",0,0,0,0,205,5970,3.43383584589615,0.00272750125691302,11,43,0.551282051282051,0.000436871996505024,6,4.41879583010609e-17,3,2,4,16,0,1.20523799220857e-15,"HNB"
"entry68","110","ec:6.3.5.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.5.5","rn:R00575",848,794,"rectangle",46,17,"#000000","#BFBFFF",1443,"irreversible","ec","00250",0,0,0,0,5492,5970,91.9932998324958,0.000377073906485671,8,28,0.777777777777778,0.000479616306954436,6,8.78659402336339e-18,4,2,4,9,2.56417637291625e-17,6.49308730613278e-16,"NHNB"
"entry70","113","ec:6.3.4.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.4.16","rn:R00149",778,833,"rectangle",46,17,"#000000","#BFBFFF",1444,"irreversible","ec","00250",0,0,0,0,163,5970,2.73031825795645,0,2,2,0.666666666666667,0.000455788514129444,6,1.61984106543874e-17,4,2,4,3,0,1.46222881429334e-16,"NHNB"
"entry72","116","ec:2.6.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.15","rn:R00576",848,634,"rectangle",46,17,"#000000","#BFBFFF",1445,"irreversible","ec","00250",0,0,0,0,0,5970,0,0.00238813474107592,2,30,0.666666666666667,0.000417188151856487,6,0.387105384344522,4,2,4,10,4.86560291116479e-17,4.66140473535175e-16,"NHNB"
"entry73","118","ec:3.5.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.3","rn:R00269",778,577,"rectangle",46,17,"#000000","#BFBFFF",1446,"irreversible","ec","00250",0,0,0,0,1866,5970,31.2562814070352,0.00201106083459025,1,8,0.533333333333333,0.000416319733555371,6,1,4,2,4,6,5.07883759361937e-18,2.60542066014759e-16,"NHNB"
"entry75","121","ec:1.2.1.88","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.88","rn:R00707 rn:R00708",676,793,"rectangle",46,17,"#000000","#BFBFFF",1447,"reversible","ec","00250",0,0,0,0,3987,5970,66.78391959799,0,9,31,0.861111111111111,0.000457456541628545,6,1.44252475902417e-17,3,2,4,9,0,7.13116124301096e-16,"NHNB"
"entry76","123","ec:2.6.1.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.16","rn:R00768",897,671,"rectangle",46,17,"#000000","#BFBFFF",1448,"irreversible","ec","00250",0,0,0,0,5679,5970,95.1256281407035,0,6,26,0.928571428571429,0.000456829602558246,6,3.83324268383545e-17,4,2,4,8,0,6.02618996104285e-16,"NHNB"
"entry77","125","ec:2.4.2.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.2.14","rn:R01072",896,770,"rectangle",46,17,"#000000","#BFBFFF",1449,"irreversible","ec","00250",0,0,0,0,5363,5970,89.8324958123953,0,8,26,0.928571428571429,0.000491642084562438,6,1.44252475902417e-17,4,2,4,8,2.68674333526336e-17,5.38811602416467e-16,"NHNB"
"entry94","159","ec:2.6.1.96","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.96","rn:R10178",352,729,"rectangle",46,17,"#000000","#BFBFFF",1450,"reversible","ec","00250",0,0,0,0,371,5970,6.214405360134,0.000565610859728507,1,0,0,0.000369822485207101,6,6.72201425716614e-17,3,2,4,4,0,1.57742862254552e-16,"NHNB"
"entry95","160","ec:1.2.1.79","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.79","rn:R00714",259,661,"rectangle",46,17,"#000000","#BFBFFF",1451,"irreversible","ec","00250",0,0,0,0,3650,5970,61.1390284757119,0,2,0,0,0.000384467512495194,6,1.44252475902417e-17,4,2,4,2,6.71685833815841e-18,4.69677342833669e-17,"NHNB"
"entry96","162","ec:3.5.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.15","rn:R00488",581,241,"rectangle",46,17,"#000000","#BFBFFF",1452,"irreversible","ec","00250",0,0,0,0,285,5970,4.77386934673367,0.00678733031674208,4,80,0.588235294117647,0.000408830744071954,5,0,2,2,4,17,0.811784347671819,0.426292696258776,"HNB"
"entry97","164","ec:6.3.2.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.41","rn:R10678",745,200,"rectangle",46,17,"#000000","#BFBFFF",1453,"irreversible","ec","00250",0,0,0,0,152,5970,2.54606365159129,0.00578179989944696,3,0,0,0.000435540069686411,7,0,3,2,4,4,0.0426798026565411,0.0933902215549559,"NHNB"
"entry100","168","ec:6.3.2.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.42","rn:R10693",876,210,"rectangle",46,17,"#000000","#BFBFFF",1454,"irreversible","ec","00250",0,0,0,0,67,5970,1.12227805695142,0,0,0,0,0.000362844702467344,7,0,4,2,4,2,0.0179099138968427,3.84358105236423e-17,"NHNB"
"entry101","170","ec:3.4.17.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.4.17.21","rn:R10687",745,241,"rectangle",46,17,"#000000","#BFBFFF",1455,"irreversible","ec","00250",0,0,0,0,109,5970,1.82579564489112,0.00295374560080442,2,0,0,0.000425894378194208,7,0,3,2,4,3,0.0426798026565411,0.0914168820230479,"NHNB"
"entry102","172","ec:3.4.17.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.4.17.21","rn:R10688",876,241,"rectangle",46,17,"#000000","#BFBFFF",1456,"irreversible","ec","00250",0,0,0,0,109,5970,1.82579564489112,0,0,0,0,0.000362844702467344,7,0,4,2,4,2,0.0179099138968427,4.80447631545529e-17,"NHNB"
"entry104","175","ec:6.3.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.17","rn:R10677",831,558,"rectangle",46,17,"#000000","#BFBFFF",1457,"irreversible","ec","00250",0,0,0,0,152,5970,2.54606365159129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry106","177","ec:6.3.2.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.2.42","rn:R10678",745,221,"rectangle",46,17,"#000000","#BFBFFF",1458,"irreversible","ec","00250",0,0,0,0,67,5970,1.12227805695142,0.00295374560080442,2,0,0,0.000425894378194208,7,0,3,2,4,3,0.0426798026565411,0.0914168820230479,"NHNB"
"entry110","183","ec:3.5.1.111","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.111","rn:R00269",778,598,"rectangle",46,17,"#000000","#BFBFFF",1459,"irreversible","ec","00250",0,0,0,0,0,5970,0,0,6,8,0.533333333333333,0.000426985482493595,6,1.44252475902417e-17,4,2,4,6,3.52223124353311e-17,6.11482731297759e-16,"NHNB"
