"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","27","ec:4.2.3.33","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.33","rn:R09115",854,355,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,2,108,1.85185185185185,0,4,10,1,0.000273522975929978,1,0.0366116523516815,7,1,8,5,0.115982248214873,0.058013037769157,"NHNB"
"entry72","169","ec:4.2.3.132","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.132","rn:R06303",958,627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,0,108,0,0,5,28,1,0.000600240096038415,2,0.169194173824159,7,1,8,9,0.260010697722666,0.162852370593596,"HNB"
"entry73","170","ec:4.2.3.32","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.32","rn:R06304",1049,627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,0,108,0,0.0101126472094214,7,28,1,0.000610500610500611,2,0.239276695296637,7,1,8,12,0.286059576835934,0.213727685918266,"HNB"
"entry74","171","ec:4.2.3.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.29","rn:R09120",660,239,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,2,108,1.85185185185185,0.00460829493087558,2,10,0.666666666666667,0.000264410364886304,3,0,6,1,8,6,0.16812595948524,0.0188250497213092,"NHB"
"entry75","172","ec:4.2.3.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.18","rn:R06301",778,627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,0,108,0,0.0083205325140809,8,28,0.777777777777778,0.000614628149969269,2,0.0183058261758407,7,1,8,9,0.0310820700942647,0.217488204174818,"HB"
"entry76","173","ec:4.2.3.32","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.32","rn:R06302",867,627,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,0,108,0,0.0101126472094214,7,28,1,0.000610500610500611,2,0.239276695296637,7,1,8,12,0.286059576835934,0.213727685918266,"HNB"
"entry77","174","ec:4.2.3.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.30","rn:R09121",745,239,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,2,108,1.85185185185185,0,0,10,1,0.000248015873015873,3,0,6,1,8,5,0.17113710045116,4.56597759297659e-17,"NHNB"
"entry78","175","ec:4.2.3.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.42","rn:R06313",1008,355,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,0,108,0,0,2,10,1,0.000268744961031981,4,0.0814049103813637,7,1,8,5,0.132335639868544,0.0299198911611291,"NHNB"
"entry79","176","ec:5.5.1.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.5.1.13","rn:R02068",364,185,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,95,108,87.962962962963,0.0204813108038914,15,65,0.541666666666667,0.00099502487562189,5,0,5,1,8,16,0.0115704854382832,0.885604686394673,"HB"
"entry80","177","ec:5.5.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.5.1.12","rn:R06298",778,185,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,1,108,0.925925925925926,0.0384024577572965,17,83,0.485380116959064,0.000620732464307883,6,0.106694173824159,6,1,8,20,0.210630645938802,1,"HB"
"entry81","178","ec:4.2.3.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.8","rn:R02064",940,185,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,1,108,0.925925925925926,0,9,55,1,0.000367242012486228,6,0.0441941738241592,6,1,8,11,0.301609908116615,0.759146974993684,"HNB"
"entry82","179","ec:4.2.3.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.17","rn:R06305",95,185,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,0,108,0,0.0153609831029186,8,55,0.833333333333333,0.000358937544867193,6,0.0624999999999999,6,1,8,12,0.430617524164089,0.712598148331454,"HB"
"entry83","180","ec:5.5.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.5.1.14","rn:R06312",854,185,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,1,108,0.925925925925926,0.0232974910394265,12,65,0.541666666666667,0.000351864883884588,6,0.0883883476483184,6,1,8,16,0.537021346484382,0.725097766642324,"HB"
"entry84","181","ec:1.14.99.37","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.99.37","rn:R06306",95,239,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,0,108,0,0.010752688172043,2,1,0.333333333333333,0.000373134328358209,7,0,7,1,8,3,0.000135741238630601,0.0473827803407048,"NHB"
"entry85","182","ec:4.2.3.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.19","rn:R05092",364,239,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,94,108,87.037037037037,0.0128008192524322,5,10,0.666666666666667,0.0010183299389002,3,0,6,1,8,6,2.9984614541867e-16,0.0723363556009281,"NHB"
"entry86","183","ec:2.3.1.162","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.162","rn:R06307",224,297,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,0,108,0,0.00588837685611879,2,1,0.333333333333333,0.000379075056861259,7,0,8,1,8,3,1.49923072709335e-16,0.000848627013936181,"NHB"
"entry87","184","ec:1.14.14.86","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.86","rn:R06291",364,297,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,106,108,98.1481481481482,0,2,0,0,0.0011037527593819,8,0,7,1,8,2,1.21331066974434e-16,1.2925917124553e-17,"NHB"
"entry88","185","ec:1.14.14.106","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.106","rn:R06308",95,297,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,0,108,0,0,0,1,1,0.000248015873015873,7,0,8,1,8,2,0.00771480387460369,3.961588336132e-17,"NHNB"
"entry89","186","ec:1.14.14.105","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.105","rn:R06309",224,349,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,1,0.5,0,108,0,0,2,0,0,0.000394477317554241,9,0,9,1,8,2,1.21331066974434e-16,3.961588336132e-17,"NHB"
"entry90","187","ec:1.14.14.86","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.86","rn:R06292",364,356,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,106,108,98.1481481481482,0,2,0,0,0.0011037527593819,8,0,7,1,8,2,1.21331066974434e-16,1.2925917124553e-17,"NHB"
"entry91","188","ec:1.14.14.86","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.86","rn:R06293",364,416,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,106,108,98.1481481481482,0,2,0,0,0.0011037527593819,8,0,7,1,8,2,1.21331066974434e-16,1.2925917124553e-17,"NHB"
"entry92","189","ec:1.14.14.107","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.107","rn:R06294",364,473,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,90,108,83.3333333333333,0,0,0,0,0.000248015873015873,8,0,8,1,8,2,8.92575392221178e-17,3.961588336132e-17,"NHB"
"entry93","190","ec:2.3.1.166","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.166","rn:R06310",95,467,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",0,0,0,0,0,108,0,0,0,0,0,0.000248015873015873,10,0,1,1,8,1,5.2647151549138e-17,1.980794168066e-17,"NHNB"
"entry94","191","ec:1.14.14.107","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.107","rn:R06295",364,534,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00904",1,3,2,1,90,108,83.3333333333333,0,0,0,0,0.000248015873015873,8,0,8,1,8,2,8.92575392221178e-17,3.961588336132e-17,"NHB"
