"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry","56","ec:1.1.3.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.17","rn:R08211",162,547,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,28,6077,0.460753661346059,0.0229521583999196,3,8,0.380952380952381,0.00108342361863489,1,0,10,1,13,7,0.00770377933056294,0.0044996305956451,"NHNB"
"entry1","57","ec:5.1.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.1.18","rn:R00589",688,222,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,232,6077,3.8176731940102,0,0,37,0.822222222222222,0.000219490781387182,21,0.512363828180186,8,1,13,10,0.380002791927452,1.25775171465021e-16,"NHNB"
"entry3","59","ec:1.14.11.55","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.11.55","rn:R08050",1023,930,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,415,6077,6.8290274806648,0,0,1,1,0.000219490781387182,28,9.55812709034496e-06,11,1,13,2,1.5087401184292e-17,2.51550342930041e-17,"NHNB"
"entry4","60","ec:1.14.15.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.7","rn:R07409",99,464,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,435,6077,7.15813723876913,0.000113071008593397,1,1,1,0.00102249488752556,2,0,11,1,13,2,0.000497259256377075,0.000695831187391822,"NHNB"
"entry8","64","ec:4.2.1.108","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.108","rn:R06979",915,931,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,609,6077,10.0213921342768,0,3,1,0.333333333333333,0.000248323814253787,3,0,10,1,13,3,4.13921549733553e-17,3.77325514395062e-17,"NHNB"
"entry9","65","ec:2.3.1.178","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.178","rn:R06978",792,931,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,536,6077,8.82014151719599,0.00113071008593397,3,3,0.5,0.000244379276637341,4,0,9,1,13,4,3.0174802368584e-17,6.77624893179378e-17,"NHNB"
"entry10","66","ec:2.6.1.76","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.76","rn:R06977",663,930,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",1,3,3,1,1229,6077,20.2237946355109,0.054726368159204,4,4,0.4,0.000240558094779889,5,0.00136158250552843,8,1,13,9,0,1.30650075050448e-16,"NHB"
"entry11","67","ec:1.1.3.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.3.17","rn:R01022",99,483,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,28,6077,0.460753661346059,0.0229521583999196,3,8,0.380952380952381,0.00108342361863489,1,0,10,1,13,7,0.00770377933056294,0.0044996305956451,"NHNB"
"entry12","68","ec:1.1.99.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.99.1","rn:R01025",149,464,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,2004,6077,32.9767977620536,0,2,1,1,0.0011001100110011,6,0,11,1,13,2,2.44679277827507e-17,0.00075542580858657,"NHNB"
"entry13","69","ec:3.1.3.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.38","rn:R01511",243,201,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,0,6077,0,0.0236883763003166,4,6,0.4,0.000677048070412999,7,0.00199351430141076,10,1,13,6,2.23157486996143e-05,0.00482104945295813,"NHNB"
"entry14","70","ec:1.2.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.8","rn:R02565 rn:R02566",162,526,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,2203,6077,36.2514398551917,0.0169619076335494,4,8,0.380952380952381,0.001085776330076,1,0,10,1,13,7,0.000659791942775336,0.00452986422210894,"NHNB"
"entry15","71","ec:2.7.1.31","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.31","rn:R01514",292,186,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,518,6077,8.52394273490209,0.0236883763003166,4,6,0.4,0.000677048070412999,8,0.00199351430141073,10,1,13,6,2.23157486996143e-05,0.00482104945295813,"NHNB"
"entry18","74","ec:2.1.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.5","rn:R02821",247,537,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,220,6077,3.62020733914761,0.00930212683944027,5,7,0.466666666666667,0.00113895216400911,9,0,9,1,13,6,0.000497259256377171,0.0679721503031191,"NHNB"
"entry20","76","ec:2.6.1.45","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.45","rn:R00588",561,381,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,1263,6077,20.7832812242883,0.128439291498993,20,154,0.513333333333333,0.000742390497401633,10,0.585225109339287,8,1,13,31,0.640396858333491,1,"HNB"
"entry21","77","ec:2.6.1.51","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.51","rn:R00585",258,301,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,1301,6077,21.4085897646865,0.0646841549826624,10,43,0.651515151515151,0.000738007380073801,11,0.163723813294753,8,1,13,13,0.167433849776982,0.223681044297395,"NHNB"
"entry23","79","ec:2.1.1.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.2","rn:R01883",435,462,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,164,6077,2.69870001645549,0,2,0,0,0.000757002271006813,12,0,9,1,13,2,2.44679277827507e-17,0.0512819836440029,"NHNB"
"entry24","80","ec:1.1.1.95","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.95","rn:R01513",403,193,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,5109,6077,84.0710877077505,0.0663161465400271,2,4,0.4,0.000684462696783025,13,0.000722202118837417,10,1,13,5,0.00106960809516959,9.85646373642261e-05,"NHNB"
"entry25","81","ec:1.1.1.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.29","rn:R01388",139,182,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,1303,6077,21.441500740497,0.0251017639077341,1,2,0.333333333333333,0.000638162093171666,14,0.0303787951971873,9,1,13,4,0.0256127086808863,1.02846769382306e-06,"NHNB"
"entry26","82","ec:1.5.8.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.8.4","rn:R01565",335,547,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,321,6077,5.28221161757446,0.000763229308005427,7,14,0.5,0.000879507475813544,15,0,9,1,13,8,0.00746154393527178,0.147585644829104,"NHNB"
"entry27","83","ec:4.2.1.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.22","rn:R01290",460,326,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",1,3,1,0.333333333333333,1697,6077,27.9249629751522,0.0112715642566389,11,43,0.781818181818182,0.000735294117647059,16,0.163723813294753,8,1,13,14,0.160471855622776,0.287102464470523,"NHB"
"entry28","84","ec:4.4.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.4.1.1","rn:R01001",460,390,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,1386,6077,22.8073062366299,0,0,0,0,0.000219490781387182,31,0.0296565930783499,9,1,13,1,0.0315162554519523,1.40011340140987e-17,"NHNB"
"entry29","85","ec:2.1.4.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.4.1","rn:R00565",519,460,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,344,6077,5.66068783939444,0.0125053429157907,10,109,0.801470588235294,0.000710732054015636,10,0.334445898548767,8,1,13,17,0.529902765531966,0.69696174438459,"HNB"
"entry30","86","ec:2.7.2.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.2.4","rn:R00480",388,931,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,5418,6077,89.1558334704624,0,1,0,0,0.00024390243902439,17,0,9,1,13,1,1.22339638913753e-17,1.69406223294845e-17,"NHNB"
"entry32","88","ec:2.6.1.52","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.52","rn:R04173",532,194,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,4327,6077,71.2028961658713,0.0676164631388512,1,0,0,0.000700770847932726,18,0.000130818198817069,9,1,13,2,1.08197897062006e-05,0.0189259133542999,"NHNB"
"entry33","89","ec:1.5.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.3.1","rn:R00610",489,526,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,1514,6077,24.9136086884976,0.0227995859610514,11,90,0.588235294117647,0.000721500721500722,19,0.248769038413083,8,1,13,18,0.403347652557557,0.716031778800048,"HNB"
"entry34","90","ec:1.5.8.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.5.8.3","rn:R00611",489,547,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,230,6077,3.78476221819977,0.0227995859610514,11,90,0.588235294117647,0.000721500721500722,20,0.248769038413083,8,1,13,18,0.403347652557557,0.716031778800048,"HNB"
"entry35","91","ec:3.1.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.3","rn:R00582",595,218,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,4007,6077,65.9371400362021,0.0236883763003166,4,6,0.4,0.000677048070412999,7,0.00199351430141076,10,1,13,6,2.23157486996143e-05,0.00482104945295813,"NHNB"
"entry36","92","ec:2.1.2.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.2.1","rn:R00945",591,405,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,5907,6077,97.2025670561132,0.0696929797676066,18,155,0.476923076923077,0.000736919675755343,10,0.307439282373464,8,1,13,26,0.407917881881633,0.963759953693104,"HNB"
"entry37","93","ec:4.3.1.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.19","rn:R00996",540,750,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,4647,6077,76.4686522955406,0.0710566658327852,8,47,0.516483516483517,0.000734214390602056,21,0.357209629652237,7,1,13,15,0.301511391885879,0.260126092838309,"NHNB"
"entry38","94","ec:4.1.2.48","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.2.48","rn:R00751",573,703,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,3191,6077,52.5094619055455,0.0487095145168415,11,121,0.636842105263158,0.000724112961622013,10,0.526631541262618,7,1,13,21,0.796935489907313,0.638905319977754,"HNB"
"entry40","96","ec:1.4.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.3","rn:R00366",639,462,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,538,6077,8.85305249300642,0,0,73,0.935897435897436,0.000219490781387182,10,0.999999999999999,8,1,13,13,0.967028231495703,1.80960143636456e-16,"NHNB"
"entry41","97","ec:4.2.3.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.1","rn:R01466",598,785,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",1,3,3,1,5066,6077,83.3635017278262,0.0759837177747626,2,6,0.6,0.000685400959561343,22,0.196304596041226,6,1,13,5,0.189553440277026,0.0176442007175106,"NHB"
"entry42","98","ec:2.6.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.4","rn:R00372",663,495,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,98,6077,1.61263781471121,0.128439291498993,20,154,0.513333333333333,0.000742390497401633,10,0.585225109339287,8,1,13,31,0.640396858333491,1,"HNB"
"entry43","99","ec:1.1.1.103","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.103","rn:R01465",725,722,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,1710,6077,28.13888431792,0.0200587969244686,1,10,0.666666666666667,0.000683526999316473,22,0.281469968356875,7,1,13,6,0.193407968964795,0.0764959924186485,"NHNB"
"entry46","102","ec:2.3.1.29","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.29","rn:R00371",661,679,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,2415,6077,39.7400032910976,0.0350392709958517,7,114,0.745098039215686,0.000706214689265537,10,0.608305164283158,8,1,13,18,0.846912664944797,0.497387886749011,"HNB"
"entry47","103","ec:1.2.1.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.11","rn:R02291",526,931,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",1,3,1,0.333333333333333,5434,6077,89.4191212769459,0.00135685210312076,2,1,0.333333333333333,0.000240326844508532,23,0.000246634240288519,8,1,13,4,3.0174802368584e-17,3.28576478540787e-17,"NHB"
"entry48","104","ec:5.1.1.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.1.10","rn:R00589",688,243,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,0,6077,0,0.00602345415778252,3,37,0.822222222222222,0.000712250712250712,21,0.364188870829939,8,1,13,10,0.330251735005003,0.0557132635639713,"NHNB"
"entry49","105","ec:4.3.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.17","rn:R00220",689,284,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,3979,6077,65.476386374856,0.0162504576683681,5,37,0.822222222222222,0.000720461095100865,21,0.334291814345249,9,1,13,11,0.294754100509724,0.131532620044867,"NHNB"
"entry53","109","ec:2.7.1.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.39","rn:R01771",598,843,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",1,3,3,1,4607,6077,75.8104327793319,0.0680687471732248,1,0,0,0.000243842965130456,23,0.0355582087116651,6,1,13,2,0.00193686647059654,2.51550342930041e-17,"NHB"
"entry55","111","ec:1.4.4.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.4.2","rn:R03425",777,537,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,4244,6077,69.8370906697384,0.0141381835411686,5,111,0.725490196078431,0.000236910684671879,10,0.869071078631498,8,1,13,18,1,0.277114245248804,"HNB"
"entry56","112","ec:2.3.1.37","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.37","rn:R00830",725,585,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,1022,6077,16.8175086391312,6.7842605156038e-05,4,109,0.908333333333333,0.000240615976900866,10,0.735791353872776,8,1,13,16,0.961320297376337,0.352359053732468,"NHNB"
"entry57","113","ec:1.1.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.3","rn:R01773 rn:R01775",598,899,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",1,3,3,1,5066,6077,83.3635017278262,0.0597014925373134,1,1,0.333333333333333,0.000240269101393561,23,0.00673224947421095,7,1,13,4,1.14137491716668e-17,5.03100685860083e-17,"NHB"
"entry58","114","ec:4.3.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.18","rn:R00221",787,265,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,1151,6077,18.9402665789041,0.00100363980960996,2,4,0.666666666666667,0.000710732054015636,21,0.126521347362189,8,1,13,4,0.0205546445274369,0.0615566468610835,"NHNB"
"entry59","115","ec:1.4.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.4","rn:R02529",817,704,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,1275,6077,20.9807470791509,0,1,0,0,0.000222766763198931,24,0,2,1,13,1,1.22339638913753e-17,1.69406223294845e-17,"NHNB"
"entry60","116","ec:1.1.1.81","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.81","rn:R01388 rn:R01392",139,203,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,1946,6077,32.0223794635511,0.0251017639077341,1,2,0.333333333333333,0.000638162093171666,25,0.0303787951971873,9,1,13,4,0.0256127086808863,1.02846769382306e-06,"NHNB"
"entry61","117","ec:1.4.3.21","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.4.3.21","rn:R02529",867,704,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,805,6077,13.2466677636992,0,1,0,0,0.000222766763198931,24,0,2,1,13,1,1.22339638913753e-17,1.69406223294845e-17,"NHNB"
"entry62","118","ec:1.1.1.75","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.75","rn:R03759",886,679,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",1,3,1,0.333333333333333,0,6077,0,0,0,0,0,0.000219490781387182,24,0,1,1,13,2,1.02901278643605e-17,2.80022680281975e-17,"NHB"
"entry64","120","ec:2.1.2.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.2.10","rn:R04125",884,484,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,4297,6077,70.7092315287148,0.00139454243931856,1,2,0.666666666666667,0.000222766763198931,26,0.213110654624027,9,1,13,3,0.136215160359953,0.00277513534225044,"NHNB"
"entry65","121","ec:2.7.3.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.3.5","rn:R03691",915,233,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00260",0,0,0,0,0,6077,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry67","123","ec:1.8.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.8.1.4","rn:R03815",1019,505,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00260",0,0,0,0,5516,6077,90.7684712851736,0,0,1,1,0.000219490781387182,26,0.196024161996544,9,1,13,2,0.0307244496603826,2.80022680281975e-17,"NHNB"
