"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry13","64","ec:4.2.3.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.11","rn:R02006",975,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,11,119,0.991666666666667,0.00105042016806723,1,0.0415939575148965,8,1,11,16,0.440668882304265,0.871963337554379,"NHNB"
"entry14","65","ec:4.2.3.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.10","rn:R02004",917,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,10,119,0.991666666666667,0.0010482180293501,1,0.0545612270958609,8,1,11,16,0.519887799332184,0.821035556165809,"NHNB"
"entry15","66","ec:4.2.3.120","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.120","rn:R05766",859,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,9,119,0.991666666666667,0.00104602510460251,1,0.0715711531209781,8,1,11,16,0.594479866222628,0.762800797231704,"NHNB"
"entry16","67","ec:4.2.3.119","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.119","rn:R05765",801,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,8,119,0.991666666666667,0.00104384133611691,1,0.0938840680776235,8,1,11,16,0.663781235285018,0.697777333161468,"NHNB"
"entry17","68","ec:4.2.3.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.20","rn:R06120",742,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,1,89,1.12359550561798,0.0268270120259019,7,119,0.875,0.00104166666666667,1,0.123153223812183,8,1,11,17,0.733704904658492,0.625904203928262,"HB"
"entry18","69","ec:4.2.3.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.16","rn:R02013",572,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,6,89,6.74157303370786,0.0670675300647549,6,122,0.713450292397661,0.00103950103950104,1,0.161547287477933,8,1,11,19,0.805885468667955,0.546960325989086,"HB"
"entry19","70","ec:5.5.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.5.1.8","rn:R02007",1253,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0.0826395312981807,6,119,0.991666666666667,0.00105485232067511,1,0.21191102663523,8,1,11,17,0.833731296437619,0.497180740064464,"HNB"
"entry20","71","ec:1.1.1.275","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.275","rn:R06117",743,305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,1,0,0,0.00108108108108108,3,0,10,1,11,1,8.35237737433528e-18,8.41034766943597e-18,"NHNB"
"entry21","72","ec:1.1.1.243","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.243","rn:R03114",572,305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,1,0,0,0.00113507377979569,4,0,10,1,11,1,8.35237737433528e-18,0.00072845242701647,"NHNB"
"entry22","73","ec:1.1.1.223","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.223","rn:R03261",506,305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0,2,0,0,0.00113636363636364,4,0,10,1,11,2,1.67047547486706e-17,0.00146350535372207,"NHB"
"entry23","74","ec:1.14.14.53","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.53","rn:R06119",743,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0138760407030527,1,0,0,0.00106157112526539,3,7.65995237361912e-18,9,1,11,2,7.5440294427581e-18,0.0718731292332061,"NHB"
"entry24","75","ec:1.14.14.52","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.52","rn:R02470",641,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,3,3,1,0.00117647058823529,4,0,9,1,11,3,1.07016009697218e-17,0.0811228109481161,"NHNB"
"entry25","76","ec:1.14.14.51","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.51","rn:R02468",573,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0143385753931545,2,3,0.5,0.00111482720178372,4,3.2822353805219e-17,9,1,11,4,0.00743628563573713,0.0803943585210997,"NHB"
"entry26","77","ec:1.14.14.99","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.99","rn:R02469",506,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0138760407030527,1,3,0.5,0.00105932203389831,4,0,9,1,11,4,0.0148069901564497,0.078943877939176,"NHB"
"entry27","78","ec:1.1.1.208","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.208","rn:R02548",572,566,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,89,89,100,0,2,3,1,0.000462534690101758,5,1.85010024973184e-18,2,1,11,3,0,8.81522339429265e-19,"NHNB"
"entry28","79","ec:1.1.1.207","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.207","rn:R02177",505,566,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,1,3,1,0.000452693526482571,5,5.07689233103854e-18,2,1,11,3,1.07016009697218e-17,8.81522339429265e-19,"NHNB"
"entry29","80","ec:1.3.1.82","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.82","rn:R06417",506,372,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,0,0,0,0.000443262411347518,4,7.22711734500102e-18,11,1,11,1,0.00013296122003432,0,"NHNB"
"entry30","81","ec:4.2.3.116","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.116","rn:R09971",1137,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,4,119,0.991666666666667,0.00100806451612903,1,0.277976089296648,8,1,11,16,0.87890076411904,0.379192297404604,"NHNB"
"entry31","84","ec:4.2.3.108","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.108","rn:R06421",1031,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,48,89,53.9325842696629,0.0360777058279371,5,119,0.875,0.00100704934541793,1,0.529810384293748,8,1,11,19,0.948110264649626,0.382597302065093,"HB"
"entry32","85","ec:4.2.3.108","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.108","rn:R06422",1056,242,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,48,89,53.9325842696629,0.0360777058279371,5,119,0.875,0.00100704934541793,1,0.529810384293748,8,1,11,19,0.948110264649626,0.382597302065093,"HB"
"entry33","89","ec:1.1.1.241","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.241","rn:R02994",1056,374,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0129509713228492,1,0,0,0.000452693526482571,6,0.0514940508721015,10,1,11,2,7.5440294427581e-18,1.68206953388719e-17,"NHB"
"entry34","90","ec:1.14.13.51","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.51","rn:R02995",1056,437,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,0,0,0,0.000443262411347518,6,0.0160537077828022,11,1,11,1,3.77201472137905e-18,0,"NHNB"
"entry35","92","ec:1.3.1.81","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.81","rn:R06419",506,477,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.00138760407030527,5,3,0.5,0.000483558994197292,5,0,1,1,11,7,1.15306618948567e-18,0,"NHB"
"entry36","93","ec:1.3.1.81","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.81","rn:R06420",641,477,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.00138760407030527,5,3,0.5,0.000483558994197292,5,0,1,1,11,7,1.15306618948567e-18,0,"NHB"
"entry37","95","ec:1.14.14.143","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.143","rn:R08923",573,477,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,1,0,0,0.000482858522452921,5,1.62843926702437e-17,2,1,11,2,1.67047547486706e-17,0,"NHNB"
"entry38","97","ec:1.14.13.105","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.105","rn:R08925",640,566,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,0,3,1,0.000443262411347518,5,2.79796411834391e-17,2,1,11,3,1.07016009697218e-17,1.98137354886315e-17,"NHNB"
"entry39","98","ec:4.2.3.25","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.25","rn:R07631",285,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,17,89,19.1011235955056,0.0032377428307123,1,126,0.736842105263158,0.000983284169124877,1,0.978375034195617,8,1,11,19,1,0.095480915528154,"HNB"
"entry40","100","ec:5.4.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.4.4","rn:R09708",226,203,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0.0692260252852297,3,7,0.466666666666667,0.00105263157894737,1,0.216039585951055,7,1,11,6,0.108678874732997,0.148189184401379,"NHNB"
"entry41","101","ec:4.2.1.127","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.127","rn:R09702",332,203,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0.0358464384828862,4,5,0.5,0.00103626943005181,1,0.311758494640006,8,1,11,5,9.33410114780562e-05,0.113387767993052,"NHNB"
"entry42","104","ec:1.14.14.84","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.84","rn:R09922",285,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,1,89,1.12359550561798,0.022895467160037,3,4,0.666666666666667,0.00102986611740474,1,0.381212473803117,8,1,11,6,0.0384265698731944,0.112369506242663,"NHNB"
"entry43","105","ec:1.14.14.84","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.84","rn:R09923",426,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,1,89,1.12359550561798,0.022895467160037,3,4,0.666666666666667,0.00102986611740474,1,0.381212473803117,8,1,11,6,0.0384265698731944,0.112369506242663,"NHNB"
"entry44","107","ec:1.14.14.84","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.84","rn:R09924",350,404,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,1,89,1.12359550561798,0.022895467160037,3,4,0.666666666666667,0.00102986611740474,1,0.381212473803117,8,1,11,6,0.0384265698731944,0.112369506242663,"NHNB"
"entry46","109","ec:1.1.1.324","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.324","rn:R08499",156,309,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,89,89,100,0.0777058279370953,1,0,0,0.000503018108651911,7,0.0339648826122397,6,1,11,2,7.5440294427581e-18,1.68206953388719e-17,"NHB"
"entry47","110","ec:1.14.14.133","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.133","rn:R08784",1056,309,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0249768732654949,1,0,0,0.000462320850670365,6,0.165172887852062,9,1,11,2,0.0347594246478399,1.68206953388719e-17,"NHB"
"entry48","111","ec:4.2.3.111","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.111","rn:R06421",1081,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,1,89,1.12359550561798,0.000308356460067838,13,119,0.991666666666667,0.00111731843575419,1,1.6419335195392e-17,8,1,11,16,0.269062409161707,0.947022945370965,"NHNB"
"entry49","114","ec:1.14.14.31","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.31","rn:R11055",367,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0124884366327475,1,1,0.333333333333333,0.000452693526482571,1,0.408951853620209,9,1,11,3,0.0103947559881856,1.98137354886315e-17,"NHB"
"entry50","115","ec:1.1.1.386","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.386","rn:R10918 rn:R10919",367,305,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,0,0,0,0.000443262411347518,1,0.127494214264877,10,1,11,1,3.77201472137905e-18,0,"NHNB"
"entry51","116","ec:3.1.7.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.7.11","rn:R08396",131,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0.00462534690101758,15,107,0.786764705882353,0.00119047619047619,1,3.58285844007955e-17,7,1,11,17,0.180893854078489,0.970472084724594,"HNB"
"entry52","117","ec:3.6.1.68","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.68","rn:R11551",75,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,5,89,5.61797752808989,0,15,119,0.991666666666667,0.00125,1,2.0971942099592e-18,8,1,11,16,0.0908512016687618,0.991100290979287,"NHNB"
"entry53","120","ec:3.1.7.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.7.3","rn:R08529",1253,242,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.140148011100833,14,107,0.699346405228758,0.00107181136120043,1,0.133417238760169,7,1,11,19,0.325564659831931,0.941851059490582,"HB"
"entry54","122","ec:1.1.1.198","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.198","rn:R02944",1253,309,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,0,0,0,0.000443262411347518,1,0.0415939575148964,8,1,11,1,0.0855683005477157,0,"NHNB"
"entry55","123","ec:4.2.3.117","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.117","rn:R09972",1195,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,3,89,3.37078651685393,0,16,119,0.991666666666667,0.00132802124833997,1,0,8,1,11,16,1.33638037989365e-16,1,"NHNB"
"entry56","125","ec:1.3.1.99","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.99","rn:R12174 rn:R12175",156,378,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0670675300647549,1,0,0,0.000492610837438424,7,0.0105888406738164,7,1,11,2,7.5440294427581e-18,1.68206953388719e-17,"NHB"
"entry57","127","ec:2.4.1.323","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.323","rn:R10834",255,625,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0430157261794635,1,0,0,0.000472366556447803,7,0.00102916499279443,9,1,11,2,7.5440294427581e-18,0,"NHB"
"entry58","129","ec:2.4.1.324","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.324","rn:R10835",156,625,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",0,0,89,0,0,1,0,0,0.000472366556447803,2,0,11,1,11,1,8.35237737433528e-18,1.31434009567365e-17,"NHNB"
"entry59","130","ec:1.14.14.161","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.161","rn:R12182",205,558,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0555041628122109,1,0,0,0.000482392667631452,7,0.00330116102845187,8,1,11,2,7.5440294427581e-18,1.68206953388719e-17,"NHB"
"entry119","191","ec:1.14.14.161","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.161","rn:R12253",156,515,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0555041628122109,1,0,0,0.000482392667631452,7,0.00330116102845187,8,1,11,2,7.5440294427581e-18,1.68206953388719e-17,"NHB"
"entry120","192","ec:1.14.14.161","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.161","rn:R12231",156,447,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00902",1,0,89,0,0.0555041628122109,1,0,0,0.000482392667631452,7,0.00330116102845187,8,1,11,2,7.5440294427581e-18,1.68206953388719e-17,"NHB"
