"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry182","320","ec:6.3.1.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.10","rn:R07302",413,1167,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,2666,5667,47.044291512264,0.0010989010989011,5,6,0.4,9.42951438000943e-05,14,0,24,1,7,7,0,0,"NHB"
"entry183","321","ec:6.3.1.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.1.10","rn:R06529",368,1242,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,2666,5667,47.044291512264,0.0010989010989011,5,6,0.4,9.42951438000943e-05,14,0,24,1,7,7,0,0,"NHB"
"entry184","322","ec:2.1.1.132","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.132","rn:R05149",495,800,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,1460,5667,25.7631904005647,9.15750915750916e-05,1,0,0,9.0702947845805e-05,9,0,18,1,7,2,1.69381700139265e-18,0,"NHNB"
"entry185","323","ec:3.7.1.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.7.1.12","rn:R07772",337,629,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,1657,5667,29.2394565025587,0.000824175824175824,1,0,0,9.79719800137161e-05,12,0,16,1,7,2,1.69381700139265e-18,0,"NHNB"
"entry186","324","ec:2.1.1.195","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.195","rn:R07773",337,677,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,1411,5667,24.8985353802717,0,2,0,0,0.000103124677735382,12,0,17,1,7,2,2.56594076806179e-17,0,"NHNB"
"entry187","330","ec:1.14.14.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.18","rn:R00311",874,372,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00860",0,219,5667,3.8644785600847,0.00650946275946276,3,37,0.406593406593407,0.000105496360375567,6,0,19,1,7,14,0,7.01073324115822e-16,"HNB"
"entry193","338","ec:1.14.15.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.17","rn:R08921",1091,1068,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,105,5667,1.85283218634198,0,2,0,0,9.15750915750916e-05,17,0,1,1,7,2,2.56594076806179e-17,0,"NHB"
"entry195","341","ec:1.3.7.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.7.12","rn:R09032",1141,1120,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,91,5667,1.60578789482972,0,0,0,0,8.98472596585804e-05,17,0,2,1,7,1,0,0,"NHNB"
"entry197","344","ec:1.14.13.122","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.122","rn:R08204",905,1091,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,103,5667,1.81754014469737,0.00187423687423687,7,36,0.8,0.000111794298490777,1,0.368541086524094,23,1,7,10,0.349854868933821,0.66978724952009,"HNB"
"entry199","346","ec:2.5.1.62","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.62","rn:R09067",983,1182,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,360,5667,6.35256749602965,0.00410038374324089,8,30,0.666666666666667,0.000111806797853309,1,0.381802022944731,23,1,7,11,0.161205501407756,0.876442911374126,"HNB"
"entry200","348","ec:3.1.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.14","rn:R09068",939,1163,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,96,5667,1.69401799894124,0.00691304727019013,6,30,0.666666666666667,0.000111769308147983,1,0.556307913741734,23,1,7,11,0.378236109481666,0.710292940038462,"HNB"
"entry202","350","ec:1.1.1.294","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.294","rn:R09069 rn:R09070",906,1222,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,109,5667,1.9234162696312,0.000712541426827141,2,4,0.666666666666667,0.000111594688092847,1,0.151724601213377,24,1,7,4,0.151349582705758,0.0870388083473177,"NHNB"
"entry204","354","ec:1.1.1.294","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.294","rn:R08914 rn:R08915",906,1125,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,109,5667,1.9234162696312,0.000712541426827141,2,4,0.666666666666667,0.000111594688092847,1,0.151724601213377,24,1,7,4,0.151349582705758,0.0870388083473177,"NHNB"
"entry206","356","ec:1.3.7.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.7.15","rn:R09053",784,1037,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,126,5667,2.22339862361038,0.00179356357927787,7,35,0.777777777777778,0.000111794298490777,1,0.371576681634827,23,1,7,11,0.594299287225584,0.810410730459722,"HNB"
"entry207","358","ec:4.2.1.165","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.165","rn:R09059",783,976,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,124,5667,2.18810658196577,0.00208922030350602,6,35,0.777777777777778,0.000111769308147983,1,0.445553928387352,23,1,7,11,0.728203926101925,0.732356219579373,"HNB"
"entry210","363","ec:1.3.7.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.7.15","rn:R09060",872,976,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,126,5667,2.22339862361038,0.00179356357927787,7,35,0.777777777777778,0.000111794298490777,1,0.371576681634827,23,1,7,11,0.594299287225584,0.810410730459722,"HNB"
"entry211","364","ec:4.2.1.165","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.165","rn:R09054",874,1037,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,124,5667,2.18810658196577,0.00208922030350602,6,35,0.777777777777778,0.000111769308147983,1,0.445553928387352,23,1,7,11,0.728203926101925,0.732356219579373,"HNB"
"entry212","366","ec:1.1.1.396","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.396","rn:R09055",975,1006,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,127,5667,2.24104464443268,0.00274725274725275,1,1,0.333333333333333,9.15667063455728e-05,18,0.205215524123837,24,1,7,3,0.276239790627261,0,"NHB"
"entry216","373","ec:1.3.5.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.5.3","rn:R09489",625,295,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,968,5667,17.0813481559908,0.00148046398046398,2,1,0.166666666666667,0.000106723585912487,2,0,18,1,7,4,0,2.90923055694702e-16,"NHNB"
"entry217","374","ec:2.7.1.177","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.177","rn:R06531",137,1243,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,303,5667,5.34674430915828,0,1,0,0,9.60984047664809e-05,15,0,26,1,7,1,1.2829703840309e-17,0,"NHNB"
"entry218","376","ec:1.14.13.122","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.13.122","rn:R08203",804,1090,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,103,5667,1.81754014469737,0.00187423687423687,7,36,0.8,0.000111794298490777,1,0.368541086524094,23,1,7,10,0.349854868933821,0.66978724952009,"HNB"
"entry219","377","ec:1.17.7.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.7.2","rn:R09071",804,1222,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,105,5667,1.85283218634198,0.000320512820512821,2,4,0.666666666666667,0.000111408199643494,1,0.235598471017585,24,1,7,4,0.284112632412741,0.175482483599991,"NHNB"
"entry221","384","ec:2.5.1.133","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.133","rn:R11514",1106,1007,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,360,5667,6.35256749602965,0.00146520146520147,1,0,0,9.0702947845805e-05,19,0.0515381639420874,25,1,7,2,1.36766123410053e-17,0,"NHB"
"entry225","389","ec:2.1.1.333","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.333","rn:R09063",1052,867,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00860",1,12,5667,0.211752249867655,0,0,1,0.333333333333333,8.98472596585804e-05,20,0.0439896695006712,25,1,7,3,0.00591529180368053,1.45652580515099e-17,"NHB"
"entry229","394","ec:2.5.1.133","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.133","rn:R11517",1106,962,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,360,5667,6.35256749602965,0.00146520146520147,1,0,0,9.0702947845805e-05,19,0.0515381639420874,25,1,7,2,1.36766123410053e-17,0,"NHB"
"entry232","399","ec:1.3.1.111","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.111","rn:R11226",1220,1007,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,363,5667,6.40550555849656,0,0,0,0,8.98472596585804e-05,19,0.0129433791808002,26,1,7,1,7.67179335091754e-18,0,"NHNB"
"entry233","400","ec:1.3.1.111","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.111","rn:R11518",1220,962,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,363,5667,6.40550555849656,0,0,0,0,8.98472596585804e-05,19,0.0129433791808002,26,1,7,1,7.67179335091754e-18,0,"NHNB"
"entry234","401","ec:3.1.1.100","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.100","rn:R09061",818,892,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,17,5667,0.299982353979178,0.00389194139194139,5,35,0.636363636363636,0.000111644523836106,1,0.557451074104318,23,1,7,11,0.859335804935635,0.483414133338544,"HB"
"entry235","402","ec:2.1.1.331","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.331","rn:R11507",887,866,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,13,5667,0.229398270689959,0,1,2,0.666666666666667,9.15667063455728e-05,20,0.139999178763611,24,1,7,3,0.0921311101940768,0.0153075813178687,"NHNB"
"entry236","403","ec:4.2.1.169","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.169","rn:R11510",955,891,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00860",0,11,5667,0.19410622904535,0.00146520146520147,1,3,0.5,9.0702947845805e-05,20,0.175158802567327,24,1,7,4,0.0948720057377301,0.000954431284546463,"NHNB"
"entry240","408","ec:2.1.1.332","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.332","rn:R11508",888,805,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,13,5667,0.229398270689959,0,3,2,0.666666666666667,9.2464170134073e-05,20,0,25,1,7,3,5.64633045303459e-17,0.0311273509099037,"NHNB"
"entry241","409","ec:2.1.1.332","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.332","rn:R11509",888,745,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,13,5667,0.229398270689959,0,3,2,0.666666666666667,9.2464170134073e-05,20,0,25,1,7,3,5.64633045303459e-17,0.0311273509099037,"NHNB"
"entry242","410","ec:4.2.1.169","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.169","rn:R11511",955,831,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00860",0,11,5667,0.19410622904535,0.00146520146520147,1,3,0.5,9.0702947845805e-05,20,0.175158802567327,24,1,7,4,0.0948720057377301,0.000954431284546463,"NHNB"
"entry243","411","ec:4.2.1.169","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.169","rn:R11512",955,771,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00860",0,11,5667,0.19410622904535,0.00146520146520147,1,3,0.5,9.0702947845805e-05,20,0.175158802567327,24,1,7,4,0.0948720057377301,0.000954431284546463,"NHNB"
"entry244","412","ec:4.2.1.169","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.169","rn:R11513",955,710,"rectangle",46,17,"#000000","#BFBFFF",NA,"ec","00860",0,11,5667,0.19410622904535,0.00146520146520147,1,3,0.5,9.0702947845805e-05,20,0.175158802567327,24,1,7,4,0.0948720057377301,0.000954431284546463,"NHNB"
"entry245","413","ec:1.3.7.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.7.13","rn:R11519",701,734,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,101,5667,1.78224810305276,0.00343406593406593,2,3,0.5,0.000111470293166871,1,0.164154063095595,22,1,7,4,0.023640048809813,0.302178958469057,"NHNB"
"entry246","414","ec:1.3.3.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.3.15","rn:R04178",576,196,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,1936,5667,34.1626963119816,0.00299145299145299,1,2,0.333333333333333,0.000107874865156419,2,0,17,1,7,4,0,1.90738807098721e-17,"NHNB"
"entry248","418","ec:4.99.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.99.1.9","rn:R11329",736,196,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,4686,5667,82.6892535733192,0.00424297924297924,6,17,0.607142857142857,0.000106860440265014,6,0,18,1,7,8,0,2.30355755295999e-15,"HNB"
"entry249","420","ec:1.3.98.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.98.5","rn:R11522",781,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,438,5667,7.7289571201694,0.00256410256410256,6,24,0.857142857142857,0.000105663567202029,6,5.09296766489393e-17,19,1,7,8,0,2.03170837797516e-15,"HNB"
"entry250","421","ec:2.1.1.272","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.272","rn:R11580",422,536,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,83,5667,1.46461972825128,0,0,1,0.333333333333333,8.98472596585804e-05,9,0,15,1,7,3,0,0,"NHNB"
"entry251","422","ec:1.14.15.20","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.15.20","rn:R11579",874,393,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,636,5667,11.2228692429857,0.00780677655677656,7,37,0.406593406593407,0.00010564124234101,6,3.34535210324295e-17,19,1,7,14,0,9.72922499100652e-16,"HNB"
"entry252","423","ec:1.14.99.48","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.99.48","rn:R10468",874,330,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,362,5667,6.38785953767426,0.000267094017094017,4,36,0.8,0.000105607772732073,6,0,19,1,7,10,0,1.58816336002205e-15,"HNB"
"entry255","427","ec:4.99.1.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.99.1.11","rn:R11626",283,432,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,90,5667,1.58814187400741,0.000549450549450549,3,3,0.5,9.52018278750952e-05,9,0,16,1,7,4,0,0,"NHB"
"entry257","430","ec:6.3.5.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.5.12","rn:R11627",284,520,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,46,5667,0.81171695782601,0.000549450549450549,1,0,0,9.15667063455728e-05,21,0,17,1,7,2,0,0,"NHB"
"entry259","433","ec:6.3.3.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.3.3.7","rn:R11628",284,609,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",1,92,5667,1.62343391565202,0.000366300366300366,1,0,0,9.0702947845805e-05,21,0,18,1,7,2,1.36766123410053e-17,0,"NHB"
"entry261","436","ec:6.4.1.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?6.4.1.9","rn:R11629",284,699,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,91,5667,1.60578789482972,0,0,0,0,8.98472596585804e-05,21,0,19,1,7,1,1.53435867018351e-17,0,"NHNB"
"entry262","438","ec:1.3.7.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.7.6","rn:R09491",1057,413,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,0,5667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry264","440","ec:1.17.98.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.17.98.2","rn:R11710",1052,802,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,5,5667,0.0882301041115229,0,1,0,0,9.0702947845805e-05,20,0,26,1,7,1,1.2829703840309e-17,0.000954431284546454,"NHNB"
"entry266","442","ec:4.99.1.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.99.1.10","rn:R08584",745,1258,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,98,5667,1.72931004058585,0.00548643816500959,3,36,0.8,0.000111619600401831,1,1,23,1,7,12,0.936240601873933,0.143487829468065,"HNB"
"entry267","443","ec:4.99.1.10","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.99.1.10","rn:R09033",888,1068,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,98,5667,1.72931004058585,0.00548643816500959,3,36,0.8,0.000111619600401831,1,1,23,1,7,12,0.936240601873933,0.143487829468065,"HNB"
"entry270","448","ec:1.14.99.58","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.99.58","rn:R11816",874,285,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,327,5667,5.77024880889359,0.000236568986568987,7,30,0.833333333333333,0.0001056970721911,6,0,20,1,7,9,0,2.47338112673289e-15,"HNB"
"entry271","449","ec:1.14.99.58","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.99.58","rn:R11817",874,308,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,327,5667,5.77024880889359,0.000236568986568987,7,30,0.833333333333333,0.0001056970721911,6,0,20,1,7,9,0,2.47338112673289e-15,"HNB"
"entry272","450","ec:1.3.98.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.98.6","rn:R12002",831,241,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,123,5667,2.17046056114346,0,0,24,0.857142857142857,8.98472596585804e-05,6,2.10174639164153e-16,19,1,7,8,0,0,"HNB"
"entry273","454","ec:4.1.1.111","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.111","rn:R12000",243,224,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00860",0,40,5667,0.705840832892183,0,1,0,0,9.70496894409938e-05,22,0,17,1,7,1,1.2829703840309e-17,0,"NHNB"
