"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","dictID","reaction_type","org","pathway","is_bottleneck","bottleneckDisconnectedComponents","bottleneckImpact","bottleneckNormalizedImpact","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry30","72","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07116",935,1344,"rectangle",46,17,"#000000","#BFBFFF",6194,"irreversible","ec","00980",0,0,0,0,247,248,99.5967741935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry31","73","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07113",809,1407,"rectangle",46,17,"#000000","#BFBFFF",6195,"irreversible","ec","00980",0,0,0,0,247,248,99.5967741935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry32","75","ec:2.4.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.17","rn:R07106",445,1153,"rectangle",46,17,"#000000","#BFBFFF",6196,"reversible","ec","00980",0,0,0,0,236,248,95.1612903225807,0,1,0,0,0.000384467512495194,6,0,2,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry33","76","ec:1.2.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.2.1.5","rn:R07104",335,1074,"rectangle",46,17,"#000000","#BFBFFF",6197,"irreversible","ec","00980",0,0,0,0,152,248,61.2903225806452,0,1,0,0,0.000384467512495194,6,0,2,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry34","77","ec:1.1.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.1","rn:R07105",335,1153,"rectangle",46,17,"#000000","#BFBFFF",6198,"irreversible","ec","00980",1,12,1,0.5,245,248,98.7903225806452,0,0,0,0,0.000377073906485671,6,0,1,1,3,2,1.44717759908753e-17,0,"NHB"
"entry35","78","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07100",111,1164,"rectangle",46,17,"#000000","#BFBFFF",6199,"irreversible","ec","00980",1,12,1,0.5,248,248,100,0,0,0,0,0.000377073906485671,11,0,1,1,3,2,1.44717759908753e-17,0,"NHB"
"entry36","79","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07070",245,1409,"rectangle",46,17,"#000000","#BFBFFF",6200,"irreversible","ec","00980",0,0,0,0,248,248,100,0,1,0,0,0.000392003136025088,3,0,2,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry37","80","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07092",948,1104,"rectangle",46,17,"#000000","#BFBFFF",6201,"irreversible","ec","00980",0,0,0,0,248,248,100,0,1,0,0,0.000384467512495194,5,0,1,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry38","81","ec:3.3.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.9","rn:R07071 rn:R07072",290,1345,"rectangle",46,17,"#000000","#BFBFFF",6202,NA,"ec","00980",1,12,1,0.5,167,248,67.3387096774193,0.000392156862745098,1,0,0,0.000384467512495194,3,0,1,1,3,2,1.44717759908753e-17,0,"NHB"
"entry39","82","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07091",948,1061,"rectangle",46,17,"#000000","#BFBFFF",6203,"irreversible","ec","00980",0,0,0,0,248,248,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry47","90","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07093",948,1148,"rectangle",46,17,"#000000","#BFBFFF",6204,"irreversible","ec","00980",0,0,0,0,248,248,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry49","92","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07094",1093,1144,"rectangle",46,17,"#000000","#BFBFFF",6205,"irreversible","ec","00980",0,0,0,0,248,248,100,0,0,0,0,0.000377073906485671,5,0,1,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry50","93","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07069",245,1248,"rectangle",46,17,"#000000","#BFBFFF",6206,"irreversible","ec","00980",0,0,0,0,248,248,100,0,0,0,0,0.000377073906485671,3,0,2,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry52","104","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R07022 rn:R07021",820,865,"rectangle",46,17,"#000000","#BFBFFF",6207,NA,"ec","00980",1,12,1,0.5,115,248,46.3709677419355,0,3,1,0.333333333333333,0.00040016006402561,2,0,1,1,3,3,1.44717759908753e-17,0,"NHB"
"entry54","106","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07024 rn:R07023",942,943,"rectangle",46,17,"#000000","#BFBFFF",6208,NA,"ec","00980",0,0,0,0,248,248,100,0,0,0,0,0.000377073906485671,2,0,2,1,3,1,0,0,"NHNB"
"entry63","115","ec:3.3.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.9","rn:R07027",986,868,"rectangle",46,17,"#000000","#BFBFFF",6209,"irreversible","ec","00980",0,0,0,0,167,248,67.3387096774193,0,1,1,1,0.000384467512495194,2,0,2,1,3,2,2.89435519817506e-17,2.10258919886042e-17,"NHNB"
"entry64","116","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07025 rn:R07026",942,817,"rectangle",46,17,"#000000","#BFBFFF",6210,NA,"ec","00980",0,0,0,0,248,248,100,0,0,1,1,0.000377073906485671,2,0,2,1,3,2,1.44717759908753e-17,0,"NHNB"
"entry69","124","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R09405",128,758,"rectangle",46,17,"#000000","#BFBFFF",6211,"irreversible","ec","00980",1,12,1,0.5,59,248,23.7903225806452,0,4,1,0.166666666666667,0.000425894378194208,10,0,2,1,3,4,2.89435519817506e-17,0,"HB"
"entry70","126","ec:3.3.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.9","rn:R09410",255,876,"rectangle",46,17,"#000000","#BFBFFF",6212,"irreversible","ec","00980",0,0,0,0,167,248,67.3387096774193,0.000588235294117647,2,3,0.5,4e-04,10,0,3,1,3,4,0,0,"HNB"
"entry72","129","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R09404",127,927,"rectangle",46,17,"#000000","#BFBFFF",6213,"irreversible","ec","00980",0,0,0,0,15,248,6.04838709677419,0,0,2,0.333333333333333,0.000377073906485671,10,0,2,1,3,4,0,0,"HNB"
"entry73","131","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R09407",128,813,"rectangle",46,17,"#000000","#BFBFFF",6214,"irreversible","ec","00980",0,0,0,0,59,248,23.7903225806452,0,3,1,0.333333333333333,0.000416840350145894,10,0,3,1,3,3,1.44717759908753e-17,2.10258919886042e-17,"NHNB"
"entry74","134","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R09406",246,758,"rectangle",46,17,"#000000","#BFBFFF",6215,"irreversible","ec","00980",0,0,0,0,66,248,26.6129032258064,0,0,0,0,0.000377073906485671,10,0,3,1,3,1,0,0,"NHNB"
"entry82","144","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R09409",255,832,"rectangle",46,17,"#000000","#BFBFFF",6216,"irreversible","ec","00980",0,0,0,0,248,248,100,0.000588235294117647,1,3,0.5,0.000392003136025088,10,0,3,1,3,4,0,4.20517839772083e-17,"HNB"
"entry86","154","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R09408",103,865,"rectangle",46,17,"#000000","#BFBFFF",6217,"irreversible","ec","00980",0,0,0,0,59,248,23.7903225806452,0,3,1,0.333333333333333,0.000408329930583912,10,0,3,1,3,3,1.44717759908753e-17,6.30776759658125e-17,"NHNB"
"entry87","162","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R07085",433,165,"rectangle",46,17,"#000000","#BFBFFF",6218,"irreversible","ec","00980",0,0,0,0,112,248,45.1612903225806,0,2,1,1,4e-04,4,0,2,1,3,2,1.44717759908753e-17,0.318058738483844,"NHNB"
"entry88","163","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R07087",376,115,"rectangle",46,17,"#000000","#BFBFFF",6219,"irreversible","ec","00980",0,0,0,0,112,248,45.1612903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry89","164","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R07079 rn:R07080 rn:R07081",115,165,"rectangle",46,17,"#000000","#BFBFFF",6220,"irreversible","ec","00980",0,0,0,0,112,248,45.1612903225806,0,4,1,1,4e-04,4,0,2,1,3,4,2.89435519817506e-17,1,"HNB"
"entry100","175","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07084",373,203,"rectangle",46,17,"#000000","#BFBFFF",6221,"irreversible","ec","00980",0,0,0,0,248,248,100,0.000196078431372549,2,2,0.666666666666667,0.000392156862745098,4,0,2,1,3,3,0.0458237845484669,0.318728009687836,"NHNB"
"entry101","176","ec:2.5.1.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.18","rn:R07083",267,241,"rectangle",46,17,"#000000","#BFBFFF",6222,"irreversible","ec","00980",0,0,0,0,248,248,100,0,1,2,0.666666666666667,0.000392003136025088,4,0,2,1,3,3,0.288146678609772,0.304122686042339,"NHNB"
"entry102","177","ec:3.3.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.9","rn:R07082",316,176,"rectangle",46,17,"#000000","#BFBFFF",6223,"irreversible","ec","00980",1,12,2,1,167,248,67.3387096774193,0.00137254901960784,1,4,0.266666666666667,0.000384467512495194,4,0,1,1,3,10,1,0.014605323645497,"HB"
"entry103","183","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R09416",808,123,"rectangle",46,17,"#000000","#BFBFFF",6224,"irreversible","ec","00980",0,0,0,0,148,248,59.6774193548387,0,1,0,0,0.000392003136025088,8,0,2,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry105","186","ec:3.3.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.9","rn:R09417",914,123,"rectangle",46,17,"#000000","#BFBFFF",6225,"irreversible","ec","00980",1,12,1,0.5,167,248,67.3387096774193,0.000392156862745098,1,0,0,0.000384467512495194,8,0,1,1,3,2,1.44717759908753e-17,0,"NHB"
"entry106","189","ec:2.8.2.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.8.2.14","rn:R09444",964,176,"rectangle",46,17,"#000000","#BFBFFF",6226,"irreversible","ec","00980",0,0,0,0,51,248,20.5645161290323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry113","199","ec:3.3.2.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.3.2.9","rn:R09443",914,236,"rectangle",46,17,"#000000","#BFBFFF",6227,"irreversible","ec","00980",0,0,0,0,167,248,67.3387096774193,0,0,0,0,0.000377073906485671,9,0,1,1,3,1,7.23588799543766e-18,0,"NHNB"
"entry115","202","ec:1.14.14.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.14.1","rn:R09442",808,235,"rectangle",46,17,"#000000","#BFBFFF",6228,"irreversible","ec","00980",0,0,0,0,160,248,64.5161290322581,0,1,0,0,0.000384467512495194,9,0,1,1,3,1,7.23588799543766e-18,0,"NHNB"
