"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree"
"1",5695,"ec","00930",24,32,1,8,"ec:1.4.3.12","<30",0,7,4,15,6,1.75,2,2,0,5,5,0.4,1,1,0,NA,NA,NA
"2",5704,"ec","00930",24,32,1,8,"ec:1.1.1.174","<30",0,6,4,13,3,2.57142857142857,2,2,0,5,5,0.4,3,3,0,NA,NA,NA
"3",5705,"ec","00930",24,32,1,8,"ec:3.7.1.11","<30",0,5,4,12,3,2.30769230769231,2,2,0,4,4,0,5,5,0.4,NA,NA,NA
"4",5708,"ec","00930",24,32,1,8,"ec:1.14.13.22","<30",3.5405872193437,6,4,5,3,1.66666666666667,11,11,2.36363636363636,2,2,0,5,5,1.6,NA,NA,NA
"5",5710,"ec","00930",24,32,1,8,"ec:3.5.2.12","<30",0,2,4,17,5,2.33333333333333,2,2,0,2,2,0,2,2,0,NA,NA,NA
"6",5713,"ec","00930",24,32,1,8,"ec:3.5.1.46","<30",0.0863557858376511,2,4,17,5,2.33333333333333,2,2,0,3,3,0,1,1,0,NA,NA,NA
"7",5715,"ec","00930",24,32,1,8,"ec:1.14.13.66","<30",0,7,5,14,3,3.2,2,2,1,5,2,2,1,1,0,1,1,0
