"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree"
"11",4991,"ec","00860",130,277,1,34,"ec:1.2.1.70","30<=x<80",70.7076054349744,24,2,5.96302921884317e-05,0,2.97637420340564e-17,4,123,20,4.32258064516129,1,1,0,3,3,0.666666666666667,2,2,0,NA,NA,NA
"12",4993,"ec","00860",130,277,1,34,"ec:4.99.1.4","30<=x<80",58.5847891300512,20,4,6.2996094242157e-05,0.000423934108527132,0,4,123,19,3.95161290322581,3,3,0,2,2,1,1,1,0,NA,NA,NA
"13",5013,"ec","00860",130,277,1,34,"ec:1.16.8.1","<30",2.43515087347803,26,3,6.15195324515534e-05,0,2.65959995533651e-17,4,106,19,3.96261682242991,18,9,1.44444444444444,3,3,0,2,2,1,NA,NA,NA
"14",5014,"ec","00860",130,277,1,34,"ec:2.5.1.17","30<=x<80",69.75472031057,27,2,5.96302921884317e-05,0,0,4,107,17,4.53703703703704,17,5,2,3,3,0.666666666666667,2,2,0,NA,NA,NA
"15",5015,"ec","00860",130,277,1,34,"ec:6.3.5.10","30<=x<80",44.5209105346744,28,4,6.2007812984436e-05,0.000363372093023256,0,4,108,18,3.96330275229358,16,7,1.625,3,3,0,2,2,1,NA,NA,NA
"16",5020,"ec","00860",130,277,1,34,"ec:2.5.1.17","30<=x<80",70.0017646020822,32,3,5.96302921884317e-05,0,2.31265810058716e-17,4,120,19,4.36363636363636,4,4,1.5,3,3,0.666666666666667,2,2,0,NA,NA,NA
"17",5021,"ec","00860",130,277,1,34,"ec:2.7.7.62","30<=x<80",46.9737074289748,30,3,6.10314311870613e-05,0.000545058139534884,0,4,116,20,4.06837606837607,8,4,1,3,3,0,2,2,1,NA,NA,NA
"18",5022,"ec","00860",130,277,1,34,"ec:4.1.1.81","<30",14.0991706370214,30,2,6.3500127000254e-05,0.000484496124031008,0,4,123,17,4.03225806451613,3,3,0,1,1,0,2,2,1,NA,NA,NA
"19",5023,"ec","00860",130,277,1,34,"ec:2.7.8.26","30<=x<80",49.6559025939651,31,3,6.19962802231866e-05,0.00060562015503876,2.02940643554478e-17,5,117,20,4.06779661016949,2,2,1,5,5,0.8,3,3,0,2,2,1
"20",5024,"ec","00860",130,277,1,34,"ec:3.1.3.73","30<=x<80",37.1625198517734,32,2,6.24765712857678e-05,0.000363372093023256,0,4,123,19,4.04838709677419,1,1,0,3,3,0,2,2,1,NA,NA,NA
"21",5026,"ec","00860",130,277,1,34,"ec:1.16.1.4","<30",0,33,4,6.0562015503876e-05,0.000242248062015504,0,5,122,19,4.04878048780488,1,1,0,1,1,0,3,3,0,2,2,1
"22",5028,"ec","00860",130,277,1,34,"ec:6.3.1.10","30<=x<80",47.044291512264,29,5,6.30119722747322e-05,0.000847868217054264,9.00441425929526e-18,4,122,17,4.04878048780488,2,2,0,3,3,0,2,2,1,NA,NA,NA
"23",5033,"ec","00860",130,277,1,34,"ec:1.14.15.17","<30",1.85283218634198,1,2,6.0562015503876e-05,0,2.65959995533651e-17,4,125,19,4.28571428571429,2,2,1,1,1,0,1,1,0,NA,NA,NA
"24",5044,"ec","00860",130,277,1,34,"ec:1.1.1.396","<30",2.24104464443268,32,3,6.05583479682674e-05,0.00218023255813953,0.0900524167395532,4,122,19,4.27642276422764,3,3,0.666666666666667,2,2,0,2,2,1,NA,NA,NA
"25",5049,"ec","00860",130,277,1,34,"ec:2.5.1.133","<30",6.35256749602965,33,2,6.00925425154738e-05,0.00115067829457364,0.0260405789128458,4,123,19,4.29032258064516,3,3,0.666666666666667,2,2,1,1,1,0,NA,NA,NA
"26",5050,"ec","00860",130,277,1,34,"ec:2.1.1.333","<30",0.211752249867655,32,6,5.96302921884317e-05,0,0.0965656199018252,4,123,19,4.38709677419355,3,3,1.33333333333333,2,2,0,1,1,0,NA,NA,NA
"27",5054,"ec","00860",130,277,1,34,"ec:3.1.1.100","<30",0.299982353979178,30,11,7.28809853509219e-05,0.00371850775193798,0.731662340692586,4,115,18,4.22413793103448,3,3,0.666666666666667,9,4,1.55555555555556,2,2,1,NA,NA,NA
"28",5069,"ec","00860",130,277,1,34,"ec:4.99.1.11","<30",1.58814187400741,20,4,6.25e-05,0.000363372093023256,1.45000466021145e-17,4,121,20,4.27868852459016,3,3,0.666666666666667,2,2,0,3,3,0.666666666666667,NA,NA,NA
"29",5070,"ec","00860",130,277,1,34,"ec:6.3.5.12","<30",0.81171695782601,21,2,6.05583479682674e-05,0.000363372093023256,0,4,122,21,4.29268292682927,3,3,0.666666666666667,2,2,0,2,2,0,NA,NA,NA
"30",5071,"ec","00860",130,277,1,34,"ec:6.3.3.7","<30",1.62343391565202,22,2,6.00925425154738e-05,0.000242248062015504,7.09863495817316e-18,4,123,20,4.29032258064516,3,3,0.666666666666667,2,2,0,1,1,0,NA,NA,NA
