"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",336,"ec","00052",57,214,5,9,"ec:2.4.1.82",NA,1.86866922808243,7,11,0.000364033491081179,0.00730519480519481,0.901870105724421,2,47,7,6.75,9,3,4
"2",337,"ec","00052",57,214,5,9,"ec:2.4.1.123",NA,1.64163464896961,6,7,0.00031328320802005,0,0.242399487698591,2,46,6,7.27659574468085,10,3,6.4
