"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",1984,"ec","00331",5,4,2,4,"ec:6.3.3.4",">=70",100,3,2,0.0909090909090909,0.25,0,2,1,2,0,3,3,1.33333333333333
"2",1987,"ec","00331",5,4,2,4,"ec:3.5.3.22",">=70",100,3,2,0.0625,0.25,0,2,3,4,1,1,1,0
"3",1988,"ec","00331",5,4,2,4,"ec:1.14.11.21",">=70",100,2,2,0.0769230769230769,0.333333333333333,0,2,2,3,0.666666666666667,2,2,1
