"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree"
"1",425,"ec","00061",170,1063,2,8,"ec:1.14.19.2","<30",10.0255754475703,7,4,3.60737347137549e-05,0.0002465483234714,0,5,146,11,13.3469387755102,4,4,0.5,13,3,2.30769230769231,5,2,1.2,1,1,0
"2",434,"ec","00061",170,1063,2,8,"ec:4.2.1.59","30<=x<80",72.1057118499574,5,3,3.60724334463603e-05,0.0002465483234714,0,5,142,10,13.1468531468531,5,5,0,4,4,0.5,13,3,2.30769230769231,5,2,1.2
"3",436,"ec","00061",170,1063,2,8,"ec:1.1.1.100",">=80",91.9011082693947,4,3,3.48068221371389e-05,0,0.145215733476783,5,141,9,14.3239436619718,6,3,1.66666666666667,4,4,1,13,3,2.61538461538462,5,5,0.8
"4",558,"ec","00061",170,1063,2,8,"ec:1.14.19.2","<30",10.0255754475703,6,12,0.00010634903754121,0.00443103002554838,0.00668327163531901,5,146,11,13.4557823129252,1,1,0,4,4,0.5,13,3,2.30769230769231,5,2,1.2
"5",561,"ec","00061",170,1063,2,8,"ec:1.1.1.100",">=80",91.9011082693947,3,2,3.48068221371389e-05,0,0,5,148,11,13.9060402684564,4,4,2,13,2,2.92307692307692,3,3,1.33333333333333,1,1,0
"6",572,"ec","00061",170,1063,2,8,"ec:2.3.1.39",">=80",88.6445012787724,6,4,3.7180249851279e-05,0.000352211890673429,0,5,148,11,13.8791946308725,4,4,1,2,2,0,10,2,2.4,5,2,1.2
"7",573,"ec","00061",170,1063,2,8,"ec:1.1.1.100",">=80",91.9011082693947,4,3,3.62884203650615e-05,0.000986193293885602,0,5,148,11,13.8791946308725,4,4,1,5,5,1.2,7,7,2,5,2,1.2
"8",574,"ec","00061",170,1063,2,8,"ec:4.2.1.59","30<=x<80",75.4305200341006,4,4,3.60750360750361e-05,0.00105663567202029,0,5,148,11,13.8791946308725,4,4,1,6,3,1.66666666666667,6,6,2,5,2,1.2
"9",575,"ec","00061",170,1063,2,8,"ec:2.3.1.39",">=80",88.6445012787724,3,2,3.52199485788751e-05,7.04423781346858e-05,0,5,148,11,13.8791946308725,4,4,1,13,3,2.61538461538462,1,1,0,3,3,0.666666666666667
"10",576,"ec","00061",170,1063,2,8,"ec:2.3.1.179",">=80",85.5754475703325,2,2,3.50127796645776e-05,7.04423781346858e-05,0,5,148,11,13.8791946308725,4,4,1,13,3,2.61538461538462,2,2,1,2,2,0
