"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree"
"1",2326,"ec","00364",20,18,1,12,"ec:3.1.1.45",">=80",94.2869603139991,6,2,0.00308641975308642,0,0,4,6,4,0.857142857142857,8,5,0.75,2,2,1,3,3,0.666666666666667,NA,NA,NA
"2",2327,"ec","00364",20,18,1,12,"ec:3.1.1.45",">=80",94.2869603139991,8,2,0.00292397660818713,0,0,4,4,3,0.8,10,6,0.8,2,2,1,3,3,0.666666666666667,NA,NA,NA
"3",2328,"ec","00364",20,18,1,12,"ec:1.13.11.1","<30",29.3065852594854,10,2,0.00308641975308642,0,0,4,2,3,0.666666666666667,12,6,1.33333333333333,2,2,1,3,3,0.666666666666667,NA,NA,NA
"4",2330,"ec","00364",20,18,1,12,"ec:1.14.12.10","<30",21.325774095072,10,2,0.00326797385620915,0,0,4,12,4,1.53846153846154,2,2,1,2,2,1,3,3,0.666666666666667,NA,NA,NA
"5",2331,"ec","00364",20,18,1,12,"ec:1.3.1.25","<30",19.2760575665068,9,2,0.00277008310249307,0.00292397660818713,0,4,11,4,1.5,3,3,0.666666666666667,2,2,1,3,3,0.666666666666667,NA,NA,NA
"6",2333,"ec","00364",20,18,1,12,"ec:6.2.1.33","<30",0,11,2,0.00277008310249307,0.00292397660818713,0,4,13,4,1.57142857142857,2,2,0,3,3,0.666666666666667,1,1,0,NA,NA,NA
"7",2335,"ec","00364",20,18,1,12,"ec:5.5.1.1","<30",25.3815961622329,7,2,0.00277008310249307,0.00292397660818713,0,4,7,3,1.25,7,4,0.857142857142857,2,2,1,3,3,0.666666666666667,NA,NA,NA
"8",2336,"ec","00364",20,18,1,12,"ec:1.3.1.25","<30",19.2760575665068,11,2,0.00277008310249307,0.00292397660818713,0,4,13,5,1.42857142857143,2,2,1,3,3,0.666666666666667,1,1,0,NA,NA,NA
"9",2337,"ec","00364",20,18,1,12,"ec:5.5.1.7","<30",0.305276929786306,9,2,0.00263157894736842,0,0,4,3,4,1,11,5,1.45454545454545,2,2,0,3,3,0.666666666666667,NA,NA,NA
"10",2338,"ec","00364",20,18,1,12,"ec:1.3.1.25","<30",19.2760575665068,9,2,0.00277008310249307,0.00292397660818713,0,4,13,5,1.42857142857143,1,1,0,2,2,1,3,3,0.666666666666667,NA,NA,NA
"11",2339,"ec","00364",20,18,1,12,"ec:1.13.11.1","<30",29.3065852594854,8,3,0.00263157894736842,0,0,5,8,4,1.33333333333333,2,2,1,4,4,1,2,2,0,3,3,0.666666666666667
"12",2346,"ec","00364",20,18,1,12,"ec:1.3.1.32","<30",1.2647187091147,7,2,0.00263157894736842,0,0,4,5,3,1.33333333333333,9,5,1.55555555555556,2,2,0,3,3,0.666666666666667,NA,NA,NA
