"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",2663,"ec","00460",47,88,3,7,"ec:4.2.1.66","<30",0.762612436448964,5,8,0.000529100529100529,0.0101449275362319,0.301959082018539,4,31,8,4,7,7,0.571428571428571,7,4,0.857142857142857,1,1,0
"2",2666,"ec","00460",47,88,3,7,"ec:4.4.1.9","<30",1.74032068830661,5,10,0.000493827160493827,0.0347826086956522,0.619706903867273,4,5,6,1.33333333333333,27,11,2.37037037037037,7,4,0.857142857142857,7,7,0.285714285714286
"3",2673,"ec","00460",47,88,3,7,"ec:4.1.2.10","<30",1.72076652326946,4,11,0.000617665225447807,0.0570048309178744,0.698040917981462,4,23,7,3.66666666666667,7,7,0.571428571428571,7,4,0.857142857142857,9,3,2
"4",2674,"ec","00460",47,88,3,7,"ec:4.1.2.11","<30",0,5,10,0.000717360114777618,0.0154589371980676,0,4,28,8,3.44827586206897,4,4,0,7,4,0.857142857142857,7,7,0.285714285714286
"5",2677,"ec","00460",47,88,3,7,"ec:1.4.99.5","<30",1.13414157215487,5,8,0.000504540867810293,0.00193236714975845,0.432580776054961,4,31,8,4,1,1,0,7,7,0.571428571428571,7,4,0.857142857142857
"6",2678,"ec","00460",47,88,3,7,"ec:4.1.2.46","<30",0,5,9,0.000672947510094213,0.0144927536231884,0,4,30,8,3.93548387096774,7,7,0.571428571428571,2,2,1,7,4,0.857142857142857
"7",2683,"ec","00460",47,88,3,7,"ec:1.14.14.39","<30",0.0195541650371529,5,2,0.000462534690101758,0,0,4,33,8,4.41176470588235,5,5,0.8,1,1,0,7,3,1.14285714285714
"8",2684,"ec","00460",47,88,3,7,"ec:1.14.14.39","<30",0.0195541650371529,4,2,0.000483091787439614,0,0,4,33,9,3.70588235294118,4,4,1,2,2,0,7,7,0.285714285714286
"9",2686,"ec","00460",47,88,3,7,"ec:1.14.14.38","<30",0.0782166601486116,5,2,0.000482858522452921,0.000966183574879227,0,4,33,10,3.76470588235294,7,7,0.571428571428571,5,5,0,1,1,0
"10",2687,"ec","00460",47,88,3,7,"ec:1.14.14.38","<30",0.0782166601486116,4,2,0.000472589792060492,0.000966183574879227,0,4,33,8,4.23529411764706,7,7,0.571428571428571,2,2,1,4,4,0.5
"11",2688,"ec","00460",47,88,3,7,"ec:1.14.14.37","<30",0.156433320297223,6,4,0.000462534690101758,0,0,4,31,7,4.4375,1,1,0,7,7,0.571428571428571,7,3,1.14285714285714
"12",2693,"ec","00460",47,88,3,7,"ec:1.14.14.38","<30",0.0782166601486116,5,2,0.000462534690101758,0,0,4,33,8,4.41176470588235,5,5,0.4,1,1,0,7,3,1.14285714285714
"13",2694,"ec","00460",47,88,3,7,"ec:1.14.14.38","<30",0.0782166601486116,4,2,0.000483091787439614,0,0,4,33,9,3.70588235294118,4,4,0,2,2,1,7,7,0.285714285714286
"14",2695,"ec","00460",47,88,3,7,"ec:1.14.14.39","<30",0.0195541650371529,5,2,0.000482858522452921,0.000966183574879227,0,4,33,10,3.76470588235294,7,7,0.571428571428571,1,1,0,5,5,0.4
"15",2696,"ec","00460",47,88,3,7,"ec:1.14.14.39","<30",0.0195541650371529,4,2,0.000472589792060492,0.000966183574879227,0,4,33,8,4.23529411764706,7,7,0.571428571428571,4,4,1,2,2,1
"16",2709,"ec","00460",47,88,3,7,"ec:1.14.14.41","<30",0.0195541650371529,3,2,0.000462534690101758,0,0,4,33,7,4.47058823529412,3,3,1.33333333333333,3,3,1.33333333333333,7,3,1.14285714285714
"17",2710,"ec","00460",47,88,3,7,"ec:1.14.14.41","<30",0.0195541650371529,3,2,0.000462534690101758,0,0,4,33,7,4.47058823529412,7,3,1.71428571428571,3,3,1.33333333333333,3,3,1.33333333333333
"18",2711,"ec","00460",47,88,3,7,"ec:1.14.14.44","<30",0.0586624951114587,6,2,0.000660938532716457,0.0072463768115942,0,4,31,8,4.375,7,7,0.571428571428571,7,3,1.14285714285714,1,1,0
"19",2712,"ec","00460",47,88,3,7,"ec:1.14.14.44","<30",0.0586624951114587,4,5,0.000633713561470215,0.0188405797101449,0,4,29,7,4.53333333333333,7,7,0.571428571428571,7,3,1.14285714285714,3,3,1.33333333333333
"20",2713,"ec","00460",47,88,3,7,"ec:4.99.1.7","<30",0.0195541650371529,5,2,0.000647249190938511,0.0135265700483092,0,4,30,7,4.45161290322581,7,7,0.571428571428571,7,3,1.14285714285714,2,2,1
