"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",6353,"ec","00984",15,17,1,3,"ec:1.13.11.25","30<=x<80",62.2047244094488,2,4,4,2,1.2,7,7,2,1,1,0,2,2,0
"2",6354,"ec","00984",15,17,1,3,"ec:3.7.1.17","30<=x<80",58.005249343832,2,4,4,2,1.2,7,7,2.28571428571429,2,2,1,1,1,0
"3",6356,"ec","00984",15,17,1,3,"ec:1.3.99.4","30<=x<80",68.241469816273,2,4,4,2,1.2,5,5,1.6,4,4,0.5,1,1,0
"4",6360,"ec","00984",15,17,1,3,"ec:1.3.99.5","30<=x<80",41.994750656168,2,4,4,2,1.2,5,5,1.2,4,4,0.5,1,1,0
"5",6362,"ec","00984",15,17,1,3,"ec:5.3.3.1","30<=x<80",51.7060367454068,2,4,4,2,1.2,5,5,1.6,4,4,0.5,1,1,0
