"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree"
"1",5794,"ec","00941",83,199,1,12,"ec:2.1.1.104",">=80",100,10,4,0.000146929180135175,0,0,4,77,12,4.92307692307692,2,2,1,1,1,0,2,2,0,NA,NA,NA
"2",5797,"ec","00941",83,199,1,12,"ec:1.14.11.9","<30",0,10,3,0.00015053439710974,0.000301114122252334,0,4,77,14,4.48717948717949,1,1,0,2,2,1,2,2,0,NA,NA,NA
"3",5798,"ec","00941",83,199,1,12,"ec:5.5.1.6",">=80",100,9,3,0.000148720999405116,0.0004516711833785,0,4,3,4,1.5,75,13,4.58666666666667,2,2,1,2,2,0,NA,NA,NA
"4",5800,"ec","00941",83,199,1,12,"ec:5.5.1.6",">=80",100,8,5,0.000150557061126167,0.000301114122252334,0,4,69,13,4.91428571428571,9,4,2.22222222222222,2,2,0,2,2,0,NA,NA,NA
"5",5801,"ec","00941",83,199,1,12,"ec:2.3.1.74",">=80",98.9010989010989,8,2,0.000146929180135175,0,6.5724914126026e-16,4,4,5,1.6,74,12,5.02702702702703,2,2,0,2,2,0,NA,NA,NA
"6",5804,"ec","00941",83,199,1,12,"ec:2.4.1.185","<30",0,8,10,0.000216497077289457,0.0355364849944796,0.399090175591303,4,77,13,4.51282051282051,2,2,1,2,2,0,1,1,0,NA,NA,NA
"7",5811,"ec","00941",83,199,1,12,"ec:1.14.20.4",">=80",89.010989010989,10,3,0.000242013552758955,0.00511894007828967,0,4,77,13,4.69230769230769,2,2,0,1,1,0,2,2,0,NA,NA,NA
"8",5818,"ec","00941",83,199,1,12,"ec:5.5.1.6",">=80",100,7,11,0.000214961306964746,0.0373230954531768,0.558306919775462,4,35,12,2.44444444444444,43,11,5.34883720930233,2,2,0,2,2,0,NA,NA,NA
"9",5834,"ec","00941",83,199,1,12,"ec:1.14.20.4",">=80",89.010989010989,11,3,0.000233208955223881,0.00481782595603734,0,4,77,13,4.69230769230769,2,2,0,1,1,0,2,2,0,NA,NA,NA
"10",5844,"ec","00941",83,199,1,12,"ec:1.14.20.4",">=80",89.010989010989,11,3,0.000152415790275873,0.0004516711833785,0,4,77,14,4.69230769230769,2,2,0,1,1,0,2,2,0,NA,NA,NA
"11",5846,"ec","00941",83,199,1,12,"ec:1.1.1.219",">=80",87.9120879120879,10,5,0.000148720999405116,0.0004516711833785,0.0127146925512956,4,75,13,4.71052631578947,2,2,0,3,3,0.666666666666667,2,2,0,NA,NA,NA
"12",5848,"ec","00941",83,199,1,12,"ec:2.3.1.74",">=80",98.9010989010989,10,4,0.000154320987654321,0.001806684733514,0,4,75,13,4.57894736842105,2,2,0,2,2,0,3,3,0.666666666666667,NA,NA,NA
"13",5859,"ec","00941",83,199,1,12,"ec:1.14.14.91",">=80",100,7,6,0.000256739409499358,0.00331225534477567,7.87283569226201e-16,4,5,2,1.66666666666667,73,12,4.87671232876712,2,2,0,2,2,0,NA,NA,NA
"14",5860,"ec","00941",83,199,1,12,"ec:2.3.1.170",">=80",98.9010989010989,7,6,0.000280269058295964,0,0,4,68,13,4.55072463768116,10,5,2,2,2,0,2,2,0,NA,NA,NA
"15",5864,"ec","00941",83,199,1,12,"ec:1.3.1.117","<30",0,7,6,0.000256805341551104,0.002710027100271,6.48599634027129e-16,4,76,12,4.83116883116883,2,2,0,2,2,0,2,2,0,NA,NA,NA
"16",5865,"ec","00941",83,199,1,12,"ec:2.3.1.74",">=80",98.9010989010989,8,2,0.000148720999405116,0.00105389942788317,4.79991690669845e-16,4,77,12,4.92307692307692,2,2,0,2,2,0,1,1,0,NA,NA,NA
"17",5867,"ec","00941",83,199,1,12,"ec:2.3.1.74",">=80",98.9010989010989,6,7,0.0002255299954894,0.031616982836495,1.96290571265971e-15,4,32,12,2.12121212121212,46,11,5.08695652173913,2,2,0,2,2,0,NA,NA,NA
"18",5874,"ec","00941",83,199,1,12,"ec:2.4.1.286","<30",0,7,3,0.000221483942414175,0.00120445648900933,1.62624903587171e-15,4,77,13,4.8974358974359,2,2,0,2,2,0,1,1,0,NA,NA,NA
"19",5875,"ec","00941",83,199,1,12,"ec:2.4.1.286","<30",0,11,3,0.000150557061126167,0.00150557061126167,0,5,76,13,4.75324675324675,2,2,0,2,2,0,1,1,0,1,1,0
