"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",62,"ec","00020",32,88,5,9,"ec:2.3.1.61","30<=x<80",70.2630702630703,7,7,0.00111234705228031,0.0196236559139785,0,2,29,4,4.8,2,2,0
"2",69,"ec","00020",32,88,5,9,"ec:4.2.1.2",">=80",88.7112887112887,5,4,0.00290697674418605,0.0150537634408602,0,2,15,3,3.25,16,4,2.5
