"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree"
"1",1108,"ec","00230",166,772,1,22,"ec:2.1.3.5","<30",3.16049382716049,21,5,3.71816322736568e-05,0.000591278640059128,2.32413448397937e-17,5,151,15,9.51315789473684,9,4,2.22222222222222,3,3,0,1,1,0,1,1,0
"2",1112,"ec","00230",166,772,1,22,"ec:6.3.4.13",">=70",89.2839506172839,19,3,0.000118287201324817,0.031559497413156,1.3404093629531e-17,4,7,4,2.5,146,13,9.6986301369863,9,9,1.77777777777778,3,3,0,NA,NA,NA
"3",1113,"ec","00230",166,772,1,22,"ec:2.1.2.2",">=70",87.4567901234568,18,2,0.000117674746999294,0.0357723577235772,1.82223049032421e-17,4,8,4,2.66666666666667,145,13,9.75172413793103,9,9,1.77777777777778,3,3,0,NA,NA,NA
"4",1114,"ec","00230",166,772,1,22,"ec:6.3.3.1",">=70",88.5267489711934,16,3,0.000116427989288625,0.0439763488543976,1.32619191530355e-17,4,10,6,2.54545454545455,143,12,9.86013986013986,9,9,1.77777777777778,3,3,0,NA,NA,NA
"5",1116,"ec","00230",166,772,1,22,"ec:4.3.2.2",">=70",92.9876543209877,13,4,0.000110277900308778,0.0547671840354767,5.8520218308673e-18,4,15,4,2.375,138,18,10.0724637681159,9,9,1.77777777777778,3,3,0,NA,NA,NA
"6",1117,"ec","00230",166,772,1,22,"ec:6.3.2.6",">=70",88.9547325102881,14,3,0.000115101289134438,0.0509977827050998,5.6283945234632e-18,4,14,4,2.4,139,14,10.0287769784173,9,9,1.77777777777778,3,3,0,NA,NA,NA
"7",1119,"ec","00230",166,772,1,22,"ec:3.5.4.10",">=70",87.9341563786008,11,16,0.000105185652676975,0.0730190929784085,0.132691796429477,4,19,5,2.5,9,4,2.22222222222222,134,17,10.2985074626866,3,3,0,NA,NA,NA
"8",1172,"ec","00230",166,772,1,22,"ec:3.5.2.5","<30",20.5102880658436,18,4,3.67309458218549e-05,0.000258684405025868,3.8688107911023e-17,4,140,16,9.48936170212766,9,4,2.22222222222222,13,6,3.23076923076923,3,3,0,NA,NA,NA
"9",1177,"ec","00230",166,772,1,22,"ec:2.7.7.53","<30",21.2181069958848,2,6,3.78759184910234e-05,0.000221729490022173,1.39911617172631e-17,4,154,14,9.44516129032258,5,5,1.2,3,3,0.666666666666667,3,3,0,NA,NA,NA
"10",1179,"ec","00230",166,772,1,22,"ec:3.5.2.17","30<=x<70",33.4320987654321,16,3,4.83863163497363e-05,0.00317812269031781,0.0067970213795295,4,137,15,9.40579710144928,9,4,2.22222222222222,16,8,2.625,3,3,0,NA,NA,NA
"11",1201,"ec","00230",166,772,1,22,"ec:6.3.5.3",">=70",88.5102880658436,17,2,0.000117054898747513,0.0399113082039911,1.18025739461449e-17,4,9,5,2.6,144,12,9.80555555555556,9,9,1.77777777777778,3,3,0,NA,NA,NA
"12",1208,"ec","00230",166,772,1,22,"ec:3.1.3.6","<30",28.1810699588477,14,9,0.000103199174406605,0.0041019955654102,0.0601888337209306,4,152,15,9.54248366013072,9,4,2.22222222222222,1,1,0,3,3,0,NA,NA,NA
"13",1209,"ec","00230",166,772,1,22,"ec:3.1.3.6","<30",28.1810699588477,14,7,4.60129756591359e-05,0.00129342202512934,0.0518715906584776,4,152,14,9.54248366013072,9,4,2.22222222222222,1,1,0,3,3,0,NA,NA,NA
"14",1252,"ec","00230",166,772,1,22,"ec:4.1.1.97","<30",18.3868312757202,17,3,3.65096750638919e-05,0,0.0011783591267121,4,138,11,10.3309352517986,9,2,3.33333333333333,15,4,4.26666666666667,3,3,2,NA,NA,NA
"15",1259,"ec","00230",166,772,1,22,"ec:3.6.1.66",">=70",84.3292181069959,13,6,3.67309458218549e-05,0.00299334811529934,0.0596709642783841,4,152,14,9.62091503267974,9,4,2.22222222222222,3,3,2,1,1,0,NA,NA,NA
"16",1263,"ec","00230",166,772,1,22,"ec:2.6.1.112","<30",8.52674897119342,20,6,3.65096750638919e-05,0,5.68201671277362e-17,4,152,13,9.84313725490196,9,2,3.33333333333333,3,3,2,1,1,0,NA,NA,NA
