"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ap_ec","ap_group","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",3844,"ec","00620",73,731,"ec:4.1.1.78","<30",3,2,71,7,19.3611111111111,1,1,0
"2",3887,"ec","00620",73,731,"ec:2.3.1.12",">=80",3,2,70,6,20.0281690140845,2,2,0
"3",3897,"ec","00620",73,731,"ec:4.2.1.2",">=80",3,2,71,7,20.25,1,1,0
