"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",360,"ec","00053",52,109,2,14,"ec:1.1.1.365","<30",0.887228578099463,13,2,0.000384467512495194,0.000392156862745098,0,3,45,9,4.26086956521739,5,5,0.4,1,1,0,NA,NA,NA
"2",362,"ec","00053",52,109,2,14,"ec:3.1.3.93","<30",2.8017744571562,11,3,0.000521104742053153,0.00196078431372549,0,3,4,5,0,42,7,3.80952380952381,5,5,0.4,NA,NA,NA
"3",363,"ec","00053",52,109,2,14,"ec:2.7.7.69","<30",2.42820452953537,12,3,4e-04,0.00235294117647059,0,4,43,7,4.04545454545455,5,5,0.4,2,2,0,1,1,0
"4",365,"ec","00053",52,109,2,14,"ec:5.1.3.18","<30",2.56829325239318,13,2,0.000384467512495194,0.00117647058823529,0,3,45,9,4.30434782608696,5,5,0.4,1,1,0,NA,NA,NA
"5",381,"ec","00053",52,109,2,14,"ec:1.2.1.3","30<=x<80",68.7135185617558,8,4,0.000392003136025088,0.00156862745098039,0,3,28,8,3.6551724137931,5,5,0.4,18,8,2.22222222222222,NA,NA,NA
"6",389,"ec","00053",52,109,2,14,"ec:4.2.1.25","<30",8.26523464861079,12,3,4e-04,0.00274509803921569,0,3,43,9,4.27272727272727,5,5,0.4,3,3,0,NA,NA,NA
"7",392,"ec","00053",52,109,2,14,"ec:3.1.1.15","<30",8.4053233714686,13,3,0.000377073906485671,0,0,4,44,6,4.48888888888889,5,3,1.2,1,1,0,1,1,0
"8",394,"ec","00053",52,109,2,14,"ec:1.1.1.203","<30",12.2110670091058,12,2,0.000377073906485671,0,0,3,44,6,4.53333333333333,5,3,1.2,2,2,1,NA,NA,NA
"9",395,"ec","00053",52,109,2,14,"ec:5.5.1.27","<30",3.22204062572963,10,5,0.000475511174512601,0.00313725490196078,0,3,42,9,4,5,5,0.8,4,4,0,NA,NA,NA
"10",396,"ec","00053",52,109,2,14,"ec:5.4.1.4","<30",1.96124212000934,11,2,0.000384467512495194,0.00156862745098039,0,3,43,8,4.13636363636364,5,5,0.8,3,3,0,NA,NA,NA
"11",397,"ec","00053",52,109,2,14,"ec:1.1.3.8","<30",5.86037823955172,8,11,0.000425531914893617,0.0258823529411765,0,3,16,8,3.29411764705882,5,5,0.4,30,7,2.86666666666667,NA,NA,NA
"12",399,"ec","00053",52,109,2,14,"ec:2.7.1.53","<30",11.4639271538641,3,2,0.000384467512495194,0.000392156862745098,0,3,47,8,4.29166666666667,3,3,0.666666666666667,1,1,0,NA,NA,NA
"13",408,"ec","00053",52,109,2,14,"ec:4.1.1.85","<30",14.9194489843568,2,2,0.000408163265306122,0,0,3,47,9,4.25,2,2,0,2,2,0,NA,NA,NA
"14",409,"ec","00053",52,109,2,14,"ec:5.1.3.22","<30",18.7018445015176,3,2,0.000384467512495194,0.000392156862745098,0,3,47,9,4.25,3,3,0,1,1,0,NA,NA,NA
