"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ap_ec","ap_group","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",3805,"ec","00603",15,16,"ec:2.4.1.79","<30",3,4,6,3,1.42857142857143,2,2,0,3,3,0,3,3,0.666666666666667
"2",3809,"ec","00603",15,16,"ec:2.4.1.79","<30",1,4,10,3,2.18181818181818,2,2,0,1,1,0,1,1,0
"3",3811,"ec","00603",15,16,"ec:2.4.1.228","<30",3,4,7,2,2.25,2,2,0,3,3,0.666666666666667,2,2,0
"4",3812,"ec","00603",15,16,"ec:2.4.1.79","<30",4,4,8,2,2.44444444444444,2,2,0,3,3,0.666666666666667,1,1,0
