"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ap_ec","ap_group","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree"
"1",4677,"ec","00750",37,114,"ec:2.6.1.52","<30",2,3,32,8,6,2,2,1,2,2,0
"2",4678,"ec","00750",37,114,"ec:1.1.1.290","<30",2,3,32,8,6,3,3,2,1,1,0
"3",4680,"ec","00750",37,114,"ec:1.14.13.241","<30",9,3,30,7,6.32258064516129,5,5,1.6,1,1,0
"4",4687,"ec","00750",37,114,"ec:1.1.99.9","<30",7,3,27,6,6,5,2,1.6,4,4,0.5
"5",4688,"ec","00750",37,114,"ec:4.1.1.51","<30",8,3,2,3,0.666666666666667,29,11,5.93103448275862,5,2,1.2
"6",4689,"ec","00750",37,114,"ec:1.14.13.242","<30",9,3,30,11,5.80645161290323,5,2,1.2,1,1,0
"7",4693,"ec","00750",37,114,"ec:1.1.99.42","<30",6,3,4,2,1.2,27,7,6.66666666666667,5,5,1.6
"8",4694,"ec","00750",37,114,"ec:1.2.1.100","<30",7,3,3,2,1,28,8,6.5,5,5,1.6
"9",4696,"ec","00750",37,114,"ec:1.2.1.102","<30",8,3,29,10,7.13333333333333,5,2,2,2,2,1
