"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ap_ec","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree"
"1","2755","ec","00480",49,228,"ec:2.3.2.2",4,4,39,6,10.35,5,5,0.8,2,2,1,2,2,0,NA,NA,NA,NA,NA,NA
"2","2778","ec","00480",49,228,"ec:2.5.1.18",3,4,38,6,9.64102564102564,6,6,0.666666666666667,2,2,1,2,2,0,NA,NA,NA,NA,NA,NA
"3","2785","ec","00480",49,228,"ec:2.5.1.16",5,4,43,5,10.0454545454545,1,1,0,2,2,0,2,2,0,NA,NA,NA,NA,NA,NA
"4","2787","ec","00480",49,228,"ec:6.3.1.9",5,6,41,6,9.95238095238095,2,2,1,2,2,0,1,1,0,1,1,0,1,1,0
"5","2792","ec","00480",49,228,"ec:6.3.1.9",4,4,43,5,10.0454545454545,2,2,1,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA
