"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",3290,"ec","00532",7,6,3,6,"ec:2.4.1.135",">=80",89.9193548387097,3,2,3,4,1,3,3,1.33333333333333
"2",3292,"ec","00532",7,6,3,6,"ec:2.4.1.133",">=80",97.1774193548387,5,2,1,2,0,5,3,1.2
"3",3297,"ec","00532",7,6,3,6,"ec:2.4.1.134",">=80",93.9516129032258,4,2,2,3,1.33333333333333,4,2,1.5
"4",3298,"ec","00532",7,6,3,6,"ec:2.4.1.174",">=80",81.0483870967742,4,2,4,3,1.2,2,2,1
"5",3299,"ec","00532",7,6,3,6,"ec:2.4.1.226",">=80",97.5806451612903,5,2,5,3,1.33333333333333,1,1,0
