"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree"
"1",5487,"ec","00909",81,1100,2,5,"ec:3.1.7.6","<30",0.405268490374873,4,43,0.000426985482493595,0.0173110568665547,0.227058795296887,3,51,13,28.8461538461538,2,2,0,27,7,12.1481481481481
"2",5496,"ec","00909",81,1100,2,5,"ec:4.2.3.37","<30",2.33029381965552,4,42,0.000424088210347752,0.0107841581323775,0.302231168373841,3,52,6,29.7735849056604,27,7,12.1481481481481,1,1,0
"3",5497,"ec","00909",81,1100,2,5,"ec:4.2.3.22","<30",12.5633232016211,4,42,0.000424808836023789,0.0101789629015608,0.315958244469946,3,52,12,29.811320754717,27,7,12.1481481481481,1,1,0
"4",5499,"ec","00909",81,1100,2,5,"ec:4.2.3.23","<30",1.1144883485309,3,42,0.000424448217317487,0.0229177834386482,0.354494422991978,3,50,11,29.4117647058824,3,3,0,27,7,12.1481481481481
"5",5504,"ec","00909",81,1100,2,5,"ec:4.2.3.21","<30",0.709219858156028,4,42,0.000420875420875421,0.0101178414737014,0.4841444613066,3,52,12,29.8490566037736,27,7,12.1481481481481,1,1,0
"6",5508,"ec","00909",81,1100,2,5,"ec:4.2.3.7","<30",0.60790273556231,4,42,0.000414421881475342,0.00748181509399401,0.908531071128203,3,52,6,29.8867924528302,27,6,12.5185185185185,1,1,0
"7",5517,"ec","00909",81,1100,2,5,"ec:1.14.14.95","<30",0.303951367781155,3,2,0.000158202816010125,0.0132911392405063,0.0210681875767151,3,51,11,30.3461538461538,2,2,0,27,7,12.1481481481481
"8",5519,"ec","00909",81,1100,2,5,"ec:1.14.14.95","<30",0.303951367781155,4,2,0.00015625,0.00680379746835443,0.00125211709685396,3,52,12,29.811320754717,27,7,12.1481481481481,1,1,0
"9",5523,"ec","00909",81,1100,2,5,"ec:4.2.3.55","<30",0,4,42,0.000423190859077444,0.0108911221293805,0.342022485255121,3,52,6,29.8490566037736,27,6,12.5185185185185,1,1,0
"10",5527,"ec","00909",81,1100,2,5,"ec:4.2.3.61","<30",0.405268490374873,4,42,0.000421585160202361,0.0104402053755633,0.42637382800968,3,52,5,29.9245283018868,27,6,12.5185185185185,1,1,0
"11",5542,"ec","00909",81,1100,2,5,"ec:5.4.99.39","<30",7.49746707193516,2,21,0.0001953125,0.000791139240506329,0,3,54,5,30.3272727272727,25,6,13.04,1,1,0
"12",5550,"ec","00909",81,1100,2,5,"ec:1.14.14.17","<30",23.6068895643364,2,25,0.000223164472216023,0.00332278481012658,0,3,54,5,30.3272727272727,5,5,2.4,21,4,13.047619047619
"13",5563,"ec","00909",81,1100,2,5,"ec:4.2.3.89","<30",0.709219858156028,4,42,0.000423908435777872,0.0174777794846047,0.407814777265235,3,52,5,31.3584905660377,27,6,13.7777777777778,1,1,0
