"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","ap_ec","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1","4054","ec","00626",13,11,"ec:1.14.12.12",1,4,2,3,0.666666666666667,1,1,0,1,1,0,8,4,1.5
"2","4056","ec","00626",13,11,"ec:1.3.1.29",5,4,2,3,0.666666666666667,3,3,0,1,1,0,6,4,1
"3","4057","ec","00626",13,11,"ec:1.13.11.56",4,4,2,3,0.666666666666667,3,3,0,2,2,1,5,3,1.2
"4","4058","ec","00626",13,11,"ec:5.99.1.4",3,4,2,3,0.666666666666667,3,3,0,3,3,1.33333333333333,4,4,1
"5","4059","ec","00626",13,11,"ec:4.1.2.45",4,4,2,3,0.666666666666667,3,3,0,4,2,1.5,3,3,0.666666666666667
"6","4060","ec","00626",13,11,"ec:1.2.1.65",5,4,2,3,0.666666666666667,3,3,0,5,2,1.6,2,2,0
