"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",4636,"ec","00740",30,107,4,8,"ec:3.5.4.26","30<=x<80",77.0960108181203,6,4,0.00132450331125828,0.00985221674876847,4.81356402923322e-18,2,25,7,6.53846153846154,4,4,0.5
"2",4637,"ec","00740",30,107,4,8,"ec:1.1.1.193","30<=x<80",77.1636240703178,5,2,0.00136986301369863,0.0061576354679803,2.75600669188196e-17,2,5,6,1,24,8,6.66666666666667
"3",4638,"ec","00740",30,107,4,8,"ec:2.5.1.78",">=80",84.5334685598377,5,4,0.00218818380743982,0.0197044334975369,3.81300474924644e-18,2,28,6,7.10344827586207,1,1,0
"4",4639,"ec","00740",30,107,4,8,"ec:2.5.1.9",">=80",84.2292089249493,5,12,0.00212314225053079,0.0564449917898194,0.269912087963869,2,9,5,1.4,20,4,7.4
"5",4640,"ec","00740",30,107,4,8,"ec:3.1.3.104","30<=x<80",31.710615280595,4,3,0.00378787878787879,0,0,2,6,7,1.14285714285714,23,6,6.8695652173913
