"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree"
"1",1410,"ec","00250",53,247,2,4,"ec:4.1.1.12","<30",5.34338358458962,3,19,0.000596658711217184,0.0316742081447964,4.04492821611815e-16,6,1,2,0,1,1,0,1,1,0,1,1,0,26,8,9,22,5,7.63636363636364
"2",1439,"ec","00250",53,247,2,4,"ec:4.1.1.15","<30",24.4723618090452,2,11,0.000362844702467344,0,1,3,31,9,9.0625,16,2,10.625,5,5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
