"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",5174,"ec","00902",57,194,1,9,"ec:1.14.14.83",NA,0,6,4,0.000330360092500826,0.0262987012987013,0.0995554826364187,4,38,13,8.51282051282051,6,6,1.33333333333333,9,5,1.77777777777778,3,3,0.666666666666667
"2",5176,"ec","00902",57,194,1,9,"ec:1.14.14.85",NA,0,4,3,0.000336700336700337,0.0012987012987013,0,4,42,13,7.02325581395349,6,4,0.666666666666667,7,7,1.14285714285714,1,1,0
"3",5178,"ec","00902",57,194,1,9,"ec:1.14.14.85",NA,0,3,3,0.000336700336700337,0.0025974025974026,1.0846140345529e-17,4,42,13,7.02325581395349,6,4,0.666666666666667,6,6,1.33333333333333,2,2,0
"4",5185,"ec","00902",57,194,1,9,"ec:4.2.3.20",NA,1.12359550561798,5,17,0.000613873542050338,0.0188672438672439,0.0969793840977257,4,39,12,6,2,2,0,6,6,0.333333333333333,9,5,1.11111111111111
"5",5186,"ec","00902",57,194,1,9,"ec:4.2.3.16",NA,6.74157303370786,5,19,0.000612369871402327,0.0471139971139971,0.133331681258466,4,6,2,1.71428571428571,35,10,7.25714285714286,6,6,0.333333333333333,9,5,1.11111111111111
"6",5187,"ec","00902",57,194,1,9,"ec:5.5.1.8",NA,0,5,17,0.000611620795107034,0.0169191919191919,0.183310477712408,4,39,11,6.05,6,6,0.333333333333333,9,5,1.11111111111111,2,2,0
"7",5190,"ec","00902",57,194,1,9,"ec:1.1.1.223",NA,0,7,2,0.000656167979002625,0,4.55841354078865e-17,4,40,12,6.58536585365854,6,6,0.333333333333333,9,5,1.11111111111111,1,1,0
"8",5191,"ec","00902",57,194,1,9,"ec:1.14.14.53",NA,0,6,2,0.000624219725343321,0.00974025974025974,4.59456241094952e-19,4,40,12,6.58536585365854,1,1,0,6,6,0.333333333333333,9,5,1.11111111111111
"9",5193,"ec","00902",57,194,1,9,"ec:1.14.14.51",NA,0,6,4,0.000645161290322581,0.0100649350649351,2.12720642912929e-18,4,40,12,6.58536585365854,1,1,0,6,6,0.333333333333333,9,5,1.11111111111111
"10",5194,"ec","00902",57,194,1,9,"ec:1.14.14.99",NA,0,6,4,0.00062266500622665,0.00974025974025974,0,4,39,12,6.6,2,2,0,6,6,0.333333333333333,9,5,1.11111111111111
"11",5200,"ec","00902",57,194,1,9,"ec:4.2.3.108",NA,53.9325842696629,6,3,0.000330360092500826,0.0262987012987013,0.129881589509067,4,38,13,8.41025641025641,6,6,1.33333333333333,9,5,1.77777777777778,3,3,0
"12",5201,"ec","00902",57,194,1,9,"ec:1.1.1.241",NA,0,8,2,0.000318877551020408,0.00941558441558442,0.0182495630809712,4,40,11,7.36585365853659,6,4,0.666666666666667,9,5,1.77777777777778,1,1,0
"13",5203,"ec","00902",57,194,1,9,"ec:1.3.1.81",NA,0,1,5,0.000343406593406593,0,4.55841354078865e-17,4,42,12,7.06976744186047,3,3,0.666666666666667,9,5,1.77777777777778,2,2,0
"14",5213,"ec","00902",57,194,1,9,"ec:1.1.1.324",NA,100,7,2,0.000324569944823109,0.0181818181818182,0.0373179364093827,4,39,13,8.35,6,6,1.33333333333333,9,5,1.77777777777778,2,2,0
"15",5214,"ec","00902",57,194,1,9,"ec:1.14.14.133",NA,0,7,2,0.000324569944823109,0.0181818181818182,0.0486855446801464,4,39,13,8.35,6,6,1.33333333333333,9,5,1.77777777777778,2,2,0
"16",5216,"ec","00902",57,194,1,9,"ec:1.14.14.31",NA,0,6,3,0.000318877551020408,0.00876623376623377,0.515354855250251,4,40,14,8.19512195121951,6,6,1.33333333333333,9,5,1.77777777777778,1,1,0
"17",5220,"ec","00902",57,194,1,9,"ec:3.1.7.3",NA,0,6,2,0.000318877551020408,0.00876623376623377,0.0687131292952293,4,40,13,8.14634146341463,6,6,1.33333333333333,9,5,1.77777777777778,1,1,0
"18",5223,"ec","00902",57,194,1,9,"ec:1.3.1.99",NA,0,8,2,0.000318877551020408,0.00941558441558442,0.0139884649340777,4,40,13,8.24390243902439,6,6,1.33333333333333,9,4,2,1,1,0
"19",5224,"ec","00902",57,194,1,9,"ec:2.4.1.323",NA,0,4,2,0.000342700479780672,0.00162337662337662,0,4,42,16,7.90697674418605,6,6,1.33333333333333,7,3,2,1,1,0
