"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree"
"1",3013,"ec","00520",134,328,3,18,"ec:5.1.3.14","30<=x<80",48.084259412838,13,8,5.91505974210339e-05,0.0012531328320802,0.527184518765465,3,118,15,4.87394957983193,14,4,2.71428571428571,1,1,0
"2",3022,"ec","00520",134,328,3,18,"ec:1.1.1.136","<30",10.0680046442196,13,9,7.54944889023101e-05,0.00494133059922534,0.351952217799016,3,115,16,4.94827586206897,14,4,2.71428571428571,4,4,0.5
"3",3042,"ec","00520",134,328,3,18,"ec:1.1.1.335","<30",5.20816055730635,14,2,5.73855158957879e-05,0.0037593984962406,0.175232300966449,3,116,15,5.02564102564103,14,3,3.14285714285714,3,3,0.666666666666667
"4",3043,"ec","00520",134,328,3,18,"ec:2.6.1.98","<30",4.37883562779897,15,2,5.69573389531241e-05,0.00262018683071315,0.0872458184637187,3,117,15,5,14,3,3.14285714285714,2,2,0
"5",3044,"ec","00520",134,328,3,18,"ec:2.3.1.201","<30",5.20816055730635,16,2,5.65323082141444e-05,0.00136705399863295,0.0434385258735008,3,118,16,4.99159663865546,14,3,3.14285714285714,1,1,0
"6",3046,"ec","00520",134,328,3,18,"ec:4.2.1.115","<30",6.17017747553491,13,9,5.8251296091338e-05,0.00655046707678287,1,3,114,14,5.09565217391304,14,3,3.14285714285714,5,3,1.2
"7",3047,"ec","00520",134,328,3,18,"ec:2.6.1.92","<30",2.4382152927517,14,2,5.78168362627197e-05,0.00546821599453178,0.497886622400874,3,115,14,5.06896551724138,14,3,3.14285714285714,4,4,1
"8",3048,"ec","00520",134,328,3,18,"ec:2.3.1.202","<30",2.50456128711229,15,2,5.73855158957879e-05,0.00427204374572796,0.247891088765751,3,116,14,5.04273504273504,14,3,3.14285714285714,3,3,0.666666666666667
"9",3049,"ec","00520",134,328,3,18,"ec:3.6.1.57","<30",2.17283131530934,16,2,5.69573389531241e-05,0.00296195033037138,0.123421656908855,3,117,16,5.01694915254237,14,3,3.14285714285714,2,2,0
"10",3050,"ec","00520",134,328,3,18,"ec:2.5.1.97","<30",4.1797976447172,17,2,5.65323082141444e-05,0.00153793574846206,0.0614499918894692,3,118,15,5.00840336134454,14,3,3.14285714285714,1,1,0
"11",3057,"ec","00520",134,328,3,18,"ec:5.1.3.2",">=80",88.7875269530602,13,9,5.87371512481645e-05,0.0122465254044201,3.46333415429285e-15,3,114,17,4.81739130434783,5,2,1.2,14,4,2.71428571428571
"12",3058,"ec","00520",134,328,3,18,"ec:1.1.1.22","30<=x<80",71.1063194559628,13,11,5.96516344547841e-05,0.00504101161995899,1.7418458114561e-15,3,100,16,4.79207920792079,19,9,2.10526315789474,14,4,2.71428571428571
"13",3061,"ec","00520",134,328,3,18,"ec:5.3.1.8","30<=x<80",73.4284292585835,10,9,6.36010939388158e-05,0.0200501253132832,1.53384473120496e-15,3,101,14,4.92156862745098,18,6,3.33333333333333,14,4,2.71428571428571
"14",3062,"ec","00520",134,328,3,18,"ec:5.4.2.8","30<=x<80",76.2315475203185,11,6,6.15649818383303e-05,0.0177717019822283,2.51601617888366e-15,3,105,15,4.92452830188679,14,5,3,14,4,2.71428571428571
"15",3067,"ec","00520",134,328,3,18,"ec:2.7.7.30","<30",2.90263725327583,15,2,5.87199060481503e-05,0.000341763499658237,1.11791238866882e-17,3,118,15,4.99159663865546,1,1,0,14,4,2.71428571428571
"16",3069,"ec","00520",134,328,3,18,"ec:2.6.1.87","<30",7.79565433736938,15,2,5.69573389531241e-05,0.00102529049897471,9.34904922227851e-17,3,117,16,4.98305084745763,2,2,0,14,4,2.71428571428571
"17",3070,"ec","00520",134,328,3,18,"ec:2.1.2.13","<30",8.11079781058219,16,2,5.65323082141444e-05,0.000569605832763727,6.18190926075869e-17,3,118,16,4.97478991596639,14,4,2.71428571428571,1,1,0
"18",3072,"ec","00520",134,328,3,18,"ec:2.7.1.46","<30",1.69182285619506,17,2,6.73945275643618e-05,0,1.0840365787147e-17,3,118,16,4.95798319327731,14,4,2.71428571428571,1,1,0
"19",3073,"ec","00520",134,328,3,18,"ec:2.7.7.64","<30",2.22259081107978,16,4,6.62998077305576e-05,0.00119617224880383,1.34163347984398e-17,3,117,16,4.96610169491525,2,2,0,14,4,2.71428571428571
"20",3079,"ec","00520",134,328,3,18,"ec:2.7.7.33","<30",17.4821695140156,4,5,5.8713010803194e-05,0.00199362041467305,1.85195489028843e-16,3,120,16,4.94214876033058,8,2,3,5,3,1.2
"21",3081,"ec","00520",134,328,3,18,"ec:4.2.1.47","30<=x<80",39.8407696135346,13,10,6.0146758089739e-05,0.00991114149008886,1.17881545280081e-15,3,111,15,4.96428571428571,8,4,1.5,14,4,2.71428571428571
"22",3082,"ec","00520",134,328,3,18,"ec:1.1.1.271","30<=x<80",31.796317797313,14,6,5.82818510315888e-05,0.000569605832763727,5.13669470271246e-16,3,117,14,4.94915254237288,2,2,0,14,4,2.71428571428571
"23",3088,"ec","00520",134,328,3,18,"ec:1.1.1.342","<30",0.779565433736938,5,3,5.69605832763728e-05,0.000569605832763727,4.69523393937763e-17,3,120,16,4.94214876033058,12,3,2.83333333333333,1,1,0
"24",3089,"ec","00520",134,328,3,18,"ec:5.3.1.9",">=80",96.5997677890197,10,11,7.47887218607434e-05,0.0203349282296651,1.00713253992172e-15,3,83,16,4.61904761904762,36,13,3.11111111111111,14,4,2.71428571428571
"25",3100,"ec","00520",134,328,3,18,"ec:4.2.1.45","<30",12.589152429922,3,2,5.78235226089973e-05,0.00182273866484393,9.08856308531502e-17,3,120,16,4.94214876033058,9,2,3.11111111111111,4,4,1
"26",3111,"ec","00520",134,328,3,18,"ec:2.4.2.24","<30",1.32691988721181,15,3,5.65323082141444e-05,0.000398724082934609,5.79957396799215e-17,3,118,15,4.97478991596639,14,4,2.71428571428571,1,1,0
"27",3113,"ec","00520",134,328,3,18,"ec:1.1.1.305","<30",8.11079781058219,14,7,6.31034265160598e-05,0.00136705399863295,1.64978382093371e-16,3,116,16,4.88888888888889,3,3,0,14,4,2.71428571428571
"28",3114,"ec","00520",134,328,3,18,"ec:1.17.1.1","<30",16.967988057721,4,3,5.73921028466483e-05,0.00153793574846206,6.04999717908352e-17,3,120,16,4.94214876033058,10,3,3,3,3,0.666666666666667
"29",3116,"ec","00520",134,328,3,18,"ec:2.6.1.102","<30",4.71056559960192,14,6,5.65323082141444e-05,0.00205058099794942,2.48115941246996e-15,3,118,16,4.99159663865546,14,3,3.14285714285714,1,1,0
"30",3118,"ec","00520",134,328,3,18,"ec:4.2.1.135","<30",1.14446840272019,13,9,7.55401117993655e-05,0.00780359990886307,0.210337361804367,3,114,17,4.95652173913043,14,3,3.14285714285714,5,3,1.2
"31",3119,"ec","00520",134,328,3,18,"ec:2.6.1.34","<30",1.17764139990048,14,2,5.78168362627197e-05,0.0050125313283208,0.104724158633487,3,115,17,5.05172413793103,14,3,3.14285714285714,4,4,1
"32",3120,"ec","00520",134,328,3,18,"ec:2.3.1.203","<30",1.22740089567092,15,2,5.73855158957879e-05,0.00393028024606972,0.0521407576258003,3,116,17,5.02564102564103,14,3,3.14285714285714,3,3,0.666666666666667
"33",3121,"ec","00520",134,328,3,18,"ec:3.2.1.184","<30",3.1016752363576,16,2,5.69573389531241e-05,0.00273410799726589,0.0259601857037323,3,117,18,5,14,3,3.14285714285714,2,2,0
"34",3122,"ec","00520",134,328,3,18,"ec:2.5.1.101","<30",3.1016752363576,17,2,5.65323082141444e-05,0.00142401458190932,0.0129252291769307,3,118,15,4.99159663865546,14,3,3.14285714285714,1,1,0
