"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree"
"1",2549,"ec","00410",42,245,4,8,"ec:4.2.1.17","30<=x<80",59.7657038982024,7,2,38,7,12,3,3,0.666666666666667,NA,NA,NA
"2",2550,"ec","00410",42,245,4,8,"ec:3.1.2.4","<30",9.97778226620885,6,2,37,8,12.2631578947368,4,4,1,NA,NA,NA
"3",2551,"ec","00410",42,245,4,8,"ec:1.1.1.59","<30",4.44354675823066,5,2,36,8,12.2702702702703,5,3,1.2,NA,NA,NA
"4",2566,"ec","00410",42,245,4,8,"ec:1.5.99.6","<30",3.27206624924258,7,2,40,8,11.9024390243902,1,1,0,NA,NA,NA
"5",2570,"ec","00410",42,245,4,8,"ec:3.5.1.6","<30",11.8157947889315,5,2,3,4,0.5,38,8,11.5789473684211,NA,NA,NA
"6",2571,"ec","00410",42,245,4,8,"ec:3.5.2.2","30<=x<80",32.2965057564128,6,3,39,8,11.2,1,1,0,1,1,0
