"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",6471,"ec","01053",5,5,2,3,"ec:1.3.1.28","30<=x<80",62.4416796267496,2,2,0.0833333333333333,0,0,2,3,2,1,1,1,0
"2",6477,"ec","01053",5,5,2,3,"ec:3.3.2.1","30<=x<80",61.2752721617418,2,3,0.05,0,0,2,2,3,0.666666666666667,2,2,1
