"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree"
"1",736,"ec","00100",55,70,1,28,"ec:1.14.19.20","30<=x<70",38.3194829178209,27,2,0.000342935528120713,0.00139762403913347,0,4,44,13,1.91111111111111,3,3,0.666666666666667,6,6,0.333333333333333,1,1,0
"2",738,"ec","00100",55,70,1,28,"ec:1.3.1.21","<30",29.8245614035088,27,6,0.000410340582683627,0,0,4,41,11,2.14285714285714,3,3,0.666666666666667,6,6,0.333333333333333,4,4,0
"3",739,"ec","00100",55,70,1,28,"ec:1.14.19.20","30<=x<70",38.3194829178209,26,4,0.000369959304476508,0.00139762403913347,0,4,39,9,2.05,3,3,0.666666666666667,6,6,0.666666666666667,6,6,0.333333333333333
"4",742,"ec","00100",55,70,1,28,"ec:1.14.19.41","<30",11.0803324099723,1,2,0.000342935528120713,0.000349406009783368,0,4,46,14,2.04255319148936,1,1,0,6,6,0.333333333333333,1,1,0
"5",745,"ec","00100",55,70,1,28,"ec:1.14.19.20","30<=x<70",38.3194829178209,26,2,0.000336700336700337,0,0,4,44,10,2.31111111111111,1,1,0,3,3,0.666666666666667,6,3,1.66666666666667
"6",751,"ec","00100",55,70,1,28,"ec:5.4.99.8","<30",10.0646352723915,14,3,0.000459770114942529,0.00838574423480084,0,4,19,9,1.4,26,12,1.53846153846154,3,3,0.666666666666667,6,6,0.333333333333333
"7",752,"ec","00100",55,70,1,28,"ec:5.5.1.9","<30",11.5420129270545,19,2,0.000382701875239189,0.017120894479385,0,4,31,15,1.625,14,7,1,3,3,0.666666666666667,6,6,0.333333333333333
"8",753,"ec","00100",55,70,1,28,"ec:1.14.14.154","30<=x<70",50.9695290858726,20,2,0.000375798571965427,0.0167714884696017,0,4,32,16,1.57575757575758,13,8,0.769230769230769,3,3,0.666666666666667,6,6,0.333333333333333
"9",754,"ec","00100",55,70,1,28,"ec:2.1.1.143","<30",8.95660203139428,23,3,0.000408830744071954,0,0,4,40,15,1.65853658536585,5,5,0.4,3,3,0.666666666666667,6,6,0.333333333333333
"10",755,"ec","00100",55,70,1,28,"ec:1.3.1.70","30<=x<70",33.1486611265005,21,2,0.0003690036900369,0.0157232704402516,0,4,33,16,1.58823529411765,12,9,0.666666666666667,3,3,0.666666666666667,6,6,0.333333333333333
"11",756,"ec","00100",55,70,1,28,"ec:2.1.1.41","<30",22.9916897506925,15,2,0.000411353352529823,0.0115303983228512,0,4,27,10,2,18,7,1.55555555555556,3,3,0.666666666666667,6,6,0.666666666666667
"12",758,"ec","00100",55,70,1,28,"ec:5.4.99.7","<30",28.4395198522622,15,5,0.000356125356125356,0.00314465408805031,0,4,22,11,1.30434782608696,23,11,1.47826086956522,3,3,0.666666666666667,6,6,0.333333333333333
"13",759,"ec","00100",55,70,1,28,"ec:1.3.1.70","30<=x<70",38.8734995383195,17,4,0.000356125356125356,0.000698812019566737,0,4,26,9,1.7037037037037,19,9,1.36842105263158,3,3,0.666666666666667,6,6,0.333333333333333
"14",760,"ec","00100",55,70,1,28,"ec:5.3.3.5","<30",27.2391505078486,22,3,0.00036231884057971,0.0139762403913347,0,4,34,12,1.88571428571429,11,8,0.727272727272727,3,3,0.666666666666667,6,6,0.666666666666667
"15",761,"ec","00100",55,70,1,28,"ec:1.1.1.170","<30",26.9621421975993,19,2,0.000398883127243718,0,0,4,29,9,1.86666666666667,16,8,1.125,3,3,0.666666666666667,6,6,0.333333333333333
"16",765,"ec","00100",55,70,1,28,"ec:1.14.18.9","<30",25.0230840258541,18,3,0.000336700336700337,0,0,4,28,6,2.20689655172414,17,5,2.23529411764706,3,3,0.666666666666667,6,3,1.66666666666667
"17",767,"ec","00100",55,70,1,28,"ec:1.1.1.270","<30",25.1154201292705,20,2,0.000383435582822086,0.00244584206848358,0,4,30,8,2.06451612903226,15,5,1.86666666666667,3,3,0.666666666666667,6,3,1.66666666666667
"18",772,"ec","00100",55,70,1,28,"ec:1.14.15.18","<30",11.9113573407202,2,4,0.000356125356125356,0.0010482180293501,0,4,46,8,2.25531914893617,3,3,0.666666666666667,4,4,0,1,1,0
"19",773,"ec","00100",55,70,1,28,"ec:1.14.18.11","<30",9.97229916897507,23,3,0.000355745286374956,0.0125786163522013,0,4,41,10,2.23809523809524,4,4,0,3,3,0.666666666666667,6,3,1.66666666666667
"20",774,"ec","00100",55,70,1,28,"ec:1.14.18.10","<30",8.40258541089566,16,2,0.000404040404040404,0.0139762403913347,0,4,28,10,2.13793103448276,17,6,1.64705882352941,3,3,0.666666666666667,6,3,1.66666666666667
"21",775,"ec","00100",55,70,1,28,"ec:1.14.18.11","<30",9.97229916897507,24,2,0.00036231884057971,0.00139762403913347,0,4,41,10,2.0952380952381,4,4,0,3,3,0.666666666666667,6,3,1.66666666666667
"22",780,"ec","00100",55,70,1,28,"ec:1.14.14.17","30<=x<70",37.1191135734072,15,3,0.00046882325363338,0.00593990216631726,0,4,44,9,2.26666666666667,3,3,0.666666666666667,6,6,1,1,1,0
"23",785,"ec","00100",55,70,1,28,"ec:1.1.1.418","<30",9.41828254847645,17,2,0.000396825396825397,0.0157232704402516,0,4,29,9,2.13333333333333,16,8,1.625,3,3,0.666666666666667,6,3,1.66666666666667
"24",786,"ec","00100",55,70,1,28,"ec:1.1.1.418","<30",9.41828254847645,24,2,0.000349283967865875,0.00908455625436757,0,4,42,10,2.27906976744186,3,3,0,3,3,0.666666666666667,6,3,1.66666666666667
"25",787,"ec","00100",55,70,1,28,"ec:1.1.1.418","<30",9.41828254847645,25,2,0.000355745286374956,0.00209643605870021,0,4,42,10,2.13953488372093,3,3,0,3,3,0.666666666666667,6,3,1.66666666666667
"26",788,"ec","00100",55,70,1,28,"ec:1.1.1.270","<30",0,18,2,0.00038971161340608,0.0167714884696017,0,4,30,10,2.12903225806452,15,7,1.6,3,3,0.666666666666667,6,3,1.66666666666667
"27",789,"ec","00100",55,70,1,28,"ec:1.1.1.270","<30",0,25,2,0.000342935528120713,0.00489168413696716,0,4,43,10,2.31818181818182,2,2,0,3,3,0.666666666666667,6,3,1.66666666666667
"28",790,"ec","00100",55,70,1,28,"ec:1.1.1.270","<30",0,26,2,0.000349283967865875,0.00209643605870021,0,4,43,10,2.18181818181818,2,2,0,3,3,0.666666666666667,6,3,1.66666666666667
"29",791,"ec","00100",55,70,1,28,"ec:1.14.18.9","<30",25.0230840258541,21,2,0.000376506024096386,0.00419287211740042,0,4,31,7,2.0625,14,5,1.85714285714286,3,3,0.666666666666667,6,3,1.66666666666667
"30",792,"ec","00100",55,70,1,28,"ec:1.1.1.170","<30",26.9621421975993,22,2,0.000369685767097967,0.00524109014675052,0,4,32,7,2.06060606060606,13,6,1.84615384615385,3,3,0.666666666666667,6,3,1.66666666666667
"31",793,"ec","00100",55,70,1,28,"ec:1.1.1.270","<30",25.1154201292705,23,4,0.000362976406533575,0.00559049615653389,0,4,33,6,2.11764705882353,12,5,2,3,3,0.666666666666667,6,3,1.66666666666667
