"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree"
"1",1279,"ec","00232",26,76,3,5,"ec:1.17.5.2","<30",0,4,7,0.00318471337579618,0.0216666666666667,0,2,23,4,5.75,2,2,0
"2",1286,"ec","00232",26,76,3,5,"ec:3.2.2.25","<30",0,4,7,0.00220264317180617,0.0116666666666667,0,2,24,4,5.36,1,1,0
