"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree"
"1",2901,"ec","00510",35,50,1,8,"ec:2.4.1.267",">=70",91.6349809885932,4,4,0.00104602510460251,0.0124777183600713,0,5,15,6,2.625,2,2,0,2,2,1,13,7,1.69230769230769,2,2,0
"2",2904,"ec","00510",35,50,1,8,"ec:2.4.1.258",">=70",92.3954372623574,5,3,0.000977517106549365,0.0089126559714795,0,5,16,7,2.58823529411765,2,2,0,2,2,1,13,7,1.69230769230769,1,1,0
"3",2905,"ec","00510",35,50,1,8,"ec:2.4.1.155","30<=x<70",33.2699619771863,7,2,0.00089126559714795,0,0,5,18,7,2.52631578947368,2,2,0,2,2,0,11,6,1.63636363636364,1,1,0
"4",2907,"ec","00510",35,50,1,8,"ec:2.4.1.68","30<=x<70",48.0988593155894,6,4,0.00104602510460251,0,0,5,18,7,2.52631578947368,2,2,0,2,2,0,10,7,0.8,2,2,1
"5",2909,"ec","00510",35,50,1,8,"ec:2.4.1.38","30<=x<70",35.361216730038,7,2,0.000865051903114187,0.00089126559714795,0,5,18,7,2.52631578947368,2,2,0,2,2,0,11,7,1.27272727272727,1,1,0
"6",2912,"ec","00510",35,50,1,8,"ec:2.4.1.143","30<=x<70",64.0684410646388,5,4,0.000918273645546373,0.0035650623885918,0,5,18,7,2.52631578947368,2,2,0,2,2,0,5,5,0,7,3,2.28571428571429
"7",2913,"ec","00510",35,50,1,8,"ec:3.2.1.114","30<=x<70",65.3992395437262,4,2,0.000865051903114187,0.00267379679144385,0,5,18,7,2.52631578947368,2,2,0,2,2,0,8,3,2.5,4,4,0
"8",2914,"ec","00510",35,50,1,8,"ec:3.2.1.209",">=70",90.8745247148289,7,2,0.000890471950133571,0.0017825311942959,0,5,18,7,2.63157894736842,2,2,0,2,2,0,11,5,2,1,1,0
"9",2915,"ec","00510",35,50,1,8,"ec:2.4.1.145","30<=x<70",45.8174904942966,6,4,0.000840336134453781,0,0,5,18,7,3.47368421052632,2,2,1,2,2,1,10,2,2.4,2,2,0
"10",2923,"ec","00510",35,50,1,8,"ec:2.4.1.142",">=70",95.8174904942966,5,2,0.000946073793755913,0.0035650623885918,0,5,16,7,2.58823529411765,1,1,0,2,2,0,2,2,1,13,7,1.69230769230769
"11",2925,"ec","00510",35,50,1,8,"ec:2.4.1.83",">=70",98.2889733840304,4,8,0.000919117647058824,0.0133689839572193,0,5,15,7,2.375,2,2,0,2,2,0,2,2,1,13,7,1.69230769230769
"12",2933,"ec","00510",35,50,1,8,"ec:2.4.1.265",">=70",90.6844106463878,5,2,0.00107642626480086,0.0071301247771836,0,5,16,7,2.58823529411765,2,2,0,2,2,0,13,7,1.69230769230769,1,1,0
"13",2936,"ec","00510",35,50,1,8,"ec:2.4.1.101","30<=x<70",67.3003802281369,5,2,0.000840336134453781,0,0,5,18,7,3.47368421052632,2,2,1,2,2,1,9,3,2.44444444444444,3,3,1.33333333333333
"14",2938,"ec","00510",35,50,1,8,"ec:3.2.1.113",">=70",88.0228136882129,6,2,0.000865051903114187,0.0017825311942959,0,5,18,7,2.63157894736842,2,2,0,2,2,0,10,4,2.2,2,2,1
